ref_img,dist_img,dst_lev,95_CI,STD,mos,DSSIM,SSIMULACRA,Butteraugli,Butteraugli_XL,Butteraugli_XL_3m,Butteraugli_XL_2s,Butteraugli_XL_3s,Butteraugli_XL_6s,Butteraugli_XL_12s
p10,p10_xrMS420_0.500000_dec.bmp,5,12.718794368080445,23.39707411030441,60.615384615384606,0.01933691,0.04360754,6.071524,5.7853837013,2.040669,1.667649,1.730371,1.937971,2.453665
p10,p10_xrMS420_0.750000_dec.bmp,4,8.335825205343706,15.334308776108092,79.84615384615384,0.00985786,0.02787312,3.931693,3.5933463573,1.377967,1.13779,1.179717,1.316147,1.638037
p10,p10_xrMS420_1.000000_dec.bmp,3,6.536328701909679,12.024014432664455,89.92307692307692,0.00570547,0.01957797,2.846237,2.7731347084,1.041884,0.855193,0.887767,0.993029,1.244857
p10,p10_xrMS420_1.250000_dec.bmp,2,8.63562494240901,15.885810472209918,88.76923076923076,0.00388839,0.01506388,2.464646,2.3205709457,0.853896,0.700151,0.728319,0.816766,1.016603
p10,p10_xrMS420_1.500000_dec.bmp,1,4.088877104576679,7.521763295725484,96.92307692307692,0.00261289,0.01147647,1.812655,1.8984298706,0.702196,0.568949,0.593908,0.672023,0.840658
p10,p10_xrPS420_0.25.bmp,6,12.204239183308088,22.450515384410238,28.76923076923077,0.05819104,0.09105955,16.647812,21.4073219299,5.092734,3.374879,3.531757,4.131663,7.614781
p10,p10_xrPS420_0.5.bmp,5,8.749812779062134,16.09586664572377,60.07692307692307,0.02290253,0.04933299,9.061699,7.411714077,2.288648,1.790347,1.867669,2.134041,2.864233
p10,p10_xrPS420_0.75.bmp,4,8.668903003837386,15.947027695081374,73.84615384615384,0.01259868,0.03262946,5.477623,3.5472340584,1.406566,1.185502,1.228739,1.358058,1.632901
p10,p10_xrPS420_1.0.bmp,3,7.270089597889508,13.373816746126533,88.76923076923076,0.00785211,0.023707299999999997,3.3239650000000003,2.9006886482,1.080004,0.90569,0.940052,1.042076,1.257884
p10,p10_xrPS420_1.25.bmp,2,7.6316142005292615,14.038865466616006,95.3846153846154,0.00545917,0.01820808,3.470051,3.05499053,0.922928,0.748415,0.778567,0.866754,1.123463
p10,p10_xrPS420_1.5.bmp,1,5.077141254053255,9.339741389929873,96.30769230769228,0.00402842,0.01365921,2.982251,2.1697125435,0.765449,0.627518,0.65472,0.731131,0.910495
woman,woman_jp2420_0.250000_dec.bmp,6,8.585465999582102,15.793539737370384,25.461538461538463,0.09185030000000001,0.16448887,16.01557,15.0023097992,4.947457,3.51736,3.781426,4.636944,6.424002
woman,woman_jp2420_0.500000_dec.bmp,5,6.685047166722294,12.29759200944515,36.30769230769232,0.04728991,0.11121031,13.815003,12.0273294449,3.487586,2.525408,2.692146,3.226081,4.544531
woman,woman_jp2420_0.750000_dec.bmp,4,6.931013115035127,12.750062845496194,53.30769230769231,0.02718212,0.07888791,7.536036,7.6517620087,2.487371,1.944988,2.063113,2.371146,3.027854
woman,woman_jp2420_1.000000_dec.bmp,3,7.074381929498728,13.013799382154865,68.76923076923077,0.01647663,0.05908053,6.6883339999999984,6.6020526886,2.061935,1.548365,1.65763,1.946098,2.582077
woman,woman_jp2420_1.250000_dec.bmp,2,5.782217861037832,10.6367770325896,82.84615384615384,0.01154022,0.04942894,3.993669,4.054980278,1.673069,1.298187,1.39572,1.634682,1.988806
woman,woman_jp2420_1.500000_dec.bmp,1,5.568265109651384,10.243196616441418,89.61538461538461,0.00776311,0.04322761,3.666363,4.0467443466,1.49163,1.080601,1.180705,1.445342,1.848844
woman,woman_jp2444_0.250000_dec.bmp,6,8.746781340952221,16.090290112283114,34.30769230769231,0.07665792,0.13946375,12.714863,13.6315088272,3.927696,3.025377,3.164779,3.63935,4.978958
woman,woman_jp2444_0.500000_dec.bmp,5,8.17474235821987,15.03798608993324,59.84615384615386,0.03779364,0.09078273,7.661316,6.7858262062,2.436381,2.040003,2.112544,2.334652,2.861947
woman,woman_jp2444_0.750000_dec.bmp,4,7.016576034683378,12.907461566960563,87.53846153846153,0.02213298,0.06888841,4.878818,4.8009762764,1.89058,1.581466,1.645682,1.832068,2.19399
woman,woman_jp2444_1.000000_dec.bmp,3,5.243070904053365,9.644980094621298,85.23076923076924,0.01549233,0.05706745,4.534054,4.5568933487,1.599332,1.292753,1.355304,1.538412,1.904281
woman,woman_jp2444_1.250000_dec.bmp,2,4.209855629133373,7.74431139445974,94.15384615384615,0.01043409,0.04582795,3.787717,3.2419240475,1.266352,1.068068,1.110092,1.229134,1.45983
woman,woman_jp2444_1.500000_dec.bmp,1,6.1245844040463675,11.266583219232773,92.46153846153848,0.00780237,0.03827192,3.26244,3.3001799583,1.135331,0.932815,0.975627,1.095751,1.334614
woman,woman_jpg420_0.250000_dec.bmp,6,3.7727470777697927,6.940220937885671,6.0,0.17414167,0.22047984,20.126654,22.4731521606,7.177384,5.51385,5.806614,6.801423,8.924115
woman,woman_jpg420_0.500000_dec.bmp,5,11.02833381547558,20.28735870134215,36.92307692307692,0.04964407,0.11465661,7.289147,11.2993497849,3.3215,2.602896,2.714715,3.111577,4.138209
woman,woman_jpg420_0.750000_dec.bmp,4,10.59808676120495,19.49589042823496,79.61538461538461,0.02461721,0.07702893,6.045489,4.5396561623,2.005919,1.735057,1.789568,1.954577,2.273611
woman,woman_jpg420_1.000000_dec.bmp,3,4.581334224236619,8.427671150777124,94.23076923076924,0.01558614,0.0604229,4.430085,4.2866458893,1.546625,1.355494,1.393805,1.507529,1.738541
woman,woman_jpg420_1.250000_dec.bmp,2,6.526467793074857,12.005874630405964,90.15384615384615,0.01064059,0.04970003,4.013091,3.4615693092,1.28035,1.129232,1.159677,1.249222,1.432152
woman,woman_jpg420_1.500000_dec.bmp,1,4.487337433117636,8.25475775786459,95.15384615384615,0.00780507,0.04260573,3.262039,2.9092750549,1.099046,0.972065,0.998028,1.073666,1.225443
woman,woman_xrMS420_0.250000_dec.bmp,6,7.252088810160397,13.340703091455074,30.153846153846153,0.09092059,0.15036449,16.988672,15.0570316315,5.094774,3.8992,4.125513,4.83492,6.323888
woman,woman_xrMS420_0.500000_dec.bmp,5,10.028137455599737,18.447430506921343,69.84615384615384,0.03781261,0.08657999999999999,8.017691000000001,7.7445855141,2.786733,2.350525,2.432059,2.679353,3.248787
woman,woman_xrMS420_0.750000_dec.bmp,4,8.290022995283389,15.250052542994812,79.30769230769229,0.02027489,0.06109195,6.666399,5.9301662445,1.950913,1.655692,1.707272,1.866184,2.279283
woman,woman_xrMS420_1.000000_dec.bmp,3,6.231896194378947,11.463990445001118,93.6153846153846,0.01338543,0.04756062,4.6883339999999984,4.1074357033,1.52804,1.320325,1.357849,1.474647,1.751624
woman,woman_xrMS420_1.250000_dec.bmp,2,6.608956805666957,12.157618693958625,91.15384615384615,0.00928993,0.038851800000000006,5.447491,4.5046787262,1.305841,1.099386,1.130152,1.227996,1.559374
woman,woman_xrMS420_1.500000_dec.bmp,1,1.7528611719039366,3.2245055275865013,98.30769230769228,0.00686624,0.03155403,4.87786,3.9020652771,1.129754,0.936539,0.963473,1.050323,1.375467
woman,woman_xrPS420_0.25.bmp,6,8.408004076139516,15.46708664328125,14.307692307692307,0.08706237,0.15954579,19.597157,17.5478229523,5.688785,4.424001,4.651969,5.304779,7.109607
woman,woman_xrPS420_0.5.bmp,5,5.5855879636264145,10.275063166566088,43.07692307692307,0.03538972,0.09802443,7.582713,7.1260881424,2.981884,2.481803,2.563856,2.842375,3.539421
woman,woman_xrPS420_0.75.bmp,4,10.835473191787276,19.932578666788007,78.15384615384616,0.02113079,0.07144017,6.751131,6.1405119896,2.132167,1.833952,1.891302,2.062043,2.443155
woman,woman_xrPS420_1.0.bmp,3,7.395124466681546,13.60382676176459,82.30769230769229,0.0134578,0.05617968,8.484335,6.2205572128,1.82313,1.439366,1.480513,1.618432,2.370446
woman,woman_xrPS420_1.25.bmp,2,7.137560398470518,13.130020407350322,86.69230769230771,0.00966834,0.04633439,4.338447,3.5209646225,1.380905,1.20099,1.238107,1.34711,1.557497
woman,woman_xrPS420_1.5.bmp,1,7.960129938578468,14.643192169847286,88.61538461538461,0.00760635,0.04094656,3.62696,2.8749892712,1.220826,1.061841,1.094512,1.191048,1.376917
