ref_img,dist_img,dst_type,dst_lev,var,mos,DSSIM,SSIMULACRA,Butteraugli,Butteraugli_XL,Butteraugli_XL_3m,Butteraugli_XL_2s,Butteraugli_XL_3s,Butteraugli_XL_6s,Butteraugli_XL_12s
i04.bmp,i04_02_5.bmp,2,5,0.07787999999999999,4.53659,0.07011014,0.27496175,9.602608,5.3898334503,3.249285,3.044109,3.089113,3.216625,3.442116
i04.bmp,i04_03_1.bmp,3,1,0.08802,4.78049,0.03897666,0.09284864,7.861677,5.778886795,2.494414,2.06371,2.155231,2.421821,2.906189
i04.bmp,i04_03_2.bmp,3,2,0.08607999999999999,4.21429,0.07443697,0.15230889,11.597983,7.3418989182,3.259191,2.754551,2.857106,3.162566,3.757903
i04.bmp,i04_03_3.bmp,3,3,0.08515,3.9,0.14524953,0.23695937,17.779444,10.0364322662,4.275855,3.653681,3.775132,4.144586,4.907847
i04.bmp,i04_03_4.bmp,3,4,0.07816000000000001,3.425,0.26872058,0.33501004,23.50288,11.5190982819,5.464574,4.751395,4.888951,5.312758,6.192012
i04.bmp,i04_03_5.bmp,3,5,0.07132999999999999,3.0238099999999997,0.49701239,0.44980061,37.121609,15.5811100006,6.90568,6.083381,6.23638,6.7119,7.768761
i04.bmp,i04_04_1.bmp,4,1,0.10117000000000001,6.125,0.00656725,0.06203152,9.190865,9.3428611755,2.102235,0.873101,0.984838,1.691311,3.630557
i04.bmp,i04_04_2.bmp,4,2,0.1337,6.26829,0.01324219,0.10480928,13.017811,12.4518089294,2.888717,1.242462,1.428052,2.398797,4.839303
i04.bmp,i04_04_3.bmp,4,3,0.10926,6.15,0.02583576,0.1617835,18.002701000000005,16.4140949249,4.006587,1.769522,2.093238,3.508205,6.418317
i04.bmp,i04_04_4.bmp,4,4,0.10774,5.47619,0.05452994,0.25208855,19.000519,20.5242881775,5.755819,2.738302,3.306969,5.393208,8.567279
i04.bmp,i04_04_5.bmp,4,5,0.11288,4.80952,0.11457978,0.35879229,21.289921,25.8931064606,8.451756,4.482305,5.356399,8.098122,11.900746
i04.bmp,i04_05_1.bmp,5,1,0.12365999999999999,6.30952,0.00923632,0.09991089,3.946172,2.3914413452,1.29045,1.149227,1.181383,1.269976,1.419992
i04.bmp,i04_05_2.bmp,5,2,0.11338,5.90244,0.01760692,0.1583911,5.098301,2.8823680878,1.634548,1.497485,1.52769,1.612293,1.763661
i04.bmp,i04_05_3.bmp,5,3,0.07406,5.325,0.04876754,0.28535168,7.681238,4.1729021072,2.552657,2.41485,2.445577,2.531052,2.681343
i04.bmp,i04_05_4.bmp,5,4,0.07706,4.47619,0.12857754,0.42781744,11.888514,7.7762093544,5.048143,4.612023,4.714181,4.996956,5.433292
i04.bmp,i04_05_5.bmp,5,5,0.09283999999999999,3.7073199999999997,0.3419116,0.58983876,20.068701,19.0980300903,12.549977,11.089843,11.478198,12.449548,13.722184
i04.bmp,i04_06_1.bmp,6,1,0.08577,5.02381,0.05578849,0.06420019,17.431542999999998,11.8101329803,3.455106,1.603587,2.054753,3.241331,5.069232
i04.bmp,i04_06_2.bmp,6,2,0.12929000000000002,4.560980000000002,0.12414009,0.08999684,21.161024,15.3832006454,4.560726,2.521459,3.074337,4.365574,6.242267
i04.bmp,i04_06_3.bmp,6,3,0.1068,4.2619,0.19178417,0.14604372,22.132938,14.1625471115,5.298301,3.462637,3.928958,5.09334,6.872605
i04.bmp,i04_06_4.bmp,6,4,0.12541,4.195119999999998,0.30708836,0.24033148,32.583286,16.5614261627,6.624975,4.898913,5.323402,6.414194,8.137329
i04.bmp,i04_06_5.bmp,6,5,0.07866000000000001,3.45,0.49036469,0.37730241,40.079933,21.1221580505,9.063747,7.093147,7.580139,8.822786,10.788316
i04.bmp,i04_07_1.bmp,7,1,0.09214,4.69048,0.02447846,0.08160022,8.039958,6.3630857468,2.701962,2.040535,2.20188,2.63087,3.273136
i04.bmp,i04_07_2.bmp,7,2,0.10833,4.075,0.05996863,0.12959367,14.58106,16.0407524109,5.76748,3.329775,3.736542,5.275168,8.29073
i04.bmp,i04_07_3.bmp,7,3,0.10234,3.5238099999999997,0.10775298,0.17064033,18.50967,20.2252731323,8.075686,4.985393,5.582476,7.603267,11.041316
i04.bmp,i04_07_4.bmp,7,4,0.09265,3.1428599999999998,0.20832987,0.23169436,27.044399,32.9417304993,14.657258,9.88654,10.905842,14.0102,19.055732
i04.bmp,i04_07_5.bmp,7,5,0.08878,2.95238,0.34837246,0.32655796,38.922527,42.9993400574,19.349483,14.210991,15.538828,19.03568,23.473943
i04.bmp,i04_08_1.bmp,8,1,0.14478,6.30952,0.00350837,0.01477895,5.982183,4.426753521,1.456316,0.535687,0.745102,1.390042,2.233805
i04.bmp,i04_08_2.bmp,8,2,0.11118,5.9268300000000025,0.01084453,0.04224113,10.957891,7.1169729233,2.490881,1.031129,1.366662,2.402991,3.70299
i04.bmp,i04_08_3.bmp,8,3,0.12118,5.38095,0.03073841,0.09731905,17.738726,11.4536418915,4.123789,1.937081,2.421532,3.967924,5.98191
i04.bmp,i04_08_4.bmp,8,4,0.07655,4.375,0.07804308,0.1843628,24.519218,17.2791385651,6.623849,3.564086,4.253697,6.395831,9.222019
i04.bmp,i04_08_5.bmp,8,5,0.11984000000000004,3.66667,0.17876083,0.27762587,51.05549600000001,35.8906936646,11.926786,6.636245,7.802124,11.217409,16.760826
i04.bmp,i04_09_1.bmp,9,1,0.12118,6.38095,0.0154928,0.06670983,4.9066790000000005,4.41177845,1.888415,1.52031,1.598533,1.822923,2.243788
i04.bmp,i04_09_2.bmp,9,2,0.10472999999999999,5.8048800000000025,0.02583236,0.08731782,7.090868,5.2902255058,2.44428,1.981586,2.083204,2.370324,2.879311
i04.bmp,i04_09_3.bmp,9,3,0.1032,5.048780000000002,0.04921142,0.12554766,9.937847,9.2953853607,3.636888,2.842582,3.007399,3.49149,4.411774
i04.bmp,i04_09_4.bmp,9,4,0.07327,3.7804900000000004,0.09724521,0.18754856,25.716543,17.9309520721,6.370462,4.523434,4.85052,5.913933,8.346933
i04.bmp,i04_09_5.bmp,9,5,0.07906,2.5,0.20363511,0.25584531,51.668427,37.5739631653,14.297221,10.694563,11.586839,13.805314,17.499508
i04.bmp,i04_10_1.bmp,10,1,0.15206,6.07143,0.00689938,0.04333877,2.802373,2.4381456375,1.113517,0.993146,1.018234,1.090477,1.23184
i04.bmp,i04_10_2.bmp,10,2,0.13575,5.97561,0.01331703,0.06403451,4.021218,3.7266695499,1.625784,1.404742,1.441722,1.559262,1.876369
i04.bmp,i04_10_3.bmp,10,3,0.09155,5.07143,0.03974286,0.11206957,8.185838,7.3532471657,3.018935,2.545904,2.624879,2.885998,3.545929
i04.bmp,i04_10_4.bmp,10,4,0.08947000000000001,3.2619,0.13236052,0.20466131,18.12303,16.0963420868,6.453171,5.14827,5.368461,6.103882,7.887169
i04.bmp,i04_10_5.bmp,10,5,0.09664,2.19048,0.35212588,0.30375253,39.453648,43.6999473572,17.423519,12.375397,13.372221,16.584321,22.314015
I04.bmp,I04_11_1.BMP,11,1,0.12349,5.3,0.03752851,0.11581993,9.583233,8.9742527008,3.243489,2.540689,2.677356,3.093655,3.959458
i04.bmp,i04_11_2.bmp,11,2,0.10647999999999999,4.0,0.09127889,0.18599535,22.450073,17.878320694,6.52964,4.663524,5.040224,6.198646,8.350051
i04.bmp,i04_11_3.bmp,11,3,0.08997999999999999,2.9024400000000004,0.17852198,0.23544995,48.589539,52.4266624451,15.493626,7.605946,8.578765,13.606893,24.295221
i04.bmp,i04_11_4.bmp,11,4,0.0,2.0,0.37531646,0.29332418,81.752411,66.450378418,23.600558,13.154084,15.521054,22.726101,32.55452
i04.bmp,i04_11_5.bmp,11,5,0.09644,0.88095,0.64706685,0.36250977,98.198448,93.2821960449,33.076843,20.723665,23.449208,31.833279,43.948042
i04.bmp,i04_12_1.bmp,12,1,0.10577,6.05,0.01872611,0.09609368,15.581806,10.0683860779,3.190811,1.42327,1.881077,3.077305,4.61405
i04.bmp,i04_12_2.bmp,12,2,0.10001,4.64286,0.05353351,0.1463297,20.918467,11.0249938965,3.865998,2.26141,2.638616,3.631154,5.328223
i04.bmp,i04_12_3.bmp,12,3,0.10855,3.9285699999999997,0.10097787,0.23060847,19.619959,17.1587238312,5.154218,3.110628,3.458429,4.682361,7.321863
i04.bmp,i04_12_4.bmp,12,4,0.08116,2.90476,0.26480226,0.29648291,55.482246,33.433013916,10.356203,5.596252,6.706985,9.689281,14.672343
i04.bmp,i04_12_5.bmp,12,5,0.07406,2.6585400000000003,0.37911059,0.36849064,91.738045,70.4932022095,23.750877,7.836617,11.367313,23.188995,36.696322
I04.bmp,I04_13_1.BMP,13,1,0.09913,4.66667,0.0450092,0.10726325,9.82418,7.4627599716,2.866702,2.237053,2.362721,2.736249,3.501137
i04.bmp,i04_13_2.bmp,13,2,0.05777,3.84615,0.13139746,0.18201001,26.87261,19.9986915588,6.072687,3.805047,4.087226,5.335988,8.794847
i04.bmp,i04_13_3.bmp,13,3,0.10001,3.3571400000000002,0.23861159,0.27835607,46.033592,22.9766674042,7.718325,4.876848,5.290959,7.002279,10.861738
i04.bmp,i04_13_4.bmp,13,4,0.07787999999999999,3.4634099999999997,0.21537167,0.26587216,65.680862,22.1556358337,7.199448,4.386665,4.923932,6.682634,9.991778
i04.bmp,i04_13_5.bmp,13,5,0.09495,2.38095,0.98252679,0.40965187,91.689011,39.2091903687,14.191936,9.217251,10.27391,13.474006,18.827891
i04.bmp,i04_14_1.bmp,14,1,0.12774000000000002,5.07143,0.05671794,0.09092351,43.822525,22.162984848,5.944735,2.171526,2.877354,5.315847,9.641003
i04.bmp,i04_14_2.bmp,14,2,0.17515999999999998,6.40476,0.01603265,0.03428309,18.928373,14.6406288147,3.879288,1.087116,1.764254,3.553029,6.320581
i04.bmp,i04_14_3.bmp,14,3,0.10647999999999999,6.0,0.04495485,0.06088969,33.76683,33.5263748169,7.884937,1.91111,3.015131,6.749012,13.890668
i04.bmp,i04_14_4.bmp,14,4,0.11692999999999999,4.40476,0.06503791,0.06623512,42.052086,39.6031341553,9.165498,2.46602,3.773262,7.880465,15.842767
i04.bmp,i04_14_5.bmp,14,5,0.10840999999999999,3.6097599999999996,0.11653852,0.10215836,49.154709,39.8403129578,10.823571,3.454531,4.997387,9.826864,17.646462
i04.bmp,i04_15_1.bmp,15,1,0.11640999999999999,3.38095,0.08121009,0.08567691,47.965065,57.6959457397,18.677828,5.473164,9.296561,18.095825,28.641097
i04.bmp,i04_15_2.bmp,15,2,0.11692999999999999,3.40476,0.077081,0.08073819,49.108986,67.3746337891,21.973747,6.380964,11.021054,21.433655,33.466533
i04.bmp,i04_15_3.bmp,15,3,0.14385,3.5,0.07948225,0.08716798,50.725243,73.1705551147,24.612615,6.736196,12.074489,24.172248,37.59111
i04.bmp,i04_15_4.bmp,15,4,0.08982000000000001,3.7561,0.06780632,0.07006138,62.21350500000001,81.4383239746,26.108824,6.481976,12.202058,25.604354,40.520061
i04.bmp,i04_15_5.bmp,15,5,0.08843999999999999,4.05128,0.04729263,0.05964807,92.107956,125.6293945313,38.809548,7.384832,15.605589,37.351125,63.47193
i04.bmp,i04_16_1.bmp,16,1,0.12727,6.28571,0.00055698,0.00670366,2.918527,5.874982357,5.025155,4.915483,4.943166,5.014017,5.118283
i04.bmp,i04_16_2.bmp,16,2,0.18694000000000002,6.6428600000000015,0.00142675,0.00837617,4.8385370000000005,9.7473773956,8.228021,8.004117,8.061716,8.207538,8.414809
i04.bmp,i04_16_3.bmp,16,3,0.17757,6.09524,0.00755233,0.04264269,9.789104,20.0479431152,16.879143,16.537935,16.620403,16.837188,17.179838
i04.bmp,i04_16_4.bmp,16,4,0.15525999999999998,5.66667,0.01191135,0.03701933,14.200535999999998,28.8035354614,23.870915,23.039626,23.249671,23.790964,24.572109
i04.bmp,i04_16_5.bmp,16,5,0.14294,5.15385,0.03855669,0.16435156,19.777929,41.4762496948,33.790723,33.007974,33.190688,33.685837,34.495645
i04.bmp,i04_17_1.bmp,17,1,0.14677,6.0,0.00288132,0.00566415,3.351509,4.4733219147,2.855242,2.447672,2.555379,2.818882,3.191465
i04.bmp,i04_17_2.bmp,17,2,0.15673,6.66667,0.00889522,0.02250179,6.86119,8.2085075378,5.209078,4.530665,4.702482,5.136957,5.787796
i04.bmp,i04_17_3.bmp,17,3,0.11703,4.78049,0.02062902,0.02500118,8.86277,12.3190670013,7.522539,6.403701,6.701202,7.427977,8.438436
i04.bmp,i04_17_4.bmp,17,4,0.21700999999999998,7.214289999999999,0.03720245,0.05222448,14.133422,17.6704902649,11.147595,9.579084,9.972787,10.997615,12.472384
i04.bmp,i04_17_5.bmp,17,5,0.08936000000000001,3.925,0.10626958,0.08666999,20.233694,28.1815834045,16.610363,14.03433,14.736281,16.431388,18.663421
i04.bmp,i04_18_1.bmp,18,1,0.12895,5.4146300000000025,0.00326293,0.00405716,6.773704,10.2455863953,6.007905,4.282396,4.792107,5.988175,7.243433
i04.bmp,i04_18_2.bmp,18,2,0.09439,5.02439,0.00613936,0.00649318,9.607072,14.6970806122,8.471941,6.131268,6.804594,8.428903,10.182326
i04.bmp,i04_18_3.bmp,18,3,0.11500999999999999,4.66667,0.01205223,0.01167887,13.901432000000002,21.190870285,12.131482,8.750624,9.720239,12.06231,14.611899
i04.bmp,i04_18_4.bmp,18,4,0.12958,4.2381,0.02388859,0.02213013,20.021269,30.4902038574,17.463455,12.66202,14.058245,17.3535,20.97862
i04.bmp,i04_18_5.bmp,18,5,0.11640999999999999,3.9268300000000003,0.04536922,0.04026836,27.694090000000006,42.5690574646,24.798967,18.141054,20.092587,24.665765,29.63855
i04.bmp,i04_19_1.bmp,19,1,0.13129000000000002,5.4523800000000024,0.01529451,0.10506953,4.538643,3.3947069645,1.604747,1.383617,1.439187,1.580829,1.794226
i04.bmp,i04_19_2.bmp,19,2,0.11577,5.35714,0.02920266,0.16180501,7.1285690000000015,3.9995121956,2.021756,1.782344,1.840124,1.991348,2.233794
i04.bmp,i04_19_3.bmp,19,3,0.10801,4.90244,0.05475602,0.23451864,7.9619,4.8261089325,2.513407,2.267114,2.325303,2.480167,2.734752
i04.bmp,i04_19_4.bmp,19,4,0.07816000000000001,4.425,0.0982198,0.31610265,12.036383,5.5973110199,3.137542,2.890944,2.947615,3.100551,3.364461
i04.bmp,i04_19_5.bmp,19,5,0.10603,4.16667,0.17303973,0.40623803,16.851979999999998,6.6754603386,4.098301,3.848358,3.906348,4.062708,4.325848
i04.bmp,i04_20_1.bmp,20,1,0.13554000000000002,6.4523800000000024,0.01888052,0.13250119,4.079185,3.89874506,1.762601,1.5473,1.593509,1.723426,1.970869
i04.bmp,i04_20_2.bmp,20,2,0.09005,5.225,0.05368624,0.24488343,5.582065,5.0344958305,2.677431,2.403397,2.462545,2.630195,2.939553
i04.bmp,i04_20_3.bmp,20,3,0.09059,4.19048,0.16019347,0.43101933,13.525878,10.5819187164,4.652103,3.951308,4.087771,4.50215,5.36639
i04.bmp,i04_20_4.bmp,20,4,0.08386,3.11905,0.41056053,0.69771686,26.388077000000006,19.3907718658,7.929058,6.280769,6.597116,7.59453,9.595529
i04.bmp,i04_20_5.bmp,20,5,0.0911,2.41463,1.03610121,0.93229463,39.177631,38.1757202148,13.922504,9.914857,10.684058,13.123471,17.959983
i04.bmp,i04_21_1.bmp,21,1,0.09485,5.14634,0.02864816,0.10194684,5.582985,4.1941504478,2.077639,1.857792,1.900921,2.030579,2.301416
i04.bmp,i04_21_2.bmp,21,2,0.07732,4.73171,0.05625992,0.16722554,11.153507,6.8659005165,2.822995,2.501767,2.557315,2.734161,3.177509
i04.bmp,i04_21_3.bmp,21,3,0.0841,3.8095199999999996,0.10716992,0.26960779,14.784552,8.1985378265,3.705598,3.287688,3.363221,3.60644,4.147133
i04.bmp,i04_21_4.bmp,21,4,0.06464,3.2195099999999996,0.18373646,0.36435079,20.498444,11.8854990005,5.346141,4.467798,4.617371,5.129355,6.291695
i04.bmp,i04_21_5.bmp,21,5,0.0,2.0,0.3413679,0.41755951,39.851387,35.2908401489,15.664246,11.683872,12.738221,15.326366,18.92815
i04.bmp,i04_22_1.bmp,22,1,0.10625,6.02439,0.01287322,0.08702103,6.178761,5.0672492981,2.045629,1.418713,1.537421,1.940455,2.659012
i04.bmp,i04_22_2.bmp,22,2,0.15259,5.78571,0.0258816,0.15162564,8.435437,5.6064562798,2.626447,2.021751,2.158631,2.564765,3.155945
i04.bmp,i04_22_3.bmp,22,3,0.10724000000000004,4.42857,0.04777733,0.21504283,12.020761,13.2020168304,5.838946,3.497631,3.97849,5.610618,7.927729
i04.bmp,i04_22_4.bmp,22,4,0.09252,4.12195,0.09250104,0.31547326,22.450521,21.6160125732,9.175187,6.118915,6.891467,8.838743,11.795353
i04.bmp,i04_22_5.bmp,22,5,0.11070999999999999,2.90476,0.36842979,0.43647138,85.686745,112.4859008789,43.499335,22.321229,27.658672,42.116174,60.723158
i04.bmp,i04_23_1.bmp,23,1,0.13175,6.425,0.0116497,0.04925455,5.9535230000000015,4.7184262276,1.85119,1.270219,1.414797,1.788176,2.350598
i04.bmp,i04_23_2.bmp,23,2,0.11692999999999999,5.40476,0.05406834,0.13194592,12.325574,11.8960046768,5.048925,3.01924,3.422392,4.782632,6.941752
i04.bmp,i04_23_3.bmp,23,3,0.11014000000000004,3.87805,0.15285503,0.23334634,38.257221,30.484910965,11.004356,6.557466,7.499409,10.310115,15.203545
i04.bmp,i04_23_4.bmp,23,4,0.09726,2.95122,0.24477982,0.26933059,67.729507,46.5085296631,16.915672,9.990057,11.606122,16.142214,22.998681
i04.bmp,i04_23_5.bmp,23,5,0.10234,1.47619,0.54718292,0.3481163,101.923698,97.8532791138,31.901396,18.566152,21.631164,30.190528,43.882495
i04.bmp,i04_24_1.bmp,24,1,0.10755,5.5476199999999976,0.03773503,0.11801989999999996,8.408987,7.0303826332,2.96625,2.350646,2.480788,2.865457,3.552505
i04.bmp,i04_24_2.bmp,24,2,0.09994,3.7619,0.08848546,0.1806232,19.582306,20.3164348602,6.53708,4.354832,4.718621,5.955892,8.936728
i04.bmp,i04_24_3.bmp,24,3,0.07694,2.58537,0.19390458,0.23979573,61.10717,45.1943626404,14.974417,7.755363,9.176503,14.196177,21.550573
i04.bmp,i04_24_4.bmp,24,4,0.07384,1.9047599999999998,0.3941711,0.2955667,88.26892099999998,72.6416854858,24.612828,12.705411,15.414725,23.567064,34.856695
i04.bmp,i04_24_5.bmp,24,5,0.09741,0.58537,0.66954657,0.368461,100.335213,93.9865722656,32.343264,19.537394,22.567749,30.971617,43.490426
I05.bmp,I05_01_1.bmp,1,1,0.13223,5.525,0.00814169,0.05664004,3.857116,2.6879351139,1.149733,0.897704,0.9557,1.117341,1.376158
i05.bmp,i05_01_2.bmp,1,2,0.13229000000000002,5.5,0.0158966,0.09133742,5.546253,3.4521405697,1.529988,1.257133,1.319652,1.491382,1.778929
i05.bmp,i05_01_3.bmp,1,3,0.09956,4.84615,0.02992746,0.13301498,7.063304,4.2680487633,2.062976,1.802709,1.864594,2.028424,2.295909
i05.bmp,i05_01_4.bmp,1,4,0.08843999999999999,4.05128,0.05420659,0.18752749,9.783102,5.0240206718,2.907492,2.609933,2.68449,2.874917,3.163069
i05.bmp,i05_01_5.bmp,1,5,0.1246,3.5609800000000003,0.09708307,0.25063898,13.65322,7.3285937309,4.666349,4.229628,4.348056,4.632789,5.018203
i05.bmp,i05_02_1.bmp,2,1,0.14997,5.8292699999999975,0.00266238,0.03622125,2.095003,1.8348901272,0.752376,0.561177,0.600396,0.723262,0.933469
i05.bmp,i05_02_2.bmp,2,2,0.16339,5.6829300000000025,0.00519891,0.05503227,2.676356,2.4804890156,1.006171,0.800374,0.843112,0.971951,1.203449
i05.bmp,i05_02_3.bmp,2,3,0.15964,5.325,0.01038179,0.08113232,3.670422,3.0354521275,1.378532,1.172361,1.217727,1.345981,1.571888
i05.bmp,i05_02_4.bmp,2,4,0.14555,5.09756,0.02047045,0.11555828,5.746472,4.0208978653,2.000077,1.772903,1.825726,1.966961,2.207544
i05.bmp,i05_02_5.bmp,2,5,0.09399,4.25641,0.03838993,0.15730702,6.472468,5.2528657913,3.060788,2.764984,2.839021,3.02825,3.315094
i05.bmp,i05_03_1.bmp,3,1,0.12816,5.09756,0.01858938,0.05127854,7.550528,5.5158996582,1.929508,1.345473,1.454197,1.81186,2.522468
i05.bmp,i05_03_2.bmp,3,2,0.1385,4.4878,0.03688509,0.08585985,9.22637,6.7553405762,2.601555,1.880516,2.022833,2.465666,3.316164
i05.bmp,i05_03_3.bmp,3,3,0.10833,3.675,0.0689193,0.12460773,15.688441,8.508805275,3.401208,2.617704,2.772758,3.252319,4.178546
i05.bmp,i05_03_4.bmp,3,4,0.08719,3.07317,0.12773388,0.18261281,24.090298,11.1003923416,4.49633,3.658755,3.834593,4.344582,5.309814
i05.bmp,i05_03_5.bmp,3,5,0.11558,2.375,0.22955518,0.25448173,33.087612,14.5810070038,6.126848,5.159024,5.357083,5.934887,7.088572
i05.bmp,i05_04_1.bmp,4,1,0.16812,5.63415,0.00292338,0.03339957,2.672083,2.1706652641,0.762159,0.590859,0.620864,0.717261,0.948353
i05.bmp,i05_04_2.bmp,4,2,0.16105,5.75,0.00557713,0.05067891,3.570521,2.9916620255,1.136408,0.878425,0.924055,1.069544,1.415625
i05.bmp,i05_04_3.bmp,4,3,0.14529,5.575,0.01108054,0.07694935,5.063431,4.9358048439,1.877992,1.400274,1.486953,1.765498,2.381527
i05.bmp,i05_04_4.bmp,4,4,0.16682,4.926830000000002,0.02149136,0.11273016,8.00157,8.1977787018,3.195225,2.308104,2.487838,3.034397,4.063441
i05.bmp,i05_04_5.bmp,4,5,0.11619000000000004,4.4,0.04253697,0.16568754,12.773988,13.7411460876,5.581555,3.990452,4.351542,5.366572,7.026551
i05.bmp,i05_05_1.bmp,5,1,0.14003,5.625,0.0055792,0.05761301,3.540364,2.3556034565,1.015454,0.799915,0.849252,0.986423,1.210688
i05.bmp,i05_05_2.bmp,5,2,0.18536,5.39024,0.0106201,0.08964076,4.570765,3.0104911327,1.34302,1.128066,1.177552,1.312769,1.53874
i05.bmp,i05_05_3.bmp,5,3,0.11292,4.7,0.02941667,0.1643675,7.002777,4.4170231819,2.405164,2.182508,2.240646,2.383204,2.591643
i05.bmp,i05_05_4.bmp,5,4,0.09005,3.8157900000000002,0.07829948,0.26324119,10.700719,8.4032182693,5.573709,5.039424,5.194341,5.54566,5.981126
i05.bmp,i05_05_5.bmp,5,5,0.07593,2.92308,0.21190371,0.39988469,16.348907,20.690580368,14.348565,12.926679,13.369909,14.304413,15.371372
i05.bmp,i05_06_1.bmp,6,1,0.15284,4.375,0.03903791,0.04166026,23.067141,12.2425937653,3.328259,1.368734,1.801591,3.052914,5.130271
i05.bmp,i05_06_2.bmp,6,2,0.14223,3.92308,0.07790046,0.07123028,21.458687,15.0093746185,4.357076,2.201089,2.657945,3.995924,6.417358
i05.bmp,i05_06_3.bmp,6,3,0.12747999999999998,3.5,0.12599539,0.11796262,25.829569,14.4309158325,5.005538,3.28983,3.689288,4.775748,6.551579
i05.bmp,i05_06_4.bmp,6,4,0.11665999999999999,3.3170699999999997,0.20619564,0.18248444,34.461342,15.3479614258,6.655125,5.023811,5.432925,6.467965,8.064484
i05.bmp,i05_06_5.bmp,6,5,0.11392999999999999,2.51282,0.32663891,0.26421899,35.297241,19.9171657562,10.183733,8.270439,8.812343,10.043585,11.695272
i05.bmp,i05_07_1.bmp,7,1,0.15805999999999998,5.275,0.00997005,0.04857811,5.51438,4.204627037,1.646832,1.063153,1.185663,1.578608,2.176226
i05.bmp,i05_07_2.bmp,7,2,0.13808,5.26829,0.0221937,0.07354317,9.836455,8.6992788315,2.821542,1.685402,1.905016,2.656153,3.903457
i05.bmp,i05_07_3.bmp,7,3,0.13493,4.53846,0.04794053,0.10581178,15.025546,9.6722927094,4.094016,2.783527,3.077475,3.943111,5.261462
i05.bmp,i05_07_4.bmp,7,4,0.11999000000000001,4.05128,0.10507166,0.15783416,28.913284,16.9038982391,7.238687,4.895346,5.428491,6.965923,9.321647
i05.bmp,i05_07_5.bmp,7,5,0.13162000000000001,3.1463400000000004,0.17606618,0.21169094,35.09478,29.7732810974,10.335871,6.721537,7.445501,9.716969,13.845143
i05.bmp,i05_08_1.bmp,8,1,0.14053,5.4,0.00723238,0.0109823,4.1007120000000015,4.048037529,1.326698,0.835415,0.915595,1.210611,1.853888
i05.bmp,i05_08_2.bmp,8,2,0.10468,4.66667,0.02366947,0.032254700000000004,7.179579,6.440518856,2.265353,1.514505,1.638035,2.089065,3.068959
i05.bmp,i05_08_3.bmp,8,3,0.12725,3.6585400000000003,0.07485602,0.08711455,12.402901,11.6638889313,3.96237,2.872499,3.054134,3.673144,5.159833
i05.bmp,i05_08_4.bmp,8,4,0.10064,2.7804900000000004,0.21233012,0.18983021,19.916639,19.7175827026,7.436577,5.878874,6.211044,7.142011,8.956677
i05.bmp,i05_08_5.bmp,8,5,0.14031,1.25,0.56107463,0.32961078,64.594185,44.3759346008,18.556985,13.355866,14.467519,17.752475,23.450961
i05.bmp,i05_09_1.bmp,9,1,0.14953,5.825,0.00952069,0.03699104,3.188774,3.0124804974,1.233831,0.925728,0.984131,1.174958,1.542404
i05.bmp,i05_09_2.bmp,9,2,0.1219,5.825,0.01815754,0.05459643,5.827168,4.8089752197,1.795015,1.32752,1.411495,1.697704,2.275846
i05.bmp,i05_09_3.bmp,9,3,0.14743,5.325,0.05035042,0.09724518,13.534835,11.3056964874,3.271797,2.337073,2.484902,2.98198,4.348507
i05.bmp,i05_09_4.bmp,9,4,0.13229000000000002,3.5,0.16381045,0.20800231,21.194931,18.6776618958,7.089674,5.253455,5.641673,6.788329,8.839021
i05.bmp,i05_09_5.bmp,9,5,0.14119,1.36585,0.5165420999999999,0.35143887,57.011879,48.278842926,20.059931,16.033959,17.018047,19.460029,23.701717
i05.bmp,i05_10_1.bmp,10,1,0.16907,5.73171,0.00633157,0.02861138,2.927597,2.6538112164,0.988745,0.792683,0.828391,0.94119,1.196654
i05.bmp,i05_10_2.bmp,10,2,0.09272000000000001,5.15385,0.01343619,0.04563035,3.938954,3.8588659763,1.410948,1.141049,1.183609,1.325917,1.723318
i05.bmp,i05_10_3.bmp,10,3,0.16268,4.707319999999998,0.03812208,0.08992075,7.213113000000001,7.2421140671,2.586051,1.990864,2.067237,2.377728,3.313188
i05.bmp,i05_10_4.bmp,10,4,0.11465,3.4390199999999997,0.12776702,0.17908295,12.721093,13.2787570953,5.181379,4.237431,4.397766,4.928568,6.217805
i05.bmp,i05_10_5.bmp,10,5,0.15500999999999998,1.87805,0.3102401,0.28002508,25.824863,24.9198989868,9.442109,7.59311,7.919642,8.980173,11.426512
I05.bmp,I05_11_1.BMP,11,1,0.14545,5.7561,0.00645813,0.02316689,3.176989,2.3517360687,0.958299,0.769709,0.806677,0.921163,1.147058
i05.bmp,i05_11_2.bmp,11,2,0.17607,5.4,0.01564541,0.04302245,3.401505,3.4361624718,1.480309,1.198871,1.253549,1.421692,1.765687
i05.bmp,i05_11_3.bmp,11,3,0.14142000000000002,4.5,0.03444654,0.07571083,5.764426,5.7005052567,2.31817,1.832998,1.90813,2.176662,2.869719
i05.bmp,i05_11_4.bmp,11,4,0.11657000000000001,3.66667,0.08742071,0.13390511,10.958603,13.1269617081,4.344719,3.230222,3.383461,3.956326,5.69437
i05.bmp,i05_11_5.bmp,11,5,0.12119,2.25,0.27405192,0.26001816,35.586514,31.8481655121,10.206154,6.859758,7.295141,9.078372,14.244947
i05.bmp,i05_12_1.bmp,12,1,0.16699,5.6829300000000025,0.01403655,0.10734989,18.918825,10.1166524887,2.946341,0.966503,1.534685,2.845072,4.459268
