mos,dist_img,var,ref_img,dst_type
6.02439,i04_22_1.bmp,0.10625,i04.bmp,22
5.78571,i04_22_2.bmp,0.15259,i04.bmp,22
4.42857,i04_22_3.bmp,0.10724,i04.bmp,22
4.12195,i04_22_4.bmp,0.09252,i04.bmp,22
2.90476,i04_22_5.bmp,0.11071,i04.bmp,22
6.42500,i04_23_1.bmp,0.13175,i04.bmp,23
5.40476,i04_23_2.bmp,0.11693,i04.bmp,23
3.87805,i04_23_3.bmp,0.11014,i04.bmp,23
2.95122,i04_23_4.bmp,0.09726,i04.bmp,23
1.47619,i04_23_5.bmp,0.10234,i04.bmp,23
5.54762,i04_24_1.bmp,0.10755,i04.bmp,24
3.76190,i04_24_2.bmp,0.09994,i04.bmp,24
2.58537,i04_24_3.bmp,0.07694,i04.bmp,24
1.90476,i04_24_4.bmp,0.07384,i04.bmp,24
0.58537,i04_24_5.bmp,0.09741,i04.bmp,24
5.52500,I05_01_1.bmp,0.13223,I05.bmp,01
5.50000,i05_01_2.bmp,0.13229,i05.bmp,01
4.84615,i05_01_3.bmp,0.09956,i05.bmp,01
4.05128,i05_01_4.bmp,0.08844,i05.bmp,01
3.56098,i05_01_5.bmp,0.12460,i05.bmp,01
5.82927,i05_02_1.bmp,0.14997,i05.bmp,02
5.68293,i05_02_2.bmp,0.16339,i05.bmp,02
5.32500,i05_02_3.bmp,0.15964,i05.bmp,02
5.09756,i05_02_4.bmp,0.14555,i05.bmp,02
4.25641,i05_02_5.bmp,0.09399,i05.bmp,02
5.09756,i05_03_1.bmp,0.12816,i05.bmp,03
4.48780,i05_03_2.bmp,0.13850,i05.bmp,03
3.67500,i05_03_3.bmp,0.10833,i05.bmp,03
3.07317,i05_03_4.bmp,0.08719,i05.bmp,03
2.37500,i05_03_5.bmp,0.11558,i05.bmp,03
5.63415,i05_04_1.bmp,0.16812,i05.bmp,04
5.75000,i05_04_2.bmp,0.16105,i05.bmp,04
5.57500,i05_04_3.bmp,0.14529,i05.bmp,04
4.92683,i05_04_4.bmp,0.16682,i05.bmp,04
4.40000,i05_04_5.bmp,0.11619,i05.bmp,04
5.62500,i05_05_1.bmp,0.14003,i05.bmp,05
5.39024,i05_05_2.bmp,0.18536,i05.bmp,05
4.70000,i05_05_3.bmp,0.11292,i05.bmp,05
3.81579,i05_05_4.bmp,0.09005,i05.bmp,05
2.92308,i05_05_5.bmp,0.07593,i05.bmp,05
4.37500,i05_06_1.bmp,0.15284,i05.bmp,06
3.92308,i05_06_2.bmp,0.14223,i05.bmp,06
3.50000,i05_06_3.bmp,0.12748,i05.bmp,06
3.31707,i05_06_4.bmp,0.11666,i05.bmp,06
2.51282,i05_06_5.bmp,0.11393,i05.bmp,06
5.27500,i05_07_1.bmp,0.15806,i05.bmp,07
5.26829,i05_07_2.bmp,0.13808,i05.bmp,07
4.53846,i05_07_3.bmp,0.13493,i05.bmp,07
4.05128,i05_07_4.bmp,0.11999,i05.bmp,07
3.14634,i05_07_5.bmp,0.13162,i05.bmp,07
5.40000,i05_08_1.bmp,0.14053,i05.bmp,08
4.66667,i05_08_2.bmp,0.10468,i05.bmp,08
3.65854,i05_08_3.bmp,0.12725,i05.bmp,08
2.78049,i05_08_4.bmp,0.10064,i05.bmp,08
1.25000,i05_08_5.bmp,0.14031,i05.bmp,08
5.82500,i05_09_1.bmp,0.14953,i05.bmp,09
5.82500,i05_09_2.bmp,0.12190,i05.bmp,09
5.32500,i05_09_3.bmp,0.14743,i05.bmp,09
3.50000,i05_09_4.bmp,0.13229,i05.bmp,09
1.36585,i05_09_5.bmp,0.14119,i05.bmp,09
5.73171,i05_10_1.bmp,0.16907,i05.bmp,10
5.15385,i05_10_2.bmp,0.09272,i05.bmp,10
4.70732,i05_10_3.bmp,0.16268,i05.bmp,10
3.43902,i05_10_4.bmp,0.11465,i05.bmp,10
1.87805,i05_10_5.bmp,0.15501,i05.bmp,10
5.75610,I05_11_1.BMP,0.14545,I05.bmp,11
5.40000,i05_11_2.bmp,0.17607,i05.bmp,11
4.50000,i05_11_3.bmp,0.14142,i05.bmp,11
3.66667,i05_11_4.bmp,0.11657,i05.bmp,11
2.25000,i05_11_5.bmp,0.12119,i05.bmp,11
5.68293,i05_12_1.bmp,0.16699,i05.bmp,12
5.77500,i05_12_2.bmp,0.16003,i05.bmp,12
5.35000,i05_12_3.bmp,0.13942,i05.bmp,12
3.80000,i05_12_4.bmp,0.14663,i05.bmp,12
2.72500,i05_12_5.bmp,0.13687,i05.bmp,12
5.46341,I05_13_1.BMP,0.11997,I05.bmp,13
4.90244,i05_13_2.bmp,0.14958,i05.bmp,13
3.47500,i05_13_3.bmp,0.09992,i05.bmp,13
2.97561,i05_13_4.bmp,0.10625,i05.bmp,13
1.97368,i05_13_5.bmp,0.10842,i05.bmp,13
5.92683,i05_14_1.bmp,0.14792,i05.bmp,14
5.53659,i05_14_2.bmp,0.15843,i05.bmp,14
5.60976,i05_14_3.bmp,0.16134,i05.bmp,14
5.22500,i05_14_4.bmp,0.19522,i05.bmp,14
4.31707,i05_14_5.bmp,0.15971,i05.bmp,14
3.05000,i05_15_1.bmp,0.16183,i05.bmp,15
3.10000,i05_15_2.bmp,0.14491,i05.bmp,15
3.31707,i05_15_3.bmp,0.16339,i05.bmp,15
3.90000,i05_15_4.bmp,0.17248,i05.bmp,15
3.84615,i05_15_5.bmp,0.15186,i05.bmp,15
6.15000,i05_16_1.bmp,0.16413,i05.bmp,16
5.95000,i05_16_2.bmp,0.14979,i05.bmp,16
5.58537,i05_16_3.bmp,0.18244,i05.bmp,16
5.09756,i05_16_4.bmp,0.20349,i05.bmp,16
4.25000,i05_16_5.bmp,0.17589,i05.bmp,16
5.30000,i05_17_1.bmp,0.15890,i05.bmp,17
6.82927,i05_17_2.bmp,0.20668,i05.bmp,17
4.02500,i05_17_3.bmp,0.13914,i05.bmp,17
6.56098,i05_17_4.bmp,0.23910,i05.bmp,17
2.80000,i05_17_5.bmp,0.14663,i05.bmp,17
4.77500,i05_18_1.bmp,0.15202,i05.bmp,18
4.20513,i05_18_2.bmp,0.13164,i05.bmp,18
3.74359,i05_18_3.bmp,0.15264,i05.bmp,18
3.53846,i05_18_4.bmp,0.13972,i05.bmp,18
3.15000,i05_18_5.bmp,0.22514,i05.bmp,18
5.17500,i05_19_1.bmp,0.16158,i05.bmp,19
4.80488,i05_19_2.bmp,0.17662,i05.bmp,19
4.22500,i05_19_3.bmp,0.11450,i05.bmp,19
3.65000,i05_19_4.bmp,0.11484,i05.bmp,19
3.36585,i05_19_5.bmp,0.11827,i05.bmp,19
5.68293,i05_20_1.bmp,0.18395,i05.bmp,20
5.56098,i05_20_2.bmp,0.17939,i05.bmp,20
5.02439,i05_20_3.bmp,0.15613,i05.bmp,20
4.47500,i05_20_4.bmp,0.12241,i05.bmp,20
3.28205,i05_20_5.bmp,0.09559,i05.bmp,20
5.60000,i05_21_1.bmp,0.11619,i05.bmp,21
4.92500,i05_21_2.bmp,0.11931,i05.bmp,21
4.36585,i05_21_3.bmp,0.11312,i05.bmp,21
3.35000,i05_21_4.bmp,0.10338,i05.bmp,21
2.47500,i05_21_5.bmp,0.09992,i05.bmp,21
5.27500,i05_22_1.bmp,0.15806,i05.bmp,22
5.25000,i05_22_2.bmp,0.14895,i05.bmp,22
4.75610,i05_22_3.bmp,0.13261,i05.bmp,22
4.10000,i05_22_4.bmp,0.11619,i05.bmp,22
3.17073,i05_22_5.bmp,0.12390,i05.bmp,22
5.73171,i05_23_1.bmp,0.16188,i05.bmp,23
5.57500,i05_23_2.bmp,0.12692,i05.bmp,23
5.63415,i05_23_3.bmp,0.16089,i05.bmp,23
5.75610,i05_23_4.bmp,0.16098,i05.bmp,23
5.43902,i05_23_5.bmp,0.17605,i05.bmp,23
5.52500,i05_24_1.bmp,0.14572,i05.bmp,24
5.60976,i05_24_2.bmp,0.17547,i05.bmp,24
5.20000,i05_24_3.bmp,0.16279,i05.bmp,24
3.95122,i05_24_4.bmp,0.13776,i05.bmp,24
2.60976,i05_24_5.bmp,0.12378,i05.bmp,24
5.75676,I06_01_1.bmp,0.17684,I06.bmp,01
5.16667,i06_01_2.bmp,0.15957,i06.bmp,01
5.02703,i06_01_3.bmp,0.14548,i06.bmp,01
4.31429,i06_01_4.bmp,0.11967,i06.bmp,01
3.61111,i06_01_5.bmp,0.11966,i06.bmp,01
6.16216,i06_02_1.bmp,0.20410,i06.bmp,02
5.78378,i06_02_2.bmp,0.17572,i06.bmp,02
5.45946,i06_02_3.bmp,0.16033,i06.bmp,02
4.83333,i06_02_4.bmp,0.11453,i06.bmp,02
4.38889,i06_02_5.bmp,0.13765,i06.bmp,02
4.58333,i06_03_1.bmp,0.12653,i06.bmp,03
4.05714,i06_03_2.bmp,0.10647,i06.bmp,03
3.47222,i06_03_3.bmp,0.12099,i06.bmp,03
2.94595,i06_03_4.bmp,0.10073,i06.bmp,03
2.50000,i06_03_5.bmp,0.08333,i06.bmp,03
5.83333,i06_04_1.bmp,0.17786,i06.bmp,04
5.86111,i06_04_2.bmp,0.17635,i06.bmp,04
5.69444,i06_04_3.bmp,0.17489,i06.bmp,04
5.08108,i06_04_4.bmp,0.18081,i06.bmp,04
4.58333,i06_04_5.bmp,0.15897,i06.bmp,04
5.91892,i06_05_1.bmp,0.15469,i06.bmp,05
5.71429,i06_05_2.bmp,0.12501,i06.bmp,05
4.97297,i06_05_3.bmp,0.15519,i06.bmp,05
4.02857,i06_05_4.bmp,0.09464,i06.bmp,05
2.94595,i06_05_5.bmp,0.11432,i06.bmp,05
4.61111,i06_06_1.bmp,0.15849,i06.bmp,06
4.38889,i06_06_2.bmp,0.16329,i06.bmp,06
3.77778,i06_06_3.bmp,0.13095,i06.bmp,06
3.52778,i06_06_4.bmp,0.12099,i06.bmp,06
3.05405,i06_06_5.bmp,0.09320,i06.bmp,06
5.32432,i06_07_1.bmp,0.17538,i06.bmp,07
5.11429,i06_07_2.bmp,0.11264,i06.bmp,07
4.40541,i06_07_3.bmp,0.14534,i06.bmp,07
3.14286,i06_07_4.bmp,0.10799,i06.bmp,07
2.68571,i06_07_5.bmp,0.11967,i06.bmp,07
5.18919,i06_08_1.bmp,0.13151,i06.bmp,08
4.58333,i06_08_2.bmp,0.12653,i06.bmp,08
3.48571,i06_08_3.bmp,0.08448,i06.bmp,08
2.70270,i06_08_4.bmp,0.09256,i06.bmp,08
2.05405,i06_08_5.bmp,0.08500,i06.bmp,08
6.05405,i06_09_1.bmp,0.17070,i06.bmp,09
5.86486,i06_09_2.bmp,0.16732,i06.bmp,09
4.86486,i06_09_3.bmp,0.13330,i06.bmp,09
3.00000,i06_09_4.bmp,0.10393,i06.bmp,09
1.65714,i06_09_5.bmp,0.08983,i06.bmp,09
5.83784,i06_10_1.bmp,0.15532,i06.bmp,10
5.62857,i06_10_2.bmp,0.12179,i06.bmp,10
5.42857,i06_10_3.bmp,0.13574,i06.bmp,10
3.16216,i06_10_4.bmp,0.13521,i06.bmp,10
1.77778,i06_10_5.bmp,0.09711,i06.bmp,10
5.54054,I06_11_1.BMP,0.13015,I06.bmp,11
5.19444,i06_11_2.bmp,0.15123,i06.bmp,11
4.50000,i06_11_3.bmp,0.12108,i06.bmp,11
3.08108,i06_11_4.bmp,0.11064,i06.bmp,11
0.75676,i06_11_5.bmp,0.11081,i06.bmp,11
5.86111,i06_12_1.bmp,0.16737,i06.bmp,12
4.75000,i06_12_2.bmp,0.15404,i06.bmp,12
4.35135,i06_12_3.bmp,0.14411,i06.bmp,12
3.62857,i06_12_4.bmp,0.12832,i06.bmp,12
3.83784,i06_12_5.bmp,0.15532,i06.bmp,12
4.67568,I06_13_1.BMP,0.14830,I06.bmp,13
4.82857,i06_13_2.bmp,0.12445,i06.bmp,13
4.17143,i06_13_3.bmp,0.09464,i06.bmp,13
3.19444,i06_13_4.bmp,0.12922,i06.bmp,13
2.70270,i06_13_5.bmp,0.10014,i06.bmp,13
6.00000,i06_14_1.bmp,0.14569,i06.bmp,14
6.00000,i06_14_2.bmp,0.16216,i06.bmp,14
4.77143,i06_14_3.bmp,0.16206,i06.bmp,14
4.33333,i06_14_4.bmp,0.16197,i06.bmp,14
4.30556,i06_14_5.bmp,0.15123,i06.bmp,14
3.62162,i06_15_1.bmp,0.19621,i06.bmp,15
3.32432,i06_15_2.bmp,0.16684,i06.bmp,15
3.75000,i06_15_3.bmp,0.18582,i06.bmp,15
4.40541,i06_15_4.bmp,0.17706,i06.bmp,15
4.83333,i06_15_5.bmp,0.18634,i06.bmp,15
5.56757,i06_16_1.bmp,0.18545,i06.bmp,16
6.25000,i06_16_2.bmp,0.15404,i06.bmp,16
5.08333,i06_16_3.bmp,0.14894,i06.bmp,16
5.83784,i06_16_4.bmp,0.20765,i06.bmp,16
4.13889,i06_16_5.bmp,0.17635,i06.bmp,16
5.55556,i06_17_1.bmp,0.15438,i06.bmp,17
6.08108,i06_17_2.bmp,0.16826,i06.bmp,17
4.05556,i06_17_3.bmp,0.14134,i06.bmp,17
5.83784,i06_17_4.bmp,0.29978,i06.bmp,17
3.37838,i06_17_5.bmp,0.14480,i06.bmp,17
5.20000,i06_18_1.bmp,0.11986,i06.bmp,18
4.36111,i06_18_2.bmp,0.17635,i06.bmp,18
3.88889,i06_18_3.bmp,0.12897,i06.bmp,18
3.72973,i06_18_4.bmp,0.16506,i06.bmp,18
3.78378,i06_18_5.bmp,0.17572,i06.bmp,18
5.33333,i06_19_1.bmp,0.14164,i06.bmp,19
5.27027,i06_19_2.bmp,0.16057,i06.bmp,19
4.94595,i06_19_3.bmp,0.16192,i06.bmp,19
4.19444,i06_19_4.bmp,0.16111,i06.bmp,19
3.59459,i06_19_5.bmp,0.11117,i06.bmp,19
5.61111,i06_20_1.bmp,0.14844,i06.bmp,20
5.27778,i06_20_2.bmp,0.16486,i06.bmp,20
5.59459,i06_20_3.bmp,0.14023,i06.bmp,20
4.94595,i06_20_4.bmp,0.16637,i06.bmp,20
3.97297,i06_20_5.bmp,0.11772,i06.bmp,20
5.70270,i06_21_1.bmp,0.17459,i06.bmp,21
5.11111,i06_21_2.bmp,0.13482,i06.bmp,21
4.71429,i06_21_3.bmp,0.11118,i06.bmp,21
3.63889,i06_21_4.bmp,0.13119,i06.bmp,21
2.80556,i06_21_5.bmp,0.10985,i06.bmp,21
5.63889,i06_22_1.bmp,0.16270,i06.bmp,22
5.27778,i06_22_2.bmp,0.15521,i06.bmp,22
4.16216,i06_22_3.bmp,0.14051,i06.bmp,22
3.56757,i06_22_4.bmp,0.11170,i06.bmp,22
2.97297,i06_22_5.bmp,0.14548,i06.bmp,22
5.91429,i06_23_1.bmp,0.15842,i06.bmp,23
5.80556,i06_23_2.bmp,0.14065,i06.bmp,23
5.67568,i06_23_3.bmp,0.20245,i06.bmp,23
5.32432,i06_23_4.bmp,0.20245,i06.bmp,23
2.34286,i06_23_5.bmp,0.08023,i06.bmp,23
5.83784,i06_24_1.bmp,0.17728,i06.bmp,24
5.80000,i06_24_2.bmp,0.16061,i06.bmp,24
4.81081,i06_24_3.bmp,0.15684,i06.bmp,24
3.21622,i06_24_4.bmp,0.09467,i06.bmp,24
0.88889,i06_24_5.bmp,0.12897,i06.bmp,24
5.68182,I07_01_1.bmp,0.11928,I07.bmp,01
5.09091,i07_01_2.bmp,0.11507,i07.bmp,01
4.80000,i07_01_3.bmp,0.12008,i07.bmp,01
4.45455,i07_01_4.bmp,0.11343,i07.bmp,01
3.97619,i07_01_5.bmp,0.09214,i07.bmp,01
6.04444,i07_02_1.bmp,0.14386,i07.bmp,02
5.86364,i07_02_2.bmp,0.13481,i07.bmp,02
5.55814,i07_02_3.bmp,0.12865,i07.bmp,02
5.23256,i07_02_4.bmp,0.10827,i07.bmp,02
4.75556,i07_02_5.bmp,0.12235,i07.bmp,02
4.93333,i07_03_1.bmp,0.10135,i07.bmp,03
4.22727,i07_03_2.bmp,0.09569,i07.bmp,03
3.73333,i07_03_3.bmp,0.09635,i07.bmp,03
3.31111,i07_03_4.bmp,0.09335,i07.bmp,03
2.73333,i07_03_5.bmp,0.10611,i07.bmp,03
5.86667,i07_04_1.bmp,0.14264,i07.bmp,04
6.00000,i07_04_2.bmp,0.13333,i07.bmp,04
5.42222,i07_04_3.bmp,0.17635,i07.bmp,04
4.95122,i07_04_4.bmp,0.08415,i07.bmp,04
4.20930,i07_04_5.bmp,0.12110,i07.bmp,04
6.04444,i07_05_1.bmp,0.17201,i07.bmp,05
5.80000,i07_05_2.bmp,0.16510,i07.bmp,05
5.15909,i07_05_3.bmp,0.10632,i07.bmp,05
4.27907,i07_05_4.bmp,0.08902,i07.bmp,05
3.31818,i07_05_5.bmp,0.08365,i07.bmp,05
4.83333,i07_06_1.bmp,0.13434,i07.bmp,06
4.61364,i07_06_2.bmp,0.13336,i07.bmp,06
4.15909,i07_06_3.bmp,0.09612,i07.bmp,06
3.75000,i07_06_4.bmp,0.11644,i07.bmp,06
3.31818,i07_06_5.bmp,0.10048,i07.bmp,06
5.58140,i07_07_1.bmp,0.11964,i07.bmp,07
5.19048,i07_07_2.bmp,0.10774,i07.bmp,07
4.31818,i07_07_3.bmp,0.11487,i07.bmp,07
3.62222,i07_07_4.bmp,0.11880,i07.bmp,07
2.83721,i07_07_5.bmp,0.10364,i07.bmp,07
5.86364,i07_08_1.bmp,0.15277,i07.bmp,08
5.53333,i07_08_2.bmp,0.12413,i07.bmp,08
4.58140,i07_08_3.bmp,0.13251,i07.bmp,08
3.42222,i07_08_4.bmp,0.12761,i07.bmp,08
2.63636,i07_08_5.bmp,0.08559,i07.bmp,08
6.42222,i07_09_1.bmp,0.12761,i07.bmp,09
6.02222,i07_09_2.bmp,0.14568,i07.bmp,09
5.22727,i07_09_3.bmp,0.13199,i07.bmp,09
3.97674,i07_09_4.bmp,0.10651,i07.bmp,09
2.46667,i07_09_5.bmp,0.10232,i07.bmp,09
6.13333,i07_10_1.bmp,0.16510,i07.bmp,10
5.88636,i07_10_2.bmp,0.15487,i07.bmp,10
5.04545,i07_10_3.bmp,0.10141,i07.bmp,10
3.70455,i07_10_4.bmp,0.09414,i07.bmp,10
2.22727,i07_10_5.bmp,0.10094,i07.bmp,10
5.48837,I07_11_1.BMP,0.12027,I07.bmp,11
4.51111,i07_11_2.bmp,0.09749,i07.bmp,11
3.43182,i07_11_3.bmp,0.08742,i07.bmp,11
2.42222,i07_11_4.bmp,0.11106,i07.bmp,11
0.97727,i07_11_5.bmp,0.10409,i07.bmp,11
5.34091,i07_12_1.bmp,0.16371,i07.bmp,12
4.72727,i07_12_2.bmp,0.13002,i07.bmp,12
3.53333,i07_12_3.bmp,0.10704,i07.bmp,12
2.86364,i07_12_4.bmp,0.09421,i07.bmp,12
2.51111,i07_12_5.bmp,0.10243,i07.bmp,12
4.58140,I07_13_1.BMP,0.11964,I07.bmp,13
4.06818,i07_13_2.bmp,0.08742,i07.bmp,13
3.37209,i07_13_3.bmp,0.07371,i07.bmp,13
2.72727,i07_13_4.bmp,0.08108,i07.bmp,13
2.51111,i07_13_5.bmp,0.10714,i07.bmp,13
5.79545,i07_14_1.bmp,0.12686,i07.bmp,14
6.15909,i07_14_2.bmp,0.14354,i07.bmp,14
5.70455,i07_14_3.bmp,0.12686,i07.bmp,14
5.22222,i07_14_4.bmp,0.13292,i07.bmp,14
4.20455,i07_14_5.bmp,0.12686,i07.bmp,14
3.63636,i07_15_1.bmp,0.13671,i07.bmp,15
3.28889,i07_15_2.bmp,0.18492,i07.bmp,15
3.04545,i07_15_3.bmp,0.15731,i07.bmp,15
3.34091,i07_15_4.bmp,0.16990,i07.bmp,15
3.65116,i07_15_5.bmp,0.15733,i07.bmp,15
6.20455,i07_16_1.bmp,0.14222,i07.bmp,16
6.34884,i07_16_2.bmp,0.11805,i07.bmp,16
5.93333,i07_16_3.bmp,0.13481,i07.bmp,16
5.35556,i07_16_4.bmp,0.17542,i07.bmp,16
4.81818,i07_16_5.bmp,0.13358,i07.bmp,16
5.54545,i07_17_1.bmp,0.12220,i07.bmp,17
6.40000,i07_17_2.bmp,0.19219,i07.bmp,17
4.40476,i07_17_3.bmp,0.12168,i07.bmp,17
6.72727,i07_17_4.bmp,0.20920,i07.bmp,17
3.34091,i07_17_5.bmp,0.14709,i07.bmp,17
5.38636,i07_18_1.bmp,0.10273,i07.bmp,18
4.95455,i07_18_2.bmp,0.13234,i07.bmp,18
4.37778,i07_18_3.bmp,0.11456,i07.bmp,18
3.86364,i07_18_4.bmp,0.11405,i07.bmp,18
3.63636,i07_18_5.bmp,0.17035,i07.bmp,18
5.86667,i07_19_1.bmp,0.12413,i07.bmp,19
5.44444,i07_19_2.bmp,0.13898,i07.bmp,19
4.80000,i07_19_3.bmp,0.11590,i07.bmp,19
4.11364,i07_19_4.bmp,0.10273,i07.bmp,19
3.70455,i07_19_5.bmp,0.08849,i07.bmp,19
5.75000,i07_20_1.bmp,0.10720,i07.bmp,20
5.42222,i07_20_2.bmp,0.13513,i07.bmp,20
4.41860,i07_20_3.bmp,0.10521,i07.bmp,20
3.62222,i07_20_4.bmp,0.11017,i07.bmp,20
2.93023,i07_20_5.bmp,0.07639,i07.bmp,20
5.66667,i07_21_1.bmp,0.16630,i07.bmp,21
4.95455,i07_21_2.bmp,0.13619,i07.bmp,21
4.11111,i07_21_3.bmp,0.10987,i07.bmp,21
3.38636,i07_21_4.bmp,0.09213,i07.bmp,21
2.32558,i07_21_5.bmp,0.09139,i07.bmp,21
5.93333,i07_22_1.bmp,0.15524,i07.bmp,22
5.23256,i07_22_2.bmp,0.11315,i07.bmp,22
4.65116,i07_22_3.bmp,0.08629,i07.bmp,22
4.14286,i07_22_4.bmp,0.05399,i07.bmp,22
2.65909,i07_22_5.bmp,0.13989,i07.bmp,22
6.02222,i07_23_1.bmp,0.15231,i07.bmp,23
5.73333,i07_23_2.bmp,0.14538,i07.bmp,23
5.04444,i07_23_3.bmp,0.15382,i07.bmp,23
4.20930,i07_23_4.bmp,0.12549,i07.bmp,23
2.64444,i07_23_5.bmp,0.11399,i07.bmp,23
5.72093,i07_24_1.bmp,0.10043,i07.bmp,24
4.93333,i07_24_2.bmp,0.13842,i07.bmp,24
3.86364,i07_24_3.bmp,0.09954,i07.bmp,24
2.25000,i07_24_4.bmp,0.11644,i07.bmp,24
0.47619,i07_24_5.bmp,0.08410,i07.bmp,24
5.54839,I08_01_1.bmp,0.15697,I08.bmp,01
4.70968,i08_01_2.bmp,0.13832,i08.bmp,01
4.83871,i08_01_3.bmp,0.17128,i08.bmp,01
4.10000,i08_01_4.bmp,0.10904,i08.bmp,01
3.54839,i08_01_5.bmp,0.11930,i08.bmp,01
5.59375,i08_02_1.bmp,0.16453,i08.bmp,02
5.54839,i08_02_2.bmp,0.15697,i08.bmp,02
5.40625,i08_02_3.bmp,0.19695,i08.bmp,02
5.22581,i08_02_4.bmp,0.13463,i08.bmp,02
4.64516,i08_02_5.bmp,0.11674,i08.bmp,02
4.64516,i08_03_1.bmp,0.14097,i08.bmp,03
4.29032,i08_03_2.bmp,0.08152,i08.bmp,03
3.46667,i08_03_3.bmp,0.09108,i08.bmp,03
2.96875,i08_03_4.bmp,0.10350,i08.bmp,03
2.34375,i08_03_5.bmp,0.12191,i08.bmp,03
6.06452,i08_04_1.bmp,0.17630,i08.bmp,04
5.83871,i08_04_2.bmp,0.20451,i08.bmp,04
5.62500,i08_04_3.bmp,0.21986,i08.bmp,04
5.43750,i08_04_4.bmp,0.14616,i08.bmp,04
4.96774,i08_04_5.bmp,0.18522,i08.bmp,04
5.33333,i08_05_1.bmp,0.12766,i08.bmp,05
5.45161,i08_05_2.bmp,0.16346,i08.bmp,05
4.71875,i08_05_3.bmp,0.13430,i08.bmp,05
3.96774,i08_05_4.bmp,0.12480,i08.bmp,05
3.12500,i08_05_5.bmp,0.10597,i08.bmp,05
4.38710,i08_06_1.bmp,0.14192,i08.bmp,06
4.09375,i08_06_2.bmp,0.18413,i08.bmp,06
3.93333,i08_06_3.bmp,0.12413,i08.bmp,06
3.61290,i08_06_4.bmp,0.14192,i08.bmp,06
3.06452,i08_06_5.bmp,0.12014,i08.bmp,06
5.50000,i08_07_1.bmp,0.19764,i08.bmp,07
4.64516,i08_07_2.bmp,0.18558,i08.bmp,07
4.16667,i08_07_3.bmp,0.16387,i08.bmp,07
3.45161,i08_07_4.bmp,0.11930,i08.bmp,07
2.38710,i08_07_5.bmp,0.13438,i08.bmp,07
5.21875,i08_08_1.bmp,0.16378,i08.bmp,08
4.59375,i08_08_2.bmp,0.13154,i08.bmp,08
3.90323,i08_08_3.bmp,0.11500,i08.bmp,08
2.87097,i08_08_4.bmp,0.12693,i08.bmp,08
1.96774,i08_08_5.bmp,0.14049,i08.bmp,08
5.70968,i08_09_1.bmp,0.17187,i08.bmp,09
5.87500,i08_09_2.bmp,0.20131,i08.bmp,09
5.03125,i08_09_3.bmp,0.23997,i08.bmp,09
3.50000,i08_09_4.bmp,0.13975,i08.bmp,09
1.75000,i08_09_5.bmp,0.18222,i08.bmp,09
5.96774,i08_10_1.bmp,0.20137,i08.bmp,10
5.59375,i08_10_2.bmp,0.15219,i08.bmp,10
4.68750,i08_10_3.bmp,0.12837,i08.bmp,10
3.21875,i08_10_4.bmp,0.13789,i08.bmp,10
1.34375,i08_10_5.bmp,0.18011,i08.bmp,10
6.00000,I08_11_1.BMP,0.16448,I08.bmp,11
5.25000,i08_11_2.bmp,0.17116,i08.bmp,11
4.56667,i08_11_3.bmp,0.13891,i08.bmp,11
4.19355,i08_11_4.bmp,0.12426,i08.bmp,11
2.26667,i08_11_5.bmp,0.12413,i08.bmp,11
6.19355,i08_12_1.bmp,0.21601,i08.bmp,12
5.74194,i08_12_2.bmp,0.12877,i08.bmp,12
5.50000,i08_12_3.bmp,0.17116,i08.bmp,12
4.81250,i08_12_4.bmp,0.19484,i08.bmp,12
4.25000,i08_12_5.bmp,0.23799,i08.bmp,12
5.78125,I08_13_1.BMP,0.16964,I08.bmp,13
3.26667,i08_13_2.bmp,0.11483,i08.bmp,13
4.38710,i08_13_3.bmp,0.20237,i08.bmp,13
2.73333,i08_13_4.bmp,0.12413,i08.bmp,13
2.12500,i08_13_5.bmp,0.17539,i08.bmp,13
5.65625,i08_14_1.bmp,0.16304,i08.bmp,14
5.43750,i08_14_2.bmp,0.16499,i08.bmp,14
4.87097,i08_14_3.bmp,0.21755,i08.bmp,14
4.75000,i08_14_4.bmp,0.19264,i08.bmp,14
4.00000,i08_14_5.bmp,0.25388,i08.bmp,14
3.77419,i08_15_1.bmp,0.17497,i08.bmp,15
2.93548,i08_15_2.bmp,0.20369,i08.bmp,15
3.28125,i08_15_3.bmp,0.19880,i08.bmp,15
3.68750,i08_15_4.bmp,0.15586,i08.bmp,15
3.51613,i08_15_5.bmp,0.15718,i08.bmp,15
6.06250,i08_16_1.bmp,0.21622,i08.bmp,16
5.75000,i08_16_2.bmp,0.18222,i08.bmp,16
5.87097,i08_16_3.bmp,0.23146,i08.bmp,16
4.90323,i08_16_4.bmp,0.16035,i08.bmp,16
4.56667,i08_16_5.bmp,0.19823,i08.bmp,16
5.40625,i08_17_1.bmp,0.15219,i08.bmp,17
5.58065,i08_17_2.bmp,0.18684,i08.bmp,17
4.18750,i08_17_3.bmp,0.17918,i08.bmp,17
5.06452,i08_17_4.bmp,0.21366,i08.bmp,17
3.25806,i08_17_5.bmp,0.18792,i08.bmp,17
4.25000,i08_18_1.bmp,0.15934,i08.bmp,18
3.74194,i08_18_2.bmp,0.14403,i08.bmp,18
2.93750,i08_18_3.bmp,0.17643,i08.bmp,18
2.84375,i08_18_4.bmp,0.16001,i08.bmp,18
2.87097,i08_18_5.bmp,0.28026,i08.bmp,18
5.38710,i08_19_1.bmp,0.18630,i08.bmp,19
