ref_img,dist_img,dst_type,dst_lev,var,dmos,DSSIM,SSIMULACRA,Butteraugli
I07.png,I07_08_05.png,8,5,0.563,1.5,0.54276634,0.35757278,136.769775
I07.png,I07_09_01.png,9,1,0.442,4.73,0.00170133,0.01028684,1.754652
I07.png,I07_09_02.png,9,2,0.48200000000000004,4.63,0.00669233,0.03307163,3.289506
I07.png,I07_09_03.png,9,3,0.48200000000000004,4.63,0.01161768,0.05279307,4.694001999999999
I07.png,I07_09_04.png,9,4,0.8,3.6,0.0360684,0.12887866,9.010454
I07.png,I07_09_05.png,9,5,0.69,1.7,0.0928784,0.20778546,25.916788
I07.png,I07_10_01.png,10,1,0.6509999999999999,4.1,0.01558675,0.07257541,7.765522
I07.png,I07_10_02.png,10,2,0.884,3.87,0.01901015,0.08000083,6.345048
I07.png,I07_10_03.png,10,3,0.9209999999999999,3.87,0.03043483,0.10344938,7.666511999999999
I07.png,I07_10_04.png,10,4,0.5539999999999999,1.6,0.13396175,0.23261964,19.920853
I07.png,I07_10_05.png,10,5,0.423,1.23,0.36461570000000004,0.32709339,34.327492
I07.png,I07_11_01.png,11,1,0.9,3.35,0.03120458,0.19818115,7.361667
I07.png,I07_11_02.png,11,2,0.862,2.7,0.058931399999999995,0.2825664,9.651188000000001
I07.png,I07_11_03.png,11,3,0.879,2.6,0.08409798,0.33592879,13.269331
I07.png,I07_11_04.png,11,4,0.8140000000000001,2.34,0.12834883,0.40489018,16.430618
I07.png,I07_11_05.png,11,5,0.667,2.23,0.21983061,0.49743686,19.224491
I07.png,I07_12_01.png,12,1,0.955,4.23,0.00834693,0.07672048,4.191169
I07.png,I07_12_02.png,12,2,0.9570000000000001,3.13,0.03916696,0.22871534,8.903011
I07.png,I07_12_03.png,12,3,0.9890000000000001,2.77,0.07322392,0.31856999,12.360741
I07.png,I07_12_04.png,12,4,0.7120000000000001,2.4,0.1318945,0.41183137,15.70814
I07.png,I07_12_05.png,12,5,0.7879999999999999,2.06,0.18059532,0.46462352,20.057837
I07.png,I07_13_01.png,13,1,0.892,3.73,0.01269702,0.03188485,15.711951000000001
I07.png,I07_13_02.png,13,2,0.856,3.0,0.04363651,0.09850656,21.694839
I07.png,I07_13_03.png,13,3,0.929,2.73,0.0731065,0.17382609999999998,22.581851999999998
I07.png,I07_13_04.png,13,4,0.67,2.13,0.12174989,0.27620511,27.501279999999998
I07.png,I07_13_05.png,13,5,0.5770000000000001,2.0,0.16521748,0.34880823,29.327089
I07.png,I07_14_01.png,14,1,0.588,4.1,0.01545372,0.12292542,4.187269000000001
I07.png,I07_14_02.png,14,2,0.8029999999999999,2.77,0.06935767,0.30678391,8.681593
I07.png,I07_14_03.png,14,3,0.841,2.6,0.12714566,0.40142677,12.021483
I07.png,I07_14_04.png,14,4,0.82,2.17,0.21645460000000002,0.49860393,16.481396
I07.png,I07_14_05.png,14,5,0.5539999999999999,1.6,0.39765468,0.62295919,23.844038
I07.png,I07_15_01.png,15,1,0.909,3.2,0.04863257,0.14726111,11.381675999999999
I07.png,I07_15_02.png,15,2,0.8140000000000001,2.27,0.08877662,0.20025262,15.634076
I07.png,I07_15_03.png,15,3,0.616,1.77,0.12888548,0.25093939,23.438208
I07.png,I07_15_04.png,15,4,0.562,1.47,0.24400034,0.35670782,34.348846
I07.png,I07_15_05.png,15,5,0.48200000000000004,1.37,0.37499612,0.46216131,37.528225
I07.png,I07_16_01.png,16,1,0.526,4.7,0.00199686,0.00239132,7.01571
I07.png,I07_16_02.png,16,2,0.748,4.2,0.00843773,0.009890399999999999,15.382809
I07.png,I07_16_03.png,16,3,0.764,3.5,0.0379469,0.04647136,24.264086
I07.png,I07_16_04.png,16,4,0.6829999999999999,2.0,0.15496542,0.21065894,42.758434
I07.png,I07_16_05.png,16,5,0.373,1.17,0.34042483,0.29772933,125.540146
I07.png,I07_17_01.png,17,1,0.45799999999999996,4.7,0.00071127,0.00130773,3.4926550000000005
I07.png,I07_17_02.png,17,2,0.48200000000000004,4.63,0.00294299,0.00397346,6.9160580000000005
I07.png,I07_17_03.png,17,3,0.79,4.1,0.01122319,0.01296402,12.819088
I07.png,I07_17_04.png,17,4,0.883,3.43,0.04645515,0.04815451,26.272268
I07.png,I07_17_05.png,17,5,1.052,2.6,0.19037709,0.20880837,48.3536
I07.png,I07_18_01.png,18,1,1.1079999999999999,3.2,0.02352731,0.04754253,16.553320000000003
I07.png,I07_18_02.png,18,2,0.737,4.3,0.00369802,0.00851191,9.042322
I07.png,I07_18_03.png,18,3,0.563,4.5,2.21e-06,0.0,0.0
I07.png,I07_18_04.png,18,4,0.496,4.43,0.00264306,0.00399579,6.843392999999999
I07.png,I07_18_05.png,18,5,0.894,4.0,0.01038461,0.01313388,14.080867000000001
I07.png,I07_19_01.png,19,1,0.667,4.43,0.00081087,0.00275217,1.8800709999999998
I07.png,I07_19_02.png,19,2,0.619,4.5,0.00235995,0.01042187,2.9025
I07.png,I07_19_03.png,19,3,0.922,3.5,0.00917045,0.04541222,5.695804
I07.png,I07_19_04.png,19,4,0.772,1.93,0.03103215,0.14565365,13.039558
I07.png,I07_19_05.png,19,5,0.605,1.37,0.06473337,0.21802014,18.092445
I07.png,I07_20_01.png,20,1,1.1,3.3,0.01314268,0.02988611,32.687252
I07.png,I07_20_02.png,20,2,0.875,2.97,0.01852891,0.03214843,26.459457
I07.png,I07_20_03.png,20,3,0.983,2.97,0.02638042,0.05182294,32.424824
I07.png,I07_20_04.png,20,4,1.151,2.65,0.04312825,0.06063294,33.617306
I07.png,I07_20_05.png,20,5,0.9690000000000001,2.83,0.04338674,0.06659061,46.212708
I07.png,I07_21_01.png,21,1,0.929,3.73,0.02576176,0.12045066,19.210022
I07.png,I07_21_02.png,21,2,0.929,2.93,0.03221956,0.13569007,16.463435999999998
I07.png,I07_21_03.png,21,3,1.0859999999999999,3.43,0.02890238,0.12060069,14.890164000000002
I07.png,I07_21_04.png,21,4,1.088,3.1,0.03119247,0.12930036,20.047106
I07.png,I07_21_05.png,21,5,0.499,1.53,0.08737143,0.23230976,38.016040999999994
I07.png,I07_22_01.png,22,1,0.795,3.97,0.01376986,0.04636553,8.15448
I07.png,I07_22_02.png,22,2,0.992,3.5,0.02265392,0.06428441,11.388909
I07.png,I07_22_03.png,22,3,1.114,3.6,0.02995352,0.08035657,16.208899
I07.png,I07_22_04.png,22,4,1.2409999999999999,2.83,0.05736542,0.11571753,15.743117999999999
I07.png,I07_22_05.png,22,5,0.727,2.07,0.14617081,0.21548133,24.513361
I07.png,I07_23_01.png,23,1,1.194,2.8,0.04234131,0.04883779,152.47083999999998
I07.png,I07_23_02.png,23,2,0.8140000000000001,2.27,0.06976052,0.05692264,55.617725
I07.png,I07_23_03.png,23,3,0.894,2.0,0.13903862,0.08984364,147.580856
I07.png,I07_23_04.png,23,4,0.6829999999999999,2.0,0.12153857,0.09870214,108.027328
I07.png,I07_23_05.png,23,5,0.5539999999999999,1.6,0.17084995,0.09440815,92.365524
I07.png,I07_24_01.png,24,1,0.7020000000000001,3.8,0.03209133,0.05760496,16.862267000000003
I07.png,I07_24_02.png,24,2,0.898,2.83,0.09650273,0.13062226,27.468439
I07.png,I07_24_03.png,24,3,0.6509999999999999,2.1,0.17219281,0.19193818,35.914101
I07.png,I07_24_04.png,24,4,0.47600000000000003,1.8,0.42247299999999993,0.33056792,69.51825699999999
I07.png,I07_24_05.png,24,5,0.512,1.27,0.92078343,0.51653601,113.153503
I07.png,I07_25_01.png,25,1,0.884,2.87,0.0455212,0.05231769,17.903133
I07.png,I07_25_02.png,25,2,0.875,4.03,0.02213023,0.02409334,13.663134
I07.png,I07_25_03.png,25,3,0.547,4.63,0.00779465,0.00913352,7.51802
I07.png,I07_25_04.png,25,4,0.7609999999999999,4.43,0.00951295,0.01136183,7.402369
I07.png,I07_25_05.png,25,5,1.055,3.57,0.04234964,0.04653816,16.129641
I08.png,I08_01_01.png,1,1,0.4,4.8,1.39e-06,0.0,0.0
I08.png,I08_01_02.png,1,2,0.7120000000000001,4.4,0.00072016,0.00343248,1.431806
I08.png,I08_01_03.png,1,3,0.73,3.0,0.00726142,0.02770652,4.74407
I08.png,I08_01_04.png,1,4,0.6829999999999999,2.0,0.02873313,0.07316345,17.945429
I08.png,I08_01_05.png,1,5,0.562,1.47,0.11109143,0.15783543,89.705299
I08.png,I08_02_01.png,2,1,0.727,4.27,0.00244691,0.01169603,2.759205
I08.png,I08_02_02.png,2,2,1.013,3.2,0.01036605,0.0386699,6.301094
I08.png,I08_02_03.png,2,3,0.7340000000000001,1.83,0.04009185,0.09557314,24.904428
I08.png,I08_02_04.png,2,4,0.499,1.53,0.07710972,0.13776664,59.46566
I08.png,I08_02_05.png,2,5,0.47100000000000003,1.33,0.11515139999999999,0.16597351,87.292023
I08.png,I08_03_01.png,3,1,0.3,4.9,1.39e-06,0.0,0.0
I08.png,I08_03_02.png,3,2,0.537,4.33,0.00151069,0.00736171,2.231328
I08.png,I08_03_03.png,3,3,0.92,3.23,0.00778943,0.02867873,6.091496
I08.png,I08_03_04.png,3,4,0.65,2.33,0.01787583,0.05182218,12.879068
I08.png,I08_03_05.png,3,5,0.5820000000000001,1.83,0.04215592,0.08565467,31.150990999999998
I08.png,I08_04_01.png,4,1,0.563,4.5,0.0036762,0.00905967,5.64246
I08.png,I08_04_02.png,4,2,1.258,2.87,0.07284546,0.04512699,36.228901
I08.png,I08_04_03.png,4,3,0.737,1.7,0.13540095,0.07763159,44.526253000000004
I08.png,I08_04_04.png,4,4,0.6990000000000001,1.67,0.16691705,0.09857892,49.329159000000004
I08.png,I08_04_05.png,4,5,0.68,1.73,0.22664204,0.14254594,66.395393
I08.png,I08_05_01.png,5,1,0.49,4.4,0.0133855,0.03040824,18.283779
I08.png,I08_05_02.png,5,2,1.123,2.93,0.04229621,0.06265447,34.664703
I08.png,I08_05_03.png,5,3,0.605,1.97,0.08061387,0.08141608,57.284130000000005
I08.png,I08_05_04.png,5,4,0.573,1.73,0.09912443,0.09059017,61.667965
I08.png,I08_05_05.png,5,5,0.616,1.57,0.11213453,0.09367518,61.751499
I08.png,I08_06_01.png,6,1,0.716,3.77,0.04203597,0.23741428,14.623895999999998
I08.png,I08_06_02.png,6,2,0.748,3.8,0.04878948,0.25446697,15.885995000000001
I08.png,I08_06_03.png,6,3,1.181,3.27,0.06326384,0.27264587,27.039795
I08.png,I08_06_04.png,6,4,0.909,2.8,0.10803505,0.34509079,45.629101
I08.png,I08_06_05.png,6,5,0.772,2.07,0.14181528,0.35532006,44.176003
I08.png,I08_07_01.png,7,1,0.7929999999999999,2.87,0.05111447,0.03493727,28.421436
I08.png,I08_07_02.png,7,2,1.08,2.63,0.10218718,0.06369456,38.133026
I08.png,I08_07_03.png,7,3,0.948,2.03,0.13598391,0.08158512,42.462215
I08.png,I08_07_04.png,7,4,0.9620000000000001,1.9,0.17544483,0.10186833,46.553467
I08.png,I08_07_05.png,7,5,1.011,2.33,0.35150825,0.17119576,62.836491
I08.png,I08_08_01.png,8,1,0.537,4.67,1.39e-06,0.0,0.0
I08.png,I08_08_02.png,8,2,1.016,3.37,0.03479466,0.02466936,25.186218
I08.png,I08_08_03.png,8,3,0.9640000000000001,3.07,0.06705247,0.04934461,35.225628
I08.png,I08_08_04.png,8,4,0.9570000000000001,2.13,0.14028371,0.10260905,45.25185
I08.png,I08_08_05.png,8,5,0.841,1.6,0.22224365,0.16194591,63.138367
I08.png,I08_09_01.png,9,1,0.563,4.5,0.00137549,0.00646819,1.856855
I08.png,I08_09_02.png,9,2,0.442,4.73,0.00407377,0.01894868,3.136781
I08.png,I08_09_03.png,9,3,0.547,4.63,0.00648305,0.02839164,3.446074
I08.png,I08_09_04.png,9,4,0.846,3.53,0.02584723,0.06565056,15.137713
I08.png,I08_09_05.png,9,5,0.667,1.57,0.09263955,0.13590914,32.995163
I08.png,I08_10_01.png,10,1,0.616,4.57,0.01218883,0.04248566,4.654342
I08.png,I08_10_02.png,10,2,0.586,4.3,0.01454509,0.04650566,4.923555
I08.png,I08_10_03.png,10,3,1.035,3.83,0.02436865,0.06198003,7.463275
I08.png,I08_10_04.png,10,4,0.5,1.5,0.12480724,0.14982326,21.638639
I08.png,I08_10_05.png,10,5,0.4,1.2,0.30553028,0.23075468,32.192196
I08.png,I08_11_01.png,11,1,0.846,3.47,0.04156299,0.25841112,8.97368
I08.png,I08_11_02.png,11,2,1.016,2.97,0.07768123,0.34677965,13.172745
I08.png,I08_11_03.png,11,3,0.718,2.53,0.10975472,0.39983276,18.631957999999997
I08.png,I08_11_04.png,11,4,0.615,2.52,0.16332912,0.46111503,19.831284
I08.png,I08_11_05.png,11,5,0.7340000000000001,2.17,0.2785607,0.54293469,27.024094
I08.png,I08_12_01.png,12,1,0.7609999999999999,4.43,0.01068007,0.10288721,4.951315
I08.png,I08_12_02.png,12,2,1.088,3.5,0.04766846,0.27885708,10.093744000000001
I08.png,I08_12_03.png,12,3,0.8540000000000001,2.93,0.08816159,0.36890691,13.48546
I08.png,I08_12_04.png,12,4,0.547,2.37,0.15572966,0.45602649,21.077602
I08.png,I08_12_05.png,12,5,0.7120000000000001,2.4,0.21128971,0.50393823,21.889469000000002
I08.png,I08_13_01.png,13,1,0.8690000000000001,3.33,0.03782577,0.04065955,23.648113000000002
I08.png,I08_13_02.png,13,2,0.862,2.7,0.14481039,0.14009694,41.626090999999995
I08.png,I08_13_03.png,13,3,1.077,2.8,0.2411415,0.24136443,45.35955
I08.png,I08_13_04.png,13,4,0.716,2.43,0.39079209,0.36372437,57.391876
I08.png,I08_13_05.png,13,5,0.597,2.1,0.48822294,0.4483759,59.671519999999994
I08.png,I08_14_01.png,14,1,0.526,4.7,0.007139199999999999,0.06765673,4.384008000000001
I08.png,I08_14_02.png,14,2,0.757,3.6,0.03284736,0.20632495,9.032642999999998
I08.png,I08_14_03.png,14,3,0.907,2.67,0.06126787,0.29284899,13.438444
I08.png,I08_14_04.png,14,4,0.6629999999999999,2.6,0.10913467,0.38237637,18.706656
I08.png,I08_14_05.png,14,5,0.637,2.17,0.22800859,0.50060573,27.522092999999998
I08.png,I08_15_01.png,15,1,0.748,3.8,0.03490702,0.08256061,12.439891000000001
I08.png,I08_15_02.png,15,2,0.763,2.53,0.07969229,0.14145663,17.753021
I08.png,I08_15_03.png,15,3,0.605,2.03,0.13166808,0.20847502,26.961565000000004
I08.png,I08_15_04.png,15,4,0.605,1.63,0.28669624,0.34729747,41.015644
I08.png,I08_15_05.png,15,5,0.499,1.53,0.43493593,0.45486618,44.287144
I08.png,I08_16_01.png,16,1,0.596,4.67,0.00223141,0.00403276,7.498158999999999
I08.png,I08_16_02.png,16,2,0.772,4.27,0.00843945,0.013177100000000002,14.441294000000001
I08.png,I08_16_03.png,16,3,0.772,3.73,0.03309778,0.042770499999999996,27.843884000000003
I08.png,I08_16_04.png,16,4,0.718,2.53,0.10840528,0.11190664,47.673138
I08.png,I08_16_05.png,16,5,0.657,1.63,0.33119288,0.24282436,69.730812
I08.png,I08_17_01.png,17,1,0.48200000000000004,4.63,0.0007878,0.00181042,4.2904290000000005
I08.png,I08_17_02.png,17,2,0.47100000000000003,4.67,0.00294,0.00676188,8.616261999999999
I08.png,I08_17_03.png,17,3,0.67,4.47,0.01173634,0.0297685,17.603588000000002
I08.png,I08_17_04.png,17,4,0.64,3.7,0.05768368,0.16729162,35.229626
I08.png,I08_17_05.png,17,5,1.024,2.47,0.34573777,0.62077076,124.60178400000001
I08.png,I08_18_01.png,18,1,0.611,4.4,0.00974281,0.01585503,15.041058999999999
I08.png,I08_18_02.png,18,2,0.563,4.5,0.00245672,0.00390202,7.993498
I08.png,I08_18_03.png,18,3,0.4,4.8,1.39e-06,0.0,0.0
I08.png,I08_18_04.png,18,4,0.499,4.53,0.00892533,0.0328784,12.977661
I08.png,I08_18_05.png,18,5,0.763,4.13,0.03604703,0.13313101,25.48724
I08.png,I08_19_01.png,19,1,0.64,4.7,0.00158386,0.00290428,3.0507009999999997
I08.png,I08_19_02.png,19,2,0.716,4.43,0.00518695,0.00977013,6.279563
I08.png,I08_19_03.png,19,3,0.86,4.17,0.00828134,0.02195189,7.399387
I08.png,I08_19_04.png,19,4,0.763,1.87,0.03014151,0.07519065,17.054588
I08.png,I08_19_05.png,19,5,0.478,1.35,0.07118152,0.15396656,30.885653
I08.png,I08_20_01.png,20,1,0.8029999999999999,4.57,0.01175851,0.0236645,61.844322
I08.png,I08_20_02.png,20,2,0.8,4.4,0.02509763,0.03478144,45.142693
I08.png,I08_20_03.png,20,3,1.088,3.5,0.04975253,0.05118915,54.395664000000004
I08.png,I08_20_04.png,20,4,1.08,3.97,0.05486035,0.06327955,65.625443
I08.png,I08_20_05.png,20,5,1.083,3.6,0.06049199,0.06967349,55.088615000000004
I08.png,I08_21_01.png,21,1,0.8540000000000001,4.07,0.01652794,0.04811942,20.014671
I08.png,I08_21_02.png,21,2,1.232,3.5,0.01844432,0.05196117,17.693773
I08.png,I08_21_03.png,21,3,1.176,3.13,0.01677961,0.04982369,16.982084
I08.png,I08_21_04.png,21,4,1.062,2.93,0.01868827,0.05333414,17.525667000000002
I08.png,I08_21_05.png,21,5,0.605,1.63,0.05853073,0.12001074,40.551212
I08.png,I08_22_01.png,22,1,1.08,2.63,0.0247328,0.05387421,12.482128999999999
I08.png,I08_22_02.png,22,2,0.892,2.93,0.03877162,0.07183472,13.546145000000001
I08.png,I08_22_03.png,22,3,0.992,2.5,0.0556653,0.08584016,20.767223
I08.png,I08_22_04.png,22,4,1.176,2.13,0.08287167,0.10078602,26.03227
I08.png,I08_22_05.png,22,5,0.611,1.6,0.13344654,0.12663842,34.278587
I08.png,I08_23_01.png,23,1,0.9690000000000001,2.83,0.04054329,0.05763192,101.373398
I08.png,I08_23_02.png,23,2,0.98,2.8,0.06669365,0.05259292,100.305763
I08.png,I08_23_03.png,23,3,0.727,2.27,0.15086533,0.10195722,145.047974
I08.png,I08_23_04.png,23,4,0.836,2.03,0.13019115,0.07048544,131.34716799999998
I08.png,I08_23_05.png,23,5,0.86,2.17,0.16808056,0.09155856,88.070091
I08.png,I08_24_01.png,24,1,0.831,4.1,0.02629535,0.04296257,21.074373
I08.png,I08_24_02.png,24,2,0.748,2.8,0.06989607,0.09705514,35.55925
I08.png,I08_24_03.png,24,3,0.884,2.47,0.11324011,0.14357667,45.723735999999995
I08.png,I08_24_04.png,24,4,0.611,1.6,0.22115589,0.24711863,64.72483100000001
I08.png,I08_24_05.png,24,5,0.586,1.3,0.39642944,0.37658118,92.678093
I08.png,I08_25_01.png,25,1,0.8059999999999999,3.87,0.07644619,0.15921963,28.207040999999997
I08.png,I08_25_02.png,25,2,0.73,4.0,0.0384745,0.07608496,18.745434
I08.png,I08_25_03.png,25,3,0.5589999999999999,4.43,0.01336691,0.02330003,11.005776
I08.png,I08_25_04.png,25,4,0.67,4.53,0.01643262,0.0157637,11.342506
I08.png,I08_25_05.png,25,5,0.737,3.7,0.07470548,0.05968192,21.869137
I09.png,I09_01_01.png,1,1,0.442,4.73,0.0,0.0,0.0
I09.png,I09_01_02.png,1,2,1.023,3.77,0.00642271,0.01374345,1.862098
I09.png,I09_01_03.png,1,3,0.772,1.93,0.06122748,0.11179376,7.0023
I09.png,I09_01_04.png,1,4,0.49,1.4,0.19160487,0.24133394,21.073616
I09.png,I09_01_05.png,1,5,0.4,1.2,0.59788083,0.40687327,92.114388
I09.png,I09_02_01.png,2,1,0.79,3.1,0.02272661,0.05066972,3.914946
I09.png,I09_02_02.png,2,2,0.618,2.13,0.08807936,0.15766714,9.224349
I09.png,I09_02_03.png,2,3,0.48200000000000004,1.37,0.26237063,0.29517142,28.689199
I09.png,I09_02_04.png,2,4,0.496,1.57,0.44513898,0.36974906,61.220779
I09.png,I09_02_05.png,2,5,0.249,1.07,0.63108604,0.42240028,86.916931
I09.png,I09_03_01.png,3,1,0.7190000000000001,4.5,0.0,0.0,0.0
I09.png,I09_03_02.png,3,2,0.8690000000000001,3.67,0.01501434,0.03175798,3.7047559999999997
I09.png,I09_03_03.png,3,3,0.8059999999999999,2.13,0.0670905,0.11306517,9.83999
I09.png,I09_03_04.png,3,4,0.6990000000000001,1.67,0.13610216,0.17694243,20.963810000000002
I09.png,I09_03_05.png,3,5,0.45799999999999996,1.3,0.20212589,0.23041252,32.424403999999996
I09.png,I09_04_01.png,4,1,0.512,4.27,0.00289986,0.01557795,5.678356
I09.png,I09_04_02.png,4,2,0.917,2.6,0.05709667,0.05005558,22.137670999999997
I09.png,I09_04_03.png,4,3,0.7120000000000001,1.6,0.15018411,0.09299468,31.990105
I09.png,I09_04_04.png,4,4,0.8690000000000001,1.67,0.19935179999999997,0.11470818,40.895153
I09.png,I09_04_05.png,4,5,0.763,1.47,0.26359405,0.17221609,108.981834
I09.png,I09_05_01.png,5,1,0.868,3.61,0.04039854,0.09327761,9.108202
I09.png,I09_05_02.png,5,2,0.653,1.8,0.09198736,0.1301846,17.283213
I09.png,I09_05_03.png,5,3,0.562,1.47,0.1661974,0.14945817,23.092091
I09.png,I09_05_04.png,5,4,0.563,1.5,0.18448557,0.15534812,24.565042000000002
I09.png,I09_05_05.png,5,5,0.6629999999999999,1.4,0.1726345,0.15239202,26.916811
I09.png,I09_06_01.png,6,1,0.6509999999999999,3.9,0.02065834,0.09465576,9.371748
I09.png,I09_06_02.png,6,2,0.778,3.83,0.02672134,0.11709089,10.795344
I09.png,I09_06_03.png,6,3,0.92,3.77,0.03986603,0.14882402,11.568693
I09.png,I09_06_04.png,6,4,1.005,2.7,0.0891456,0.25023739,18.541483
I09.png,I09_06_05.png,6,5,0.9359999999999999,2.3,0.14319817,0.31666320000000003,19.922504
I09.png,I09_07_01.png,7,1,1.024,2.87,0.03994941,0.03633133,33.059006
I09.png,I09_07_02.png,7,2,0.998,2.73,0.07921281,0.07122251,45.035927
I09.png,I09_07_03.png,7,3,0.892,2.27,0.10525561,0.09427724,49.992676
I09.png,I09_07_04.png,7,4,1.031,2.07,0.13599016,0.12084269,54.833878000000006
I09.png,I09_07_05.png,7,5,0.9,2.3,0.3068828,0.2216725,60.438632999999996
I09.png,I09_08_01.png,8,1,0.48200000000000004,4.37,0.0,0.0,0.0
I09.png,I09_08_02.png,8,2,1.044,3.1,0.02243143,0.02292129,15.886722
I09.png,I09_08_03.png,8,3,0.9570000000000001,2.47,0.06225992,0.04762803,22.59617
I09.png,I09_08_04.png,8,4,0.61,1.58,0.19982898,0.12217436,30.340746000000003
I09.png,I09_08_05.png,8,5,0.6629999999999999,1.6,0.35625062,0.19982789,47.767925
I09.png,I09_09_01.png,9,1,0.473,4.1,0.02710322,0.07009065,6.175441999999999
I09.png,I09_09_02.png,9,2,0.907,3.33,0.06579625,0.11694224,9.464889
I09.png,I09_09_03.png,9,3,0.912,2.63,0.10217333,0.16185564,15.003077
I09.png,I09_09_04.png,9,4,0.716,1.77,0.22249741,0.25032214,23.735405
I09.png,I09_09_05.png,9,5,0.373,1.17,0.49572779,0.36949197,51.353905
I09.png,I09_10_01.png,10,1,0.8540000000000001,3.93,0.02391057,0.07408457,4.8015300000000005
I09.png,I09_10_02.png,10,2,0.547,4.37,0.02794781,0.08237983,5.32395
I09.png,I09_10_03.png,10,3,0.83,3.67,0.04232909,0.10472675,6.50614
I09.png,I09_10_04.png,10,4,0.8540000000000001,1.93,0.1700771,0.22064316,13.710320000000001
I09.png,I09_10_05.png,10,5,0.496,1.23,0.34381813,0.31779702,25.002261999999998
I09.png,I09_11_01.png,11,1,0.64,4.3,0.01549397,0.09182988,4.392335
I09.png,I09_11_02.png,11,2,0.943,3.33,0.02979753,0.14125319,6.064507
I09.png,I09_11_03.png,11,3,1.125,3.0,0.04246072,0.17434004,6.615802
I09.png,I09_11_04.png,11,4,0.718,2.53,0.0670198,0.22529769,8.809851
I09.png,I09_11_05.png,11,5,0.6509999999999999,2.1,0.11808772,0.299701,12.767155
I09.png,I09_12_01.png,12,1,0.47100000000000003,4.67,0.00409274,0.03452089,2.708355
I09.png,I09_12_02.png,12,2,0.9890000000000001,3.77,0.01941492,0.11097434,5.1596470000000005
I09.png,I09_12_03.png,12,3,0.9690000000000001,2.83,0.03669452,0.16365533,6.814887
I09.png,I09_12_04.png,12,4,0.737,2.7,0.06744406,0.22792596,9.009269
I09.png,I09_12_05.png,12,5,0.7020000000000001,2.2,0.09574339,0.26989035,12.042653
I09.png,I09_13_01.png,13,1,0.948,3.97,0.01114631,0.01960507,10.365767
I09.png,I09_13_02.png,13,2,0.8440000000000001,2.57,0.04767452,0.05528561,13.841733999999999
I09.png,I09_13_03.png,13,3,0.687,2.83,0.07270858,0.09301467,19.194185
I09.png,I09_13_04.png,13,4,0.8340000000000001,2.42,0.12810768,0.15574214,25.314201
I09.png,I09_13_05.png,13,5,0.698,2.35,0.16998736,0.19422411,23.665535000000002
I09.png,I09_14_01.png,14,1,0.978,4.33,0.00580269,0.05333463,3.659012
I09.png,I09_14_02.png,14,2,0.87,3.1,0.02618865,0.14066236,7.016404
I09.png,I09_14_03.png,14,3,1.075,2.9,0.04803875,0.19460969,9.403232000000001
I09.png,I09_14_04.png,14,4,0.929,2.27,0.08296612,0.25253434,13.586751000000001
I09.png,I09_14_05.png,14,5,0.706,1.63,0.16408243,0.35047897,18.237082
I09.png,I09_15_01.png,15,1,1.016,3.37,0.07394397,0.13891496,8.502733000000001
I09.png,I09_15_02.png,15,2,0.883,2.57,0.15147056,0.20987071,14.271605
I09.png,I09_15_03.png,15,3,0.7609999999999999,2.23,0.20734355,0.24875987,19.491272
I09.png,I09_15_04.png,15,4,0.8,1.6,0.31421239,0.30906919,19.232363
I09.png,I09_15_05.png,15,5,0.619,1.5,0.41164212,0.36826711,23.851112
I09.png,I09_16_01.png,16,1,0.563,4.5,0.0033180999999999996,0.00563333,6.729544000000001
I09.png,I09_16_02.png,16,2,0.752,3.97,0.01310566,0.01773005,13.158301000000002
I09.png,I09_16_03.png,16,3,0.847,3.03,0.05434484,0.05722104,25.073014999999998
I09.png,I09_16_04.png,16,4,0.978,2.33,0.21911129,0.18711204,41.389931
I09.png,I09_16_05.png,16,5,0.716,1.57,0.57218476,0.34765135,59.735542
I09.png,I09_17_01.png,17,1,0.49,4.6,0.00086423,0.00206276,3.605694
I09.png,I09_17_02.png,17,2,0.563,4.5,0.00357275,0.00762728,7.356503
I09.png,I09_17_03.png,17,3,0.67,4.13,0.014697899999999998,0.03105201,14.803920000000002
I09.png,I09_17_04.png,17,4,0.83,3.33,0.07007506,0.15052553,30.287987
I09.png,I09_17_05.png,17,5,0.763,1.87,0.45910107,0.55037066,61.394127000000005
I09.png,I09_18_01.png,18,1,0.526,4.3,0.01883337,0.03305262,11.711584
I09.png,I09_18_02.png,18,2,0.67,4.53,0.00368491,0.007782600000000001,6.036281
I09.png,I09_18_03.png,18,3,0.499,4.53,0.0,0.0,0.0
I09.png,I09_18_04.png,18,4,0.5589999999999999,4.43,0.00762681,0.04000552,10.473982000000001
I09.png,I09_18_05.png,18,5,0.792,3.8,0.03116234,0.10828211,20.957205
I09.png,I09_19_01.png,19,1,0.687,4.17,0.00354237,0.00742648,2.855468
I09.png,I09_19_02.png,19,2,0.7340000000000001,3.83,0.01865103,0.02828091,6.363633999999999
I09.png,I09_19_03.png,19,3,0.9890000000000001,3.43,0.04862344,0.07189678,8.372452000000001
I09.png,I09_19_04.png,19,4,0.687,1.83,0.16782405,0.21235456,15.900654999999999
I09.png,I09_19_05.png,19,5,0.512,1.27,0.35677893,0.34450970000000003,24.815863
I09.png,I09_20_01.png,20,1,0.6629999999999999,4.4,0.03306707,0.03987339,47.40749
I09.png,I09_20_02.png,20,2,0.605,4.37,0.06368059,0.05597017,48.317679999999996
