dist_img,ref_img,dmos,var
I16_06_05.png,I16.png,2.16,0.627
I16_07_01.png,I16.png,3.07,0.854
I16_07_02.png,I16.png,2.13,1.056
I16_07_03.png,I16.png,2.33,1.075
I16_07_04.png,I16.png,2.07,1.062
I16_07_05.png,I16.png,2.03,0.795
I16_08_01.png,I16.png,4.7,0.586
I16_08_02.png,I16.png,2.9,1.228
I16_08_03.png,I16.png,2.07,0.998
I16_08_04.png,I16.png,1.23,0.423
I16_08_05.png,I16.png,1.07,0.249
I16_09_01.png,I16.png,4.63,0.482
I16_09_02.png,I16.png,4.23,0.716
I16_09_03.png,I16.png,4,1.065
I16_09_04.png,I16.png,1.61,0.6
I16_09_05.png,I16.png,1.17,0.373
I16_10_01.png,I16.png,4,0.816
I16_10_02.png,I16.png,4.23,0.761
I16_10_03.png,I16.png,3.9,0.651
I16_10_04.png,I16.png,2.03,0.752
I16_10_05.png,I16.png,1.4,0.611
I16_11_01.png,I16.png,4.03,0.983
I16_11_02.png,I16.png,3.17,0.82
I16_11_03.png,I16.png,2.9,0.87
I16_11_04.png,I16.png,2.19,0.534
I16_11_05.png,I16.png,2.07,0.629
I16_12_01.png,I16.png,4.5,0.671
I16_12_02.png,I16.png,3.3,1.005
I16_12_03.png,I16.png,3.13,0.751
I16_12_04.png,I16.png,2.37,0.875
I16_12_05.png,I16.png,2.47,0.806
I16_13_01.png,I16.png,3.57,1.055
I16_13_02.png,I16.png,2.73,0.68
I16_13_03.png,I16.png,2.43,0.844
I16_13_04.png,I16.png,2.07,0.772
I16_13_05.png,I16.png,1.77,0.496
I16_14_01.png,I16.png,4.2,0.653
I16_14_02.png,I16.png,3.17,0.898
I16_14_03.png,I16.png,3.23,0.803
I16_14_04.png,I16.png,2.27,0.772
I16_14_05.png,I16.png,1.9,0.79
I16_15_01.png,I16.png,3.37,1.016
I16_15_02.png,I16.png,2.4,0.712
I16_15_03.png,I16.png,2.03,0.795
I16_15_04.png,I16.png,1.23,0.496
I16_15_05.png,I16.png,1.27,0.442
I16_16_01.png,I16.png,4.37,0.706
I16_16_02.png,I16.png,4.37,0.547
I16_16_03.png,I16.png,3.87,0.907
I16_16_04.png,I16.png,2.73,0.929
I16_16_05.png,I16.png,2,0.816
I16_17_01.png,I16.png,4.63,0.482
I16_17_02.png,I16.png,4.57,0.496
I16_17_03.png,I16.png,4.27,0.629
I16_17_04.png,I16.png,3.67,0.869
I16_17_05.png,I16.png,1.9,1.012
I16_18_01.png,I16.png,4.47,0.67
I16_18_02.png,I16.png,4.6,0.663
I16_18_03.png,I16.png,4.43,0.667
I16_18_04.png,I16.png,4.13,0.499
I16_18_05.png,I16.png,3.93,0.727
I16_19_01.png,I16.png,4.13,0.793
I16_19_02.png,I16.png,3.6,0.841
I16_19_03.png,I16.png,3.43,0.667
I16_19_04.png,I16.png,1.57,0.616
I16_19_05.png,I16.png,1.17,0.373
I16_20_01.png,I16.png,4.39,0.704
I16_20_02.png,I16.png,4.2,0.748
I16_20_03.png,I16.png,4.43,0.667
I16_20_04.png,I16.png,3.93,1.123
I16_20_05.png,I16.png,3.7,0.971
I16_21_01.png,I16.png,4.1,0.907
I16_21_02.png,I16.png,3.3,0.9
I16_21_03.png,I16.png,3.33,1.011
I16_21_04.png,I16.png,3.53,1.231
I16_21_05.png,I16.png,1.27,0.629
I16_22_01.png,I16.png,4.03,0.875
I16_22_02.png,I16.png,3.53,0.884
I16_22_03.png,I16.png,2.9,1.012
I16_22_04.png,I16.png,3.23,1.116
I16_22_05.png,I16.png,2.53,0.921
I16_23_01.png,I16.png,2.13,0.806
I16_23_02.png,I16.png,2.47,0.884
I16_23_03.png,I16.png,2.07,0.892
I16_23_04.png,I16.png,1.87,0.806
I16_23_05.png,I16.png,2.03,0.752
I16_24_01.png,I16.png,3.43,0.989
I16_24_02.png,I16.png,2.37,0.706
I16_24_03.png,I16.png,1.93,0.629
I16_24_04.png,I16.png,1.43,0.616
I16_24_05.png,I16.png,1.2,0.4
I16_25_01.png,I16.png,3.43,0.955
I16_25_02.png,I16.png,3.5,0.806
I16_25_03.png,I16.png,4.16,0.766
I16_25_04.png,I16.png,4.17,0.969
I16_25_05.png,I16.png,3.7,0.69
I17_01_01.png,I17.png,4.73,0.442
I17_01_02.png,I17.png,4.23,0.761
I17_01_03.png,I17.png,2.73,0.772
I17_01_04.png,I17.png,1.4,0.49
I17_01_05.png,I17.png,1.07,0.249
I17_02_01.png,I17.png,3.5,0.719
I17_02_02.png,I17.png,2.07,0.772
I17_02_03.png,I17.png,1.37,0.605
I17_02_04.png,I17.png,1.2,0.476
I17_02_05.png,I17.png,1.2,0.476
I17_03_01.png,I17.png,4.61,0.487
I17_03_02.png,I17.png,3.7,0.862
I17_03_03.png,I17.png,2.27,0.772
I17_03_04.png,I17.png,1.9,0.651
I17_03_05.png,I17.png,1.47,0.499
I17_04_01.png,I17.png,4.63,0.482
I17_04_02.png,I17.png,2.47,1.087
I17_04_03.png,I17.png,1.53,0.67
I17_04_04.png,I17.png,1.57,0.716
I17_04_05.png,I17.png,1.23,0.496
I17_05_01.png,I17.png,3.2,0.702
I17_05_02.png,I17.png,2.07,0.814
I17_05_03.png,I17.png,1.5,0.563
I17_05_04.png,I17.png,1.5,0.671
I17_05_05.png,I17.png,1.6,0.712
I17_06_01.png,I17.png,4.37,0.605
I17_06_02.png,I17.png,4.8,0.4
I17_06_03.png,I17.png,4.47,0.499
I17_06_04.png,I17.png,4.17,0.778
I17_06_05.png,I17.png,2.27,0.892
I17_07_01.png,I17.png,2.5,0.957
I17_07_02.png,I17.png,2.63,1.169
I17_07_03.png,I17.png,2.33,1.043
I17_07_04.png,I17.png,2.33,1.193
I17_07_05.png,I17.png,1.83,0.898
I17_08_01.png,I17.png,4.5,0.806
I17_08_02.png,I17.png,2.9,0.978
I17_08_03.png,I17.png,2.3,0.971
I17_08_04.png,I17.png,1.43,0.667
I17_08_05.png,I17.png,1.26,0.506
I17_09_01.png,I17.png,4.67,0.471
I17_09_02.png,I17.png,3.13,1.024
I17_09_03.png,I17.png,2.63,1.048
I17_09_04.png,I17.png,1.47,0.618
I17_09_05.png,I17.png,1.13,0.34
I17_10_01.png,I17.png,4.47,0.618
I17_10_02.png,I17.png,4.43,0.667
I17_10_03.png,I17.png,4.37,0.657
I17_10_04.png,I17.png,2.47,0.957
I17_10_05.png,I17.png,1.2,0.4
I17_11_01.png,I17.png,4.5,0.563
I17_11_02.png,I17.png,4.5,0.5
I17_11_03.png,I17.png,4.2,0.833
I17_11_04.png,I17.png,3.43,0.844
I17_11_05.png,I17.png,2.87,0.957
I17_12_01.png,I17.png,4.74,0.438
I17_12_02.png,I17.png,4.63,0.657
I17_12_03.png,I17.png,4.23,0.716
I17_12_04.png,I17.png,3.7,0.69
I17_12_05.png,I17.png,2.8,0.98
I17_13_01.png,I17.png,4.07,0.892
I17_13_02.png,I17.png,3.53,0.884
I17_13_03.png,I17.png,2.93,0.892
I17_13_04.png,I17.png,2.73,0.998
I17_13_05.png,I17.png,2.4,0.841
I17_14_01.png,I17.png,4.5,0.563
I17_14_02.png,I17.png,4.7,0.458
I17_14_03.png,I17.png,4.5,0.563
I17_14_04.png,I17.png,4.03,0.752
I17_14_05.png,I17.png,2.53,0.806
I17_15_01.png,I17.png,3.67,0.789
I17_15_02.png,I17.png,3.22,0.78
I17_15_03.png,I17.png,2.63,0.795
I17_15_04.png,I17.png,1.87,0.499
I17_15_05.png,I17.png,1.5,0.563
I17_16_01.png,I17.png,4.6,0.554
I17_16_02.png,I17.png,4.4,0.8
I17_16_03.png,I17.png,3.97,0.706
I17_16_04.png,I17.png,2.47,0.846
I17_16_05.png,I17.png,2.07,0.814
I17_17_01.png,I17.png,4.53,0.499
I17_17_02.png,I17.png,4.43,0.496
I17_17_03.png,I17.png,4.33,0.537
I17_17_04.png,I17.png,3.5,0.806
I17_17_05.png,I17.png,1.83,0.934
I17_18_01.png,I17.png,4.53,0.562
I17_18_02.png,I17.png,4.43,0.803
I17_18_03.png,I17.png,4.43,0.496
I17_18_04.png,I17.png,4.17,0.687
I17_18_05.png,I17.png,3.93,0.512
I17_19_01.png,I17.png,4.1,0.473
I17_19_02.png,I17.png,3.9,0.539
I17_19_03.png,I17.png,2.8,0.792
I17_19_04.png,I17.png,1.43,0.559
I17_19_05.png,I17.png,1.23,0.496
I17_20_01.png,I17.png,4.8,0.6
I17_20_02.png,I17.png,4.57,0.716
I17_20_03.png,I17.png,4.4,0.712
I17_20_04.png,I17.png,4.6,0.554
I17_20_05.png,I17.png,4.13,0.991
I17_21_01.png,I17.png,4.13,0.718
I17_21_02.png,I17.png,3,0.856
I17_21_03.png,I17.png,2.8,1.013
I17_21_04.png,I17.png,2.57,1.174
I17_21_05.png,I17.png,1.13,0.34
I17_22_01.png,I17.png,4.8,0.476
I17_22_02.png,I17.png,4.57,0.559
I17_22_03.png,I17.png,4.73,0.442
I17_22_04.png,I17.png,4.6,0.49
I17_22_05.png,I17.png,4.33,0.65
I17_23_01.png,I17.png,2.93,0.964
I17_23_02.png,I17.png,2.63,1.08
I17_23_03.png,I17.png,2.5,0.957
I17_23_04.png,I17.png,2.33,1.135
I17_23_05.png,I17.png,2.32,0.857
I17_24_01.png,I17.png,3.1,1.044
I17_24_02.png,I17.png,2.33,0.745
I17_24_03.png,I17.png,1.8,0.653
I17_24_04.png,I17.png,1.33,0.65
I17_24_05.png,I17.png,1.1,0.3
I17_25_01.png,I17.png,3.4,0.917
I17_25_02.png,I17.png,3.47,0.921
I17_25_03.png,I17.png,4.33,0.537
I17_25_04.png,I17.png,4.43,0.496
I17_25_05.png,I17.png,3.4,0.987
I18_01_01.png,I18.png,4.5,0.563
I18_01_02.png,I18.png,4.23,0.667
I18_01_03.png,I18.png,2.83,0.934
I18_01_04.png,I18.png,1.77,0.496
I18_01_05.png,I18.png,1.4,0.49
I18_02_01.png,I18.png,3.7,0.586
I18_02_02.png,I18.png,2.37,0.875
I18_02_03.png,I18.png,1.53,0.562
I18_02_04.png,I18.png,1.23,0.423
I18_02_05.png,I18.png,1.43,0.559
I18_03_01.png,I18.png,4.3,0.69
I18_03_02.png,I18.png,3.97,0.795
I18_03_03.png,I18.png,3.07,0.892
I18_03_04.png,I18.png,2.33,0.978
I18_03_05.png,I18.png,1.57,0.616
I18_04_01.png,I18.png,4.4,0.554
I18_04_02.png,I18.png,2.5,0.992
I18_04_03.png,I18.png,1.43,0.667
I18_04_04.png,I18.png,1.4,0.611
I18_04_05.png,I18.png,1.43,0.716
I18_05_01.png,I18.png,4.27,0.573
I18_05_02.png,I18.png,2.1,0.87
I18_05_03.png,I18.png,1.9,0.746
I18_05_04.png,I18.png,1.57,0.616
I18_05_05.png,I18.png,1.87,0.763
I18_06_01.png,I18.png,3.97,0.752
I18_06_02.png,I18.png,3.43,0.667
I18_06_03.png,I18.png,3.1,1.012
I18_06_04.png,I18.png,2.5,0.671
I18_06_05.png,I18.png,2,0.683
I18_07_01.png,I18.png,2.97,1.016
I18_07_02.png,I18.png,2.13,0.884
I18_07_03.png,I18.png,2.03,0.875
I18_07_04.png,I18.png,2.03,0.752
I18_07_05.png,I18.png,1.73,0.892
I18_08_01.png,I18.png,4.3,0.64
I18_08_02.png,I18.png,3.43,0.883
I18_08_03.png,I18.png,2.7,0.781
I18_08_04.png,I18.png,1.9,0.907
I18_08_05.png,I18.png,1.37,0.482
I18_09_01.png,I18.png,4.4,0.712
I18_09_02.png,I18.png,4.43,0.496
I18_09_03.png,I18.png,4.27,0.629
I18_09_04.png,I18.png,2.97,0.983
I18_09_05.png,I18.png,1.57,0.667
I18_10_01.png,I18.png,4.07,0.772
I18_10_02.png,I18.png,3.6,0.917
I18_10_03.png,I18.png,3.1,0.79
I18_10_04.png,I18.png,1.67,0.537
I18_10_05.png,I18.png,1.17,0.373
I18_11_01.png,I18.png,3.7,0.64
I18_11_02.png,I18.png,3.17,0.86
I18_11_03.png,I18.png,2.83,0.687
I18_11_04.png,I18.png,2.5,0.719
I18_11_05.png,I18.png,2.07,0.573
I18_12_01.png,I18.png,3.97,0.795
I18_12_02.png,I18.png,3.03,0.836
I18_12_03.png,I18.png,2.6,0.712
I18_12_04.png,I18.png,2.1,0.651
I18_12_05.png,I18.png,2.03,0.795
I18_13_01.png,I18.png,2.94,0.914
I18_13_02.png,I18.png,2.87,0.921
I18_13_03.png,I18.png,2.37,0.657
I18_13_04.png,I18.png,2.07,0.772
I18_13_05.png,I18.png,1.97,0.706
I18_14_01.png,I18.png,4.07,0.814
I18_14_02.png,I18.png,3.03,0.875
I18_14_03.png,I18.png,2.67,0.869
I18_14_04.png,I18.png,2.23,0.761
I18_14_05.png,I18.png,1.93,0.629
I18_15_01.png,I18.png,3.03,0.822
I18_15_02.png,I18.png,2.47,0.67
I18_15_03.png,I18.png,2.1,0.651
I18_15_04.png,I18.png,1.5,0.619
I18_15_05.png,I18.png,1.53,0.718
I18_16_01.png,I18.png,4.43,0.716
I18_16_02.png,I18.png,4.37,0.706
I18_16_03.png,I18.png,4.07,0.442
I18_16_04.png,I18.png,2.97,0.795
I18_16_05.png,I18.png,2.17,0.82
I18_17_01.png,I18.png,4.4,0.49
I18_17_02.png,I18.png,4.3,0.586
I18_17_03.png,I18.png,3.83,0.734
I18_17_04.png,I18.png,3.7,0.737
I18_17_05.png,I18.png,2.57,0.92
I18_18_01.png,I18.png,4.27,0.512
I18_18_02.png,I18.png,4.43,0.667
I18_18_03.png,I18.png,4.45,0.614
I18_18_04.png,I18.png,4.33,0.596
I18_18_05.png,I18.png,3.77,0.94
I18_19_01.png,I18.png,4.6,0.554
I18_19_02.png,I18.png,4.27,0.68
I18_19_03.png,I18.png,3.57,0.955
I18_19_04.png,I18.png,2.1,0.831
I18_19_05.png,I18.png,1.3,0.458
I18_20_01.png,I18.png,4.33,0.699
I18_20_02.png,I18.png,4.03,0.657
I18_20_03.png,I18.png,4.17,0.778
I18_20_04.png,I18.png,3.97,0.912
I18_20_05.png,I18.png,4.1,0.907
I18_21_01.png,I18.png,3.74,1.015
I18_21_02.png,I18.png,3.07,1.093
I18_21_03.png,I18.png,3.33,1.106
I18_21_04.png,I18.png,2.9,1.075
I18_21_05.png,I18.png,1.63,0.752
I18_22_01.png,I18.png,3.13,0.957
I18_22_02.png,I18.png,2.63,1.016
I18_22_03.png,I18.png,2.83,0.734
I18_22_04.png,I18.png,2.4,1.052
I18_22_05.png,I18.png,2.2,0.833
I18_23_01.png,I18.png,2.77,1.055
I18_23_02.png,I18.png,2,0.816
I18_23_03.png,I18.png,2.4,0.917
I18_23_04.png,I18.png,2.2,0.872
I18_23_05.png,I18.png,2.1,0.907
I18_24_01.png,I18.png,4.1,0.597
I18_24_02.png,I18.png,2.97,0.836
I18_24_03.png,I18.png,2.57,0.716
I18_24_04.png,I18.png,1.57,0.716
I18_24_05.png,I18.png,1.34,0.537
I18_25_01.png,I18.png,3.7,0.781
I18_25_02.png,I18.png,3.87,0.806
I18_25_03.png,I18.png,3.9,0.746
I18_25_04.png,I18.png,4.03,0.752
I18_25_05.png,I18.png,3.33,0.907
I19_01_01.png,I19.png,4.4,0.611
I19_01_02.png,I19.png,4.23,0.616
I19_01_03.png,I19.png,2.77,0.716
I19_01_04.png,I19.png,1.93,0.629
I19_01_05.png,I19.png,1.27,0.442
I19_02_01.png,I19.png,3.8,0.909
I19_02_02.png,I19.png,2.5,0.719
I19_02_03.png,I19.png,2,0.856
I19_02_04.png,I19.png,1.5,0.5
I19_02_05.png,I19.png,1.4,0.554
I19_03_01.png,I19.png,4.57,0.716
I19_03_02.png,I19.png,3.73,0.772
I19_03_03.png,I19.png,3.03,0.948
I19_03_04.png,I19.png,2.17,0.969
I19_03_05.png,I19.png,1.84,0.573
I19_04_01.png,I19.png,4.13,0.763
I19_04_02.png,I19.png,2.8,0.833
I19_04_03.png,I19.png,1.61,0.79
I19_04_04.png,I19.png,1.53,0.67
I19_04_05.png,I19.png,1.37,0.547
I19_05_01.png,I19.png,4.3,0.64
I19_05_02.png,I19.png,2.33,0.745
I19_05_03.png,I19.png,1.6,0.757
I19_05_04.png,I19.png,1.57,0.761
I19_05_05.png,I19.png,1.8,0.833
I19_06_01.png,I19.png,3.9,0.831
I19_06_02.png,I19.png,3,0.894
I19_06_03.png,I19.png,3.4,0.879
I19_06_04.png,I19.png,2.8,0.98
I19_06_05.png,I19.png,1.9,0.597
I19_07_01.png,I19.png,2.83,1.186
I19_07_02.png,I19.png,1.97,1.048
I19_07_03.png,I19.png,2.37,1.169
I19_07_04.png,I19.png,2.1,0.978
I19_07_05.png,I19.png,1.87,0.806
I19_08_01.png,I19.png,4.87,0.34
I19_08_02.png,I19.png,3.4,0.841
I19_08_03.png,I19.png,2.87,1.118
I19_08_04.png,I19.png,2.17,0.82
I19_08_05.png,I19.png,1.6,0.757
I19_09_01.png,I19.png,4.63,0.547
I19_09_02.png,I19.png,4.37,0.706
I19_09_03.png,I19.png,4.33,0.83
I19_09_04.png,I19.png,3.37,1.016
I19_09_05.png,I19.png,1.73,0.629
I19_10_01.png,I19.png,4,0.931
I19_10_02.png,I19.png,3.87,0.884
I19_10_03.png,I19.png,3.87,0.975
I19_10_04.png,I19.png,2.03,0.706
I19_10_05.png,I19.png,1.3,0.526
I19_11_01.png,I19.png,3.73,0.772
I19_11_02.png,I19.png,3.33,0.83
I19_11_03.png,I19.png,2.7,0.862
I19_11_04.png,I19.png,2.3,0.69
I19_11_05.png,I19.png,1.87,0.718
I19_12_01.png,I19.png,4.6,0.554
I19_12_02.png,I19.png,3.33,1.106
I19_12_03.png,I19.png,2.83,0.898
I19_12_04.png,I19.png,2.37,0.657
I19_12_05.png,I19.png,2.13,0.763
I19_13_01.png,I19.png,2.93,0.892
I19_13_02.png,I19.png,2.47,0.806
I19_13_03.png,I19.png,2.13,0.67
I19_13_04.png,I19.png,2.3,0.586
I19_13_05.png,I19.png,1.9,0.597
I19_14_01.png,I19.png,4.2,0.748
I19_14_02.png,I19.png,3,0.894
I19_14_03.png,I19.png,2.57,0.844
I19_14_04.png,I19.png,2.47,0.618
I19_14_05.png,I19.png,1.73,0.573
I19_15_01.png,I19.png,3.93,1.031
I19_15_02.png,I19.png,3,0.856
I19_15_03.png,I19.png,2.87,0.957
I19_15_04.png,I19.png,1.87,0.763
I19_15_05.png,I19.png,1.6,0.49
I19_16_01.png,I19.png,4.57,0.667
I19_16_02.png,I19.png,4.57,0.496
I19_16_03.png,I19.png,4.13,0.884
I19_16_04.png,I19.png,2.5,0.922
I19_16_05.png,I19.png,1.77,0.803
I19_17_01.png,I19.png,4.5,0.563
I19_17_02.png,I19.png,4.47,0.562
I19_17_03.png,I19.png,4.5,0.5
I19_17_04.png,I19.png,3.82,0.716
I19_17_05.png,I19.png,2.47,0.991
I19_18_01.png,I19.png,4.5,0.563
I19_18_02.png,I19.png,4.27,1.062
I19_18_03.png,I19.png,4.7,0.458
I19_18_04.png,I19.png,4.27,0.998
I19_18_05.png,I19.png,3.9,0.831
I19_19_01.png,I19.png,4.27,0.772
I19_19_02.png,I19.png,3.83,0.687
I19_19_03.png,I19.png,2.67,0.789
I19_19_04.png,I19.png,1.57,0.559
I19_19_05.png,I19.png,1.19,0.395
I19_20_01.png,I19.png,4.13,0.907
I19_20_02.png,I19.png,3.93,0.998
I19_20_03.png,I19.png,3.07,1.181
I19_20_04.png,I19.png,2.67,0.943
I19_20_05.png,I19.png,2.37,1.11
I19_21_01.png,I19.png,4,0.816
I19_21_02.png,I19.png,3.47,0.921
I19_21_03.png,I19.png,2.8,1.137
I19_21_04.png,I19.png,2.8,0.909
I19_21_05.png,I19.png,1.83,0.82
I19_22_01.png,I19.png,4.4,0.712
I19_22_02.png,I19.png,4.1,1.012
I19_22_03.png,I19.png,3.37,1.016
I19_22_04.png,I19.png,3.3,0.971
I19_22_05.png,I19.png,2.67,0.978
I19_23_01.png,I19.png,2.9,1.136
I19_23_02.png,I19.png,2.37,1.197
I19_23_03.png,I19.png,2.4,0.841
I19_23_04.png,I19.png,2.33,0.943
I19_23_05.png,I19.png,1.9,0.831
I19_24_01.png,I19.png,3.3,1.1
I19_24_02.png,I19.png,2,0.775
I19_24_03.png,I19.png,1.63,0.547
I19_24_04.png,I19.png,1.43,0.496
I19_24_05.png,I19.png,1.23,0.423
I19_25_01.png,I19.png,3.53,0.957
I19_25_02.png,I19.png,4.17,0.453
I19_25_03.png,I19.png,4.45,0.614
I19_25_04.png,I19.png,4.43,0.883
I19_25_05.png,I19.png,3.53,0.991
I20_01_01.png,I20.png,4.63,0.605
I20_01_02.png,I20.png,4.37,0.482
I20_01_03.png,I20.png,2.73,0.854
I20_01_04.png,I20.png,1.97,0.605
I20_01_05.png,I20.png,1.33,0.537
I20_02_01.png,I20.png,3.9,0.597
I20_02_02.png,I20.png,2.53,0.806
I20_02_03.png,I20.png,1.63,0.605
I20_02_04.png,I20.png,1.7,0.526
I20_02_05.png,I20.png,1.53,0.562
I20_03_01.png,I20.png,4.4,0.663
I20_03_02.png,I20.png,4.03,0.657
I20_03_03.png,I20.png,3.13,0.67
I20_03_04.png,I20.png,2.13,0.806
I20_03_05.png,I20.png,1.87,0.618
I20_04_01.png,I20.png,4.19,0.591
I20_04_02.png,I20.png,2.17,0.82
I20_04_03.png,I20.png,1.26,0.438
I20_04_04.png,I20.png,1.23,0.616
I20_04_05.png,I20.png,1.17,0.373
I20_05_01.png,I20.png,3.9,0.79
I20_05_02.png,I20.png,2.33,0.789
I20_05_03.png,I20.png,1.83,0.522
I20_05_04.png,I20.png,1.87,0.718
I20_05_05.png,I20.png,2.13,0.806
I20_06_01.png,I20.png,3.77,0.989
I20_06_02.png,I20.png,4.07,0.772
I20_06_03.png,I20.png,3.7,0.69
I20_06_04.png,I20.png,3.73,0.998
I20_06_05.png,I20.png,2.27,1.062
I20_07_01.png,I20.png,2.57,0.989
I20_07_02.png,I20.png,2.3,0.9
I20_07_03.png,I20.png,2.3,1.005
I20_07_04.png,I20.png,2.4,1.02
I20_07_05.png,I20.png,2.17,1.128
I20_08_01.png,I20.png,4.53,0.499
I20_08_02.png,I20.png,3.3,0.971
I20_08_03.png,I20.png,2.7,0.971
I20_08_04.png,I20.png,1.7,0.862
I20_08_05.png,I20.png,1.37,0.482
I20_09_01.png,I20.png,4.53,0.67
I20_09_02.png,I20.png,4.4,0.554
I20_09_03.png,I20.png,3.8,0.945
I20_09_04.png,I20.png,2.3,0.64
I20_09_05.png,I20.png,1.37,0.482
I20_10_01.png,I20.png,4.13,0.499
I20_10_02.png,I20.png,3.9,0.79
I20_10_03.png,I20.png,3.53,0.921
I20_10_04.png,I20.png,1.67,0.699
I20_10_05.png,I20.png,1.23,0.496
I20_11_01.png,I20.png,3.47,0.763
I20_11_02.png,I20.png,3.2,0.909
I20_11_03.png,I20.png,2.6,0.554
I20_11_04.png,I20.png,2.57,0.955
I20_11_05.png,I20.png,1.87,0.846
I20_12_01.png,I20.png,4.33,0.537
I20_12_02.png,I20.png,3.57,0.803
I20_12_03.png,I20.png,2.97,0.983
I20_12_04.png,I20.png,2.53,0.67
I20_12_05.png,I20.png,2.33,0.745
I20_13_01.png,I20.png,3.07,0.814
I20_13_02.png,I20.png,2.6,0.841
I20_13_03.png,I20.png,2.57,0.716
I20_13_04.png,I20.png,2.27,0.629
I20_13_05.png,I20.png,1.9,0.746
I20_14_01.png,I20.png,4.07,0.772
I20_14_02.png,I20.png,3.37,0.795
I20_14_03.png,I20.png,3.17,0.637
I20_14_04.png,I20.png,2.43,0.616
I20_14_05.png,I20.png,2.1,0.651
I20_15_01.png,I20.png,3.47,0.763
I20_15_02.png,I20.png,2.33,0.596
I20_15_03.png,I20.png,1.87,0.67
I20_15_04.png,I20.png,1.67,0.699
I20_15_05.png,I20.png,1.17,0.373
I20_16_01.png,I20.png,4.5,0.5
I20_16_02.png,I20.png,4.37,0.547
I20_16_03.png,I20.png,3.83,0.637
I20_16_04.png,I20.png,3.23,1.023
I20_16_05.png,I20.png,1.93,0.772
I20_17_01.png,I20.png,4.53,0.806
I20_17_02.png,I20.png,4.27,0.573
I20_17_03.png,I20.png,4.03,0.875
I20_17_04.png,I20.png,3.07,1.031
I20_17_05.png,I20.png,1.77,0.92
I20_18_01.png,I20.png,4.4,0.663
I20_18_02.png,I20.png,4.5,0.719
I20_18_03.png,I20.png,4.5,0.671
I20_18_04.png,I20.png,3.9,0.831
I20_18_05.png,I20.png,3.2,0.872
I20_19_01.png,I20.png,4.6,0.663
I20_19_02.png,I20.png,4.23,0.616
I20_19_03.png,I20.png,3.37,0.948
I20_19_04.png,I20.png,1.93,0.772
I20_19_05.png,I20.png,1.37,0.547
I20_20_01.png,I20.png,4.3,0.737
I20_20_02.png,I20.png,4.2,0.748
I20_20_03.png,I20.png,4.03,0.836
I20_20_04.png,I20.png,4.27,0.854
I20_20_05.png,I20.png,3.3,1.069
I20_21_01.png,I20.png,4.07,1.062
I20_21_02.png,I20.png,3.3,1.1
I20_21_03.png,I20.png,3.1,1.027
I20_21_04.png,I20.png,3.2,0.98
I20_21_05.png,I20.png,1.57,0.667
I20_22_01.png,I20.png,3.7,0.823
I20_22_02.png,I20.png,3.57,0.883
I20_22_03.png,I20.png,3.3,1.038
I20_22_04.png,I20.png,2.97,0.912
I20_22_05.png,I20.png,2.67,0.907
I20_23_01.png,I20.png,3.03,1.104
I20_23_02.png,I20.png,2.03,0.983
I20_23_03.png,I20.png,2.37,1.016
I20_23_04.png,I20.png,2.17,0.898
I20_23_05.png,I20.png,2.03,0.752
I20_24_01.png,I20.png,3.69,0.95
I20_24_02.png,I20.png,3,0.95
I20_24_03.png,I20.png,2.17,0.898
I20_24_04.png,I20.png,1.53,0.562
I20_24_05.png,I20.png,1.37,0.482
I20_25_01.png,I20.png,2.97,0.875
I20_25_02.png,I20.png,3.73,0.68
I20_25_03.png,I20.png,3.87,0.707
I20_25_04.png,I20.png,4.03,0.547
I20_25_05.png,I20.png,3,0.775
I21_01_01.png,I21.png,4.7,0.64
I21_01_02.png,I21.png,4,0.73
I21_01_03.png,I21.png,2.5,0.764
I21_01_04.png,I21.png,1.6,0.554
I21_01_05.png,I21.png,1.13,0.34
I21_02_01.png,I21.png,3.2,0.872
I21_02_02.png,I21.png,2.4,0.663
I21_02_03.png,I21.png,1.33,0.596
I21_02_04.png,I21.png,1.47,0.562
I21_02_05.png,I21.png,1.27,0.442
I21_03_01.png,I21.png,4.7,0.458
I21_03_02.png,I21.png,3.6,0.8
I21_03_03.png,I21.png,2.23,0.844
I21_03_04.png,I21.png,1.9,0.597
I21_03_05.png,I21.png,1.53,0.562
I21_04_01.png,I21.png,4.43,0.496
I21_04_02.png,I21.png,2.8,1.166
I21_04_03.png,I21.png,1.9,0.79
I21_04_04.png,I21.png,1.67,0.978
I21_04_05.png,I21.png,1.27,0.573
I21_05_01.png,I21.png,3.77,0.989
I21_05_02.png,I21.png,2.33,0.789
I21_05_03.png,I21.png,1.93,0.814
I21_05_04.png,I21.png,1.77,0.92
I21_05_05.png,I21.png,1.93,0.727
I21_06_01.png,I21.png,4.03,0.795
I21_06_02.png,I21.png,4.23,0.667
I21_06_03.png,I21.png,3.63,0.875
I21_06_04.png,I21.png,3.43,0.92
I21_06_05.png,I21.png,2.3,0.823
I21_07_01.png,I21.png,2.7,1.13
I21_07_02.png,I21.png,2.43,0.92
I21_07_03.png,I21.png,2.57,1.086
I21_07_04.png,I21.png,2.07,0.892
I21_07_05.png,I21.png,2.07,0.998
I21_08_01.png,I21.png,4.37,0.752
I21_08_02.png,I21.png,3.4,0.952
I21_08_03.png,I21.png,3.1,1.075
I21_08_04.png,I21.png,2.2,1.013
I21_08_05.png,I21.png,1.43,0.559
I21_09_01.png,I21.png,4.6,0.49
