refnames_all,orgs,dist_img,dst_type,dmos_std,dmos_new,DSSIM,SSIMULACRA,Butteraugli
coinsinfountain.bmp,0,img101.bmp,jpeg,3.0163844442524246,10.252515880885852,0.00896499,0.04023948,3.463408
sailing1.bmp,0,img102.bmp,jpeg,2.940613305971161,14.726130517984881,0.02086286,0.07246523,3.972051
parrots.bmp,0,img103.bmp,jpeg,3.467280802582761,37.78061796136218,0.03757003,0.08090479,9.002641
carnivaldolls.bmp,0,img104.bmp,jpeg,2.2892371460477925,67.40278120147042,0.1185308,0.17542778,23.613037
caps.bmp,0,img105.bmp,jpeg,3.169806532837332,33.96635629198161,0.02582053,0.07999419,7.463428
sailing1.bmp,0,img106.bmp,jpeg,2.696096625271956,3.2197367648266635,0.00167664,0.01486427,1.432866
womanhat.bmp,0,img107.bmp,jpeg,1.627468483273525,25.83817914298309,0.0250544,0.08997159,6.888269
sailing3.bmp,0,img108.bmp,jpeg,3.700266441499402,53.61612003847755,0.06085082,0.12103828,8.595501
rapids.bmp,0,img110.bmp,jpeg,3.058439180149158,40.313192795130504,0.03062913,0.08893345,7.53486
sailing2.bmp,0,img111.bmp,jpeg,1.924140547998191,36.936772747192386,0.03174736,0.08626373,7.552902
woman.bmp,0,img116.bmp,jpeg,2.7552669740337303,8.406881996436613,0.00322924,0.02915013,1.995976
cemetry.bmp,0,img117.bmp,jpeg,2.600426091851612,24.492692678265385,0.01462416,0.05872436,3.182091
dancers.bmp,0,img119.bmp,jpeg,2.781318877760069,36.46779215661733,0.02018965,0.07926515,6.511923
house.bmp,0,img120.bmp,jpeg,1.9983014710773483,13.720589197831565,0.00891355,0.0434905,2.74122
sailing1.bmp,0,img121.bmp,jpeg,3.729769060184537,46.661554457382735,0.0504735,0.1235702,7.69343
sailing2.bmp,0,img124.bmp,jpeg,2.7476817331528682,91.8585232966015,0.34914759,0.3126811,44.500343
caps.bmp,0,img126.bmp,jpeg,1.763389233040448,91.83072941409385,0.32642699,0.29230655,40.663586
studentsculpture.bmp,0,img127.bmp,jpeg,2.383114540555449,90.06909938102645,0.52262122,0.37224865,36.36515
cemetry.bmp,0,img128.bmp,jpeg,2.227041117454034,52.32392778595446,0.09254823,0.15866686,9.864725
coinsinfountain.bmp,0,img129.bmp,jpeg,3.6827224155835903,76.55613665524052,0.24463038,0.26897448,20.34486
statue.bmp,0,img130.bmp,jpeg,2.0010534892339966,11.018019466557469,0.00801178,0.04195767,3.39941
lighthouse.bmp,0,img131.bmp,jpeg,1.9575808208464132,89.84228100588449,0.42582859,0.37119164,39.744267
churchandcapitol.bmp,0,img132.bmp,jpeg,1.795554001395216,11.71563815997088,0.00698149,0.04205644,3.129773
flowersonih35.bmp,0,img134.bmp,jpeg,3.7550403271468085,72.35535092106369,0.12874538,0.18560155,12.648181
manfishing.bmp,0,img135.bmp,jpeg,2.9431631435016703,8.62310279882778,0.00649023,0.03475009,2.901135
stream.bmp,0,img137.bmp,jpeg,2.353728560748593,9.808299742983458,0.01988207,0.06667958,3.770621
womanhat.bmp,0,img138.bmp,jpeg,2.538169463837766,94.52975239220282,0.47480959,0.352247,49.413631
lighthouse2.bmp,0,img141.bmp,jpeg,3.299328133299746,14.731573993200833,0.00861684,0.04155307,3.169167
ocean.bmp,0,img143.bmp,jpeg,2.4151567485142578,6.837113454327479,0.00562465,0.03393515,2.317206
sailing2.bmp,0,img144.bmp,jpeg,2.4876598335159223,8.547930933970449,0.00411299,0.03298479,2.337647
sailing3.bmp,0,img145.bmp,jpeg,2.4918778859861668,100.24091440063674,0.42438558,0.31674766,45.923248
rapids.bmp,0,img146.bmp,jpeg,2.6621708940326743,26.185666958535705,0.01276959,0.05275536,3.862098
house.bmp,0,img147.bmp,jpeg,2.435099812407334,100.91708991281492,0.50309585,0.39720814,48.322262
manfishing.bmp,0,img148.bmp,jpeg,3.2862535269716924,92.90511853394918,0.41594491,0.32220442,37.805668
parrots.bmp,0,img149.bmp,jpeg,2.121779676353792,63.46863408758387,0.11557676,0.1508385,16.714678
woman.bmp,0,img150.bmp,jpeg,3.357454103639275,27.261974430150573,0.02058521,0.07916448,4.034926
house.bmp,0,img151.bmp,jpeg,2.823710401165441,8.066866303180433,0.00549071,0.03199816,2.273849
paintedhouse.bmp,0,img152.bmp,jpeg,3.9896374303903808,55.04442894789427,0.08862326,0.14758607,11.114672
womanhat.bmp,0,img154.bmp,jpeg,2.0292793308312116,97.50877362944289,0.45534825,0.34406272,49.390862
ocean.bmp,0,img156.bmp,jpeg,2.9762754362816874,59.64918850292218,0.09393593,0.17680642,10.036819
buildings.bmp,0,img157.bmp,jpeg,1.527514614195095,13.703159478546446,0.01057807,0.05157426,3.519764
caps.bmp,0,img159.bmp,jpeg,2.8002934998489564,91.34350033825854,0.32642699,0.29230655,40.663586
house.bmp,0,img160.bmp,jpeg,2.6854640623452153,95.5184845722614,0.50309585,0.39720814,48.322262
lighthouse.bmp,0,img161.bmp,jpeg,2.3238862899623713,90.43420904041339,0.40665995,0.36240078,39.716473
buildings.bmp,0,img162.bmp,jpeg,2.875596952361634,88.14234661943546,0.3274932,0.30070462,34.623692
buildings.bmp,0,img163.bmp,jpeg,2.708679328961954,28.821989373974375,0.02765067,0.0896453,4.423793
ocean.bmp,0,img164.bmp,jpeg,3.252259841939146,108.77257436149551,0.47456202,0.36301475,41.136185
plane.bmp,0,img165.bmp,jpeg,2.7045841028122153,58.335170619177745,0.05395553,0.14499957,9.976617
sailing4.bmp,0,img166.bmp,jpeg,3.2134248616009917,95.0385986077363,0.48907566,0.36860027,52.746433
woman.bmp,0,img167.bmp,jpeg,3.3343271183336856,75.99002346051728,0.29787947,0.28165791,23.653465
womanhat.bmp,0,img168.bmp,jpeg,1.9453193002931417,11.312092615683753,0.00641098,0.04047103,2.998549
monarch.bmp,0,img170.bmp,jpeg,2.5458489316222734,83.55329291418636,0.34516159,0.26598296,41.367725
building2.bmp,0,img171.bmp,jpeg,2.3673980657691747,18.143107738796367,0.01410143,0.05653633,3.622239
manfishing.bmp,0,img174.bmp,jpeg,3.0611349191629764,19.465821038563057,0.01886534,0.0618885,4.552575
sailing1.bmp,0,img175.bmp,jpeg,4.153532408677105,70.50244384897171,0.17490361,0.24455932,17.636862
carnivaldolls.bmp,0,img176.bmp,jpeg,1.9280346963119803,90.00784725087408,0.33300595,0.30018575,34.066761
sailing2.bmp,0,img177.bmp,jpeg,2.712463873321741,89.89062469317183,0.32648618,0.29751361,44.119534
monarch.bmp,0,img178.bmp,jpeg,2.3253639253337752,25.222785826131556,0.01802751,0.05555409,6.849605
studentsculpture.bmp,0,img180.bmp,jpeg,2.2952102592918444,91.24663994961543,0.52262122,0.37224865,36.36515
lighthouse2.bmp,0,img181.bmp,jpeg,2.3373325819894406,78.16782270134613,0.19673708,0.23357634,24.169407
bikes.bmp,0,img183.bmp,jpeg,2.148762577910232,84.88609788754106,0.51928752,0.36158507,47.39658
coinsinfountain.bmp,0,img184.bmp,jpeg,1.870055366270666,92.52520895124621,0.47863965,0.36405468,45.505173
stream.bmp,0,img185.bmp,jpeg,3.3389693079266247,26.71821304692204,0.04509592,0.11007741,6.019703
dancers.bmp,0,img186.bmp,jpeg,2.427177241340075,89.23441705756257,0.40235319,0.35394817,41.225983
dancers.bmp,0,img187.bmp,jpeg,3.122099047182516,91.61747826509418,0.40235319,0.35394817,41.225983
bikes.bmp,0,img188.bmp,jpeg,2.3138950471044137,83.03358943312271,0.44950391,0.3437895,42.20153
building2.bmp,0,img192.bmp,jpeg,2.495499466447168,93.03653291816838,0.49534588,0.3770847,45.446491
ocean.bmp,0,img194.bmp,jpeg,2.920539651433121,34.60644513743412,0.03890433,0.11131082,6.514062
churchandcapitol.bmp,0,img195.bmp,jpeg,3.004802309924213,97.24677520689923,0.39246034,0.32162617,48.951725
parrots.bmp,0,img196.bmp,jpeg,3.530999116600826,91.590670464724,0.36254162,0.25648086,35.987759
sailing4.bmp,0,img197.bmp,jpeg,2.4302278823435812,94.63456567363843,0.48907566,0.36860027,52.746433
flowersonih35.bmp,0,img198.bmp,jpeg,3.4326507971785305,16.644122962021108,0.01088647,0.05114734,3.784765
rapids.bmp,0,img199.bmp,jpeg,3.010656253374724,95.80804387069,0.53216325,0.3559615,40.957882
studentsculpture.bmp,0,img200.bmp,jpeg,3.861012216061926,63.30761338204381,0.15118743,0.20573425,12.930232
plane.bmp,0,img201.bmp,jpeg,2.5338354601096844,88.92048271630968,0.25071467,0.29656106,48.758179
bikes.bmp,0,img203.bmp,jpeg,3.3100012717591154,28.5502551905385,0.03046037,0.07811458,8.268688
buildings.bmp,0,img204.bmp,jpeg,2.6223910575482887,89.6422329700044,0.37256218,0.31588225,38.102047
building2.bmp,0,img205.bmp,jpeg,3.5866830559363096,88.2209328213845,0.41530591,0.34758265,39.457649
sailing3.bmp,0,img206.bmp,jpeg,1.9516924177633803,11.739931694595015,0.00334459,0.02715436,2.417663
caps.bmp,0,img207.bmp,jpeg,2.00661782807615,70.02463837460913,0.14504021,0.19383069,21.238333
monarch.bmp,0,img209.bmp,jpeg,2.9582044167902493,88.77366918617133,0.34516159,0.26598296,41.367725
sailing1.bmp,0,img210.bmp,jpeg,3.633824602201884,97.42810231821008,0.49466813,0.38007902,41.208733
cemetry.bmp,0,img213.bmp,jpeg,2.71759397282532,85.98716482193281,0.53538959,0.38675525,43.398254
sailing4.bmp,0,img214.bmp,jpeg,2.2876609881780743,14.430548416582262,0.01028288,0.04656245,2.916416
paintedhouse.bmp,0,img215.bmp,jpeg,3.1397048108468253,102.70082156574153,0.49116123,0.3478742,39.166954
carnivaldolls.bmp,0,img216.bmp,jpeg,2.5633916960614163,20.934069322543586,0.01336483,0.05248419,8.575805
stream.bmp,0,img217.bmp,jpeg,2.2720253728990247,101.27286341299555,0.65468348,0.43910365,50.697048
statue.bmp,0,img218.bmp,jpeg,2.137200831784356,92.65269870718299,0.47315482,0.32930069,38.857571
woman.bmp,0,img220.bmp,jpeg,2.987829456438813,88.66925863108538,0.62775206,0.40510757,41.532909
statue.bmp,0,img221.bmp,jpeg,1.8556038518340194,93.81353439730438,0.47315482,0.32930069,38.857571
sailing3.bmp,0,img223.bmp,jpeg,2.385012008541453,99.9719981674867,0.42438558,0.31674766,45.923248
building2.bmp,0,img225.bmp,jpeg,3.7385095442620386,32.713131566176116,0.04119805,0.1035797,5.726933
bikes.bmp,0,img226.bmp,jpeg,2.537242432762228,17.78062954880489,0.01578766,0.05138945,4.632821
paintedhouse.bmp,0,img228.bmp,jpeg,3.7257355523891476,15.783100447893545,0.01062672,0.04547139,3.554569
flowersonih35.bmp,0,img229.bmp,jpeg,2.523675875472376,73.10480214469187,0.10909829,0.1720934,11.995154
coinsinfountain.bmp,0,img230.bmp,jpeg,2.175690573590204,90.8843446287281,0.47863965,0.36405468,45.505173
lighthouse.bmp,0,img231.bmp,jpeg,2.4697323175748815,13.033490455438155,0.00946817,0.04899926,3.161233
lighthouse2.bmp,0,img232.bmp,jpeg,2.353273195234952,93.19974618228805,0.39954468,0.32316357,36.806858
parrots.bmp,0,img233.bmp,jpeg,2.607069902500553,87.78082391853036,0.36254162,0.25648086,35.987759
monarch.bmp,0,img1.bmp,wn,2.6419880473591713,29.04653971785669,0.03190213,0.22274781,6.723107
stream.bmp,0,img2.bmp,wn,2.6114130835303664,64.7619409950328,0.35215048,0.44927015,17.560738
womanhat.bmp,0,img3.bmp,wn,2.639249328610328,44.78193070765691,0.03881086,0.18434339,6.801815
buildings.bmp,0,img4.bmp,wn,1.1782810412466813,105.36416799729716,5.04067946,1.0,65.208084
sailing3.bmp,0,img5.bmp,wn,1.9877201014467054,18.148429410111873,0.01249755,0.08670979,3.532623
lighthouse2.bmp,0,img6.bmp,wn,2.8355189278797015,28.91034396173228,0.03333797,0.20491523,6.008175
woman.bmp,0,img7.bmp,wn,2.609730220554104,67.62651762533173,0.60655259,0.60948085,29.958862
coinsinfountain.bmp,0,img8.bmp,wn,2.5417278474037706,15.537140817336706,0.02110835,0.10241366,4.934827
cemetry.bmp,0,img9.bmp,wn,2.3904758879775834,63.02744749154707,0.33762909,0.4890262,22.980427
plane.bmp,0,img10.bmp,wn,2.7237104552948384,33.4482460351677,0.03678943,0.18957118,7.169588
womanhat.bmp,0,img11.bmp,wn,2.5623028561720407,23.03858179465982,0.01035946,0.07204009,3.502445
sailing2.bmp,0,img12.bmp,wn,2.681274586686019,46.19136201986183,0.10678039,0.36544323,11.927197
churchandcapitol.bmp,0,img13.bmp,wn,2.497142412716122,21.927888248041903,0.00907074,0.08153353,3.742994
carnivaldolls.bmp,0,img14.bmp,wn,2.3652042809743214,14.775415943838567,0.00823303,0.09943212,4.121674
dancers.bmp,0,img15.bmp,wn,2.1227481071952936,93.91355403240952,1.33023837,0.87322769,52.556953
studentsculpture.bmp,0,img16.bmp,wn,3.1972366904721694,40.79594818906652,0.06544872,0.20021843,8.203115
monarch.bmp,0,img17.bmp,wn,2.4493955125873126,51.406684831170054,0.23021318,0.51546243,20.307482
churchandcapitol.bmp,0,img18.bmp,wn,2.0909752980772955,35.32176832792063,0.02747436,0.17748127,7.164034
studentsculpture.bmp,0,img19.bmp,wn,2.068559712169406,13.494986288484718,0.00719434,0.04755797,3.327634
churchandcapitol.bmp,0,img20.bmp,wn,1.597754828772944,111.77469352631448,3.69439605,1.0,66.617798
ocean.bmp,0,img21.bmp,wn,2.5298880554017895,61.681001518022924,0.2687718,0.500718,21.778713
parrots.bmp,0,img22.bmp,wn,1.8064543591278939,29.05160906556435,0.03293099,0.2195005,7.256078
cemetry.bmp,0,img23.bmp,wn,2.3365549960730574,109.62708401221437,4.18766306,1.0,69.016624
coinsinfountain.bmp,0,img24.bmp,wn,2.283028147760961,94.03481633826047,2.93853613,1.0,74.475121
statue.bmp,0,img25.bmp,wn,2.4587377186484862,49.8342340456356,0.25269887,0.48100365,19.049303
paintedhouse.bmp,0,img26.bmp,wn,3.4336081408640475,61.62614194844081,0.24566729,0.42944058,21.106722
dancers.bmp,0,img27.bmp,wn,3.332670749250308,47.72741274693893,0.10388858,0.31187083,11.209181
womanhat.bmp,0,img28.bmp,wn,2.3724419896483435,58.41045583984596,0.17574272,0.40043029,14.869989
bikes.bmp,0,img29.bmp,wn,2.417277569927141,74.6356854930016,0.74829103,0.6581229,39.117336
dancers.bmp,0,img30.bmp,wn,2.8278344672504137,33.19702721082979,0.03240972,0.18030841,6.503682
coinsinfountain.bmp,0,img31.bmp,wn,3.1281828528318494,27.51459903168142,0.05110583,0.18133017,7.758964
lighthouse2.bmp,0,img32.bmp,wn,2.641193484663869,60.27965391746516,0.41267059,0.59256764,26.370052
woman.bmp,0,img33.bmp,wn,2.3080176074695404,102.72368546631967,4.7235515,1.0,67.257538
monarch.bmp,0,img34.bmp,wn,2.2500928393137056,94.4100904010743,2.28351339,1.0,65.836876
woman.bmp,0,img35.bmp,wn,2.6998911574260047,38.087797760154245,0.05361379,0.20791707,6.709653
building2.bmp,0,img36.bmp,wn,2.536857192564833,71.21218202942677,0.55308085,0.55685893,32.343536
manfishing.bmp,0,img37.bmp,wn,2.8704269769617,28.617188359415515,0.03499017,0.17961364,6.087603
house.bmp,0,img38.bmp,wn,2.7772655950232568,66.53165048509287,0.46036825,0.58459694,24.143959
paintedhouse.bmp,0,img39.bmp,wn,1.9859399081506253,71.76021293669349,0.65422036,0.63857175,38.273537
lighthouse.bmp,0,img40.bmp,wn,2.776581609476153,48.05993884502848,0.09471335,0.32979453,9.912436
manfishing.bmp,0,img41.bmp,wn,2.760526602427794,100.23878414456692,3.91957087,1.0,75.856384
ocean.bmp,0,img42.bmp,wn,1.7956982796100016,107.65033077751622,3.11149953,1.0,72.166214
lighthouse.bmp,0,img43.bmp,wn,1.898770221186645,20.295948373068647,0.01113298,0.08640764,3.457891
studentsculpture.bmp,0,img44.bmp,wn,3.6289907424272605,72.84561785296995,0.86782321,0.71267388,41.478321
cemetry.bmp,0,img45.bmp,wn,2.2661783932744233,26.989633874164532,0.02793256,0.13044819,5.048295
buildings.bmp,0,img46.bmp,wn,2.5457136482941642,37.341496135801734,0.05019672,0.18991883,9.175549
carnivaldolls.bmp,0,img47.bmp,wn,1.8291864047967001,104.40801605101547,3.18359583,1.0,78.715843
building2.bmp,0,img48.bmp,wn,2.335392337060769,34.5029166994517,0.04185069,0.13592298,6.077017
flowersonih35.bmp,0,img49.bmp,wn,2.5444513098184434,75.24580813267,0.46042756,0.59054946,34.763424
dancers.bmp,0,img50.bmp,wn,2.429653043355695,79.43613206888192,0.76429224,0.69717367,42.665501
dancers.bmp,0,img51.bmp,wn,2.0562739343211778,73.83502971471134,0.44031498,0.55724878,33.840767
sailing1.bmp,0,img52.bmp,wn,2.0746916284927717,97.51209513726754,3.10855019,1.0,70.638885
flowersonih35.bmp,0,img53.bmp,wn,2.4117720032721652,95.34370094075177,1.46616127,0.91729625,49.524834
house.bmp,0,img54.bmp,wn,2.241177403708036,20.5274846951256,0.01100889,0.07862061,3.533335
statue.bmp,0,img55.bmp,wn,1.8324399900812403,36.475636915268524,0.06126825,0.26111864,7.958039
sailing1.bmp,0,img56.bmp,wn,2.64788494145904,35.64458484067259,0.04971171,0.22321458,7.221879
studentsculpture.bmp,0,img57.bmp,wn,2.673410038495945,97.69957653577356,4.88871167,1.0,58.359337
sailing3.bmp,0,img58.bmp,wn,2.1084710324813343,106.3698573635383,3.07079493,1.0,73.288513
manfishing.bmp,0,img59.bmp,wn,1.9767345416603037,11.037306278232428,0.00519237,0.04894029,3.064132
womanhat.bmp,0,img60.bmp,wn,1.5709611855752659,97.65698241414981,2.45432061,1.0,60.229565
buildings.bmp,0,img61.bmp,wn,3.1250027221616317,78.47085391287106,0.83711054,0.71417999,47.627449
churchandcapitol.bmp,0,img62.bmp,wn,2.1095694880182827,62.92970737500086,0.26500252,0.48032149,23.893524
cemetry.bmp,0,img63.bmp,wn,2.2053189461564724,41.035510546118466,0.06562137,0.22008706,8.84766
caps.bmp,0,img64.bmp,wn,2.7184371527551416,18.611094569023102,0.00915263,0.07632996,4.150988
cemetry.bmp,0,img65.bmp,wn,3.1553208037816463,70.94998870953438,0.51865392,0.59138457,24.974483
lighthouse.bmp,0,img66.bmp,wn,1.606946053028173,99.45910509660351,2.30991098,1.0,58.324482
parrots.bmp,0,img67.bmp,wn,2.13271171570999,47.44842540432511,0.1106594,0.39855078,13.462984
bikes.bmp,0,img68.bmp,wn,2.852663451197836,45.829078985831195,0.11498051,0.2973237,12.527363
parrots.bmp,0,img69.bmp,wn,2.6218968245456784,61.6158088994382,0.33947223,0.57716478,26.963696
house.bmp,0,img70.bmp,wn,2.840500500491151,41.31695798429712,0.05695273,0.23389761,7.425998
carnivaldolls.bmp,0,img71.bmp,wn,1.7479047506625771,63.45931896527788,0.23425431,0.51223429,20.084267
flowersonih35.bmp,0,img72.bmp,wn,1.462918218692957,45.00432810746642,0.05758591,0.26844928,11.084955
manfishing.bmp,0,img73.bmp,wn,2.8375231659754343,69.02754430690878,0.49628083,0.58536151,31.125061
rapids.bmp,0,img74.bmp,wn,2.9134222446241664,54.62805994606417,0.24567223,0.43302286,17.310303
parrots.bmp,0,img75.bmp,wn,2.268803248074279,15.271352054362957,0.0050058,0.05253559,2.838898
sailing1.bmp,0,img76.bmp,wn,2.7995419098844954,20.007483290527425,0.013799,0.09707513,4.072354
rapids.bmp,0,img77.bmp,wn,1.9516841080209035,94.20486814584287,2.76452419,1.0,88.545944
plane.bmp,0,img78.bmp,wn,3.009098605828305,15.388646901982973,0.00865177,0.0689628,3.727207
sailing1.bmp,0,img79.bmp,wn,2.9029108599641575,55.06753054284376,0.26265816,0.48859621,18.755476
caps.bmp,0,img80.bmp,wn,2.3499769156561117,97.2694715798371,2.35811198,1.0,83.730858
sailing2.bmp,0,img81.bmp,wn,2.8087573522329765,21.61052934761817,0.00812439,0.07057812,2.850724
monarch.bmp,0,img82.bmp,wn,2.1727909353796964,21.195283028480475,0.02000331,0.16494161,5.177638
house.bmp,0,img83.bmp,wn,2.420761784791864,71.54037129415151,0.7554215,0.70661873,32.34668
sailing3.bmp,0,img84.bmp,wn,2.2922375599161326,31.24987494201788,0.03062179,0.16682334,5.449959
statue.bmp,0,img85.bmp,wn,1.981567196544068,13.666943331193622,0.00766405,0.06358442,2.851826
sailing4.bmp,0,img86.bmp,wn,2.993245815368399,57.39305471032276,0.30143109,0.50865722,22.851021
bikes.bmp,0,img87.bmp,wn,1.866577444408603,105.10166413396246,6.33639979,1.0,68.774086
stream.bmp,0,img88.bmp,wn,3.018938875433717,39.10614097745931,0.05823843,0.17768882,7.565085
sailing3.bmp,0,img89.bmp,wn,2.369085883590642,57.538603283146436,0.25625495,0.47953577,16.522251
carnivaldolls.bmp,0,img90.bmp,wn,1.8627435483563792,39.71346655802711,0.03920981,0.27131845,8.390417
statue.bmp,0,img91.bmp,wn,2.043116402709843,67.19437758924813,0.60599279,0.66318937,35.343422
coinsinfountain.bmp,0,img92.bmp,wn,2.7350479618293075,69.06535116986018,0.58209494,0.60233046,37.422131
churchandcapitol.bmp,0,img93.bmp,wn,2.597878021215324,73.54583611585835,0.48978867,0.61118091,33.816654
paintedhouse.bmp,0,img94.bmp,wn,1.854614383649332,106.81758994591208,4.43316784,1.0,71.965141
bikes.bmp,0,img95.bmp,wn,2.0555348714915973,23.508406616286706,0.02276276,0.12257927,5.417616
lighthouse.bmp,0,img96.bmp,wn,3.0639875829279823,69.26005385452565,0.44740902,0.60766163,26.742464
bikes.bmp,0,img97.bmp,wn,2.3459626527263118,65.70698388517809,0.55356811,0.5799937,31.149561
woman.bmp,0,img98.bmp,wn,2.1298236366322874,13.266839820800243,0.00684026,0.05024564,2.445126
ocean.bmp,0,img99.bmp,wn,2.1363097733169947,12.137833909830341,0.00472578,0.04487986,2.626315
sailing4.bmp,0,img100.bmp,wn,2.787472556069204,38.595687634018724,0.05985027,0.26187968,9.44128
rapids.bmp,0,img101.bmp,wn,2.2417326693994015,11.166482886698198,0.00958347,0.06828917,3.699323
building2.bmp,0,img102.bmp,wn,2.876968807202124,50.194325232236274,0.11990617,0.25757662,10.693795
buildings.bmp,0,img103.bmp,wn,2.743005591509138,22.884871051304934,0.01626969,0.09963019,5.002801
parrots.bmp,0,img104.bmp,wn,1.752175249883756,99.6615285081197,2.36034311,1.0,81.25032
plane.bmp,0,img105.bmp,wn,1.945393913789361,93.86859240789695,1.79359553,1.0,70.24527
stream.bmp,0,img106.bmp,wn,3.5227156165380875,77.63344919424672,0.73062739,0.63179101,29.200064
rapids.bmp,0,img107.bmp,wn,3.523027448317158,33.63370982301589,0.04912732,0.19969529,7.421751
lighthouse2.bmp,0,img108.bmp,wn,2.255321687887606,55.535575649060156,0.26542266,0.50692335,19.919353
house.bmp,0,img109.bmp,wn,2.173939738025519,58.66034224093095,0.29249932,0.49002067,18.70833
caps.bmp,0,img110.bmp,wn,2.524804133799394,51.67024428176386,0.1159787,0.3724732,13.014198
paintedhouse.bmp,0,img111.bmp,wn,2.5673024055654925,43.298016309826934,0.07392295,0.24845837,10.602804
studentsculpture.bmp,0,img112.bmp,wn,2.119029236445451,62.69095740904541,0.36082052,0.4809572,25.553766
sailing2.bmp,0,img113.bmp,wn,2.582085877413812,97.92469225647716,2.04100873,1.0,72.20681
lighthouse.bmp,0,img114.bmp,wn,2.2929064961724497,35.70795551820673,0.04146804,0.21541176,6.609043
woman.bmp,0,img115.bmp,wn,2.228415462380502,57.98572759381551,0.37070781,0.50325706,21.083609
rapids.bmp,0,img116.bmp,wn,2.34675892150685,67.4653416344695,0.6403721,0.64800176,36.175484
sailing2.bmp,0,img117.bmp,wn,2.405895056708855,28.79734485795999,0.02401414,0.16101791,4.862985
ocean.bmp,0,img118.bmp,wn,2.944993001150369,37.944107183148475,0.03857755,0.21253531,6.64543
womanhat.bmp,0,img119.bmp,wn,2.1077467959055096,65.07828999287852,0.31441994,0.5102233,21.521639
ocean.bmp,0,img120.bmp,wn,3.0478877795966706,69.44972429947218,0.56050013,0.64399083,29.865463
building2.bmp,0,img121.bmp,wn,3.011590976507298,76.0908192258521,0.85420617,0.68078362,40.005058
flowersonih35.bmp,0,img122.bmp,wn,2.577459561610097,70.58976221156998,0.36350864,0.54011864,29.184818
sailing3.bmp,0,img123.bmp,wn,1.8641327261351919,63.30630049280129,0.46143036,0.59681728,25.562576
coinsinfountain.bmp,0,img124.bmp,wn,2.7756731326429613,61.46371806749249,0.35547015,0.484883,25.350574
lighthouse2.bmp,0,img125.bmp,wn,2.4391919696940314,15.998465932281881,0.01105367,0.09687736,3.579752
sailing4.bmp,0,img126.bmp,wn,2.346013347365939,63.7033428924913,0.41765186,0.57273166,27.713465
sailing4.bmp,0,img127.bmp,wn,2.1912507287307244,15.147108587135826,0.00745197,0.06634797,3.458045
sailing2.bmp,0,img128.bmp,wn,2.9238739580851982,62.99129769303974,0.34941467,0.56522951,21.547085
plane.bmp,0,img129.bmp,wn,3.493283395812534,64.69701933079591,0.36216651,0.58467698,28.163036
buildings.bmp,0,img130.bmp,wn,2.8863581070994906,70.50327694656922,0.54443233,0.59735027,40.775101
stream.bmp,0,img131.bmp,wn,3.544194786063466,89.07333452953819,1.28972781,0.82700223,37.065052
caps.bmp,0,img132.bmp,wn,3.4570288930079665,38.08510135616129,0.03445656,0.20135453,7.054895
flowersonih35.bmp,0,img133.bmp,wn,2.7100070835086734,13.772809998423078,0.00593776,0.06903891,3.958568
sailing4.bmp,0,img134.bmp,wn,3.1465812089565066,70.6450297294693,0.89365015,0.76780905,48.041637
carnivaldolls.bmp,0,img135.bmp,wn,2.2991046881278003,67.63968110982358,0.33513983,0.57505478,25.136316
building2.bmp,0,img136.bmp,wn,2.065218418897199,106.17335732260668,4.57332152,1.0,63.474159
lighthouse2.bmp,0,img137.bmp,wn,2.064465454645108,102.01544839638244,3.15143564,1.0,60.715824
stream.bmp,0,img138.bmp,wn,2.886233879719755,22.149317346230504,0.01625829,0.08035884,4.438163
plane.bmp,0,img139.bmp,wn,3.1731685105666085,52.69863155435469,0.16873917,0.42414192,16.855619
monarch.bmp,0,img140.bmp,wn,2.8204743535870476,65.2062617058754,0.43645297,0.62805203,32.97279
sailing1.bmp,0,img141.bmp,wn,2.725935525467666,64.80613405230142,0.43902058,0.60277219,25.464525
paintedhouse.bmp,0,img142.bmp,wn,2.8749657455916617,23.365932631894772,0.0239547,0.13180363,5.969337
manfishing.bmp,0,img143.bmp,wn,2.1315486503810557,61.98853406494696,0.32365073,0.48896638,19.743919
caps.bmp,0,img144.bmp,wn,3.4345018641233027,63.45183048855342,0.34822011,0.55350838,23.683313
statue.bmp,0,img145.bmp,wn,2.539662357016074,98.27070283202306,3.01834856,1.0,85.770676
caps.bmp,0,img1.bmp,gblur,2.3553170935802576,42.127765361449555,0.03527531,0.10308311,16.680038
churchandcapitol.bmp,0,img2.bmp,gblur,2.1033925129374036,37.462720322546936,0.03795842,0.07825265,7.2126
monarch.bmp,0,img3.bmp,gblur,2.1971292586034625,43.26456018535141,0.08372002,0.09620346,27.863518
lighthouse.bmp,0,img4.bmp,gblur,1.9770442700737691,19.510097084325167,0.0026406,0.00843838,4.057415
plane.bmp,0,img5.bmp,gblur,2.3695646978416995,72.82942220542719,0.32415474,0.33654609,110.244186
carnivaldolls.bmp,0,img6.bmp,gblur,1.8242234046791481,54.79584980310996,0.10411525,0.15717276,20.254883
buildings.bmp,0,img7.bmp,gblur,2.12731642781858,28.45923879344707,0.05230492,0.08152038,10.490814
building2.bmp,0,img8.bmp,gblur,1.5552481749873166,28.180912872308728,0.03781321,0.04587277,6.049393
rapids.bmp,0,img9.bmp,gblur,1.2211846957473893,23.83506669503422,0.0098084,0.01968148,5.085757
