ref_img,dist_img,dst_type,dst_lev,var,dmos,DSSIM,SSIMULACRA,Butteraugli,Butteraugli_XL,Butteraugli_XL_3m,Butteraugli_XL_2s,Butteraugli_XL_3s,Butteraugli_XL_6s,Butteraugli_XL_12s
I06.png,I06_22_04.png,22,4,0.98,3.2,0.0302699,0.08375694,10.716689,12.8327064514,7.095082,6.337637,6.452692,6.886572,7.945983
I06.png,I06_22_05.png,22,5,0.547,1.97,0.07366741,0.14674958,38.335938,23.8647251129,11.258959,8.30115,8.729986,10.708182,14.338708
I06.png,I06_23_01.png,23,1,0.789,2.33,0.03363024,0.04495667,71.744286,89.6992797852,27.808672,5.254069,11.2174,26.896964,45.311654
I06.png,I06_23_02.png,23,2,0.836,2.63,0.08035841,0.07483662,93.61084,119.2199325562,39.63321,9.161744,17.555518,38.490912,62.853199
I06.png,I06_23_03.png,23,3,0.687,2.17,0.07694509,0.06216754,63.305492,89.3420791626,29.351057,7.359872,13.575014,28.467595,46.010561
I06.png,I06_23_04.png,23,4,0.706,1.97,0.17388003,0.10188094,103.282089,125.1538848877,43.408496,11.384806,20.237973,42.127773,67.859742
I06.png,I06_23_05.png,23,5,0.67,2.26,0.18474021,0.09823849,93.466209,133.7808532715,44.375556,12.802799,21.877304,43.241275,68.008087
I06.png,I06_24_01.png,24,1,0.7609999999999999,3.57,0.04449424,0.06148565,16.252235,9.4254245758,3.497406,2.366071,2.597392,3.331861,4.562966
I06.png,I06_24_02.png,24,2,0.746,2.9,0.13308117,0.14153652,28.321865000000006,13.7033424377,5.921112,4.131901,4.503824,5.67192,7.587593
I06.png,I06_24_03.png,24,3,0.8140000000000001,2.27,0.23440535,0.21700492,39.786919,18.7325401306,7.924617,5.583996,6.059421,7.56377,10.150659
I06.png,I06_24_04.png,24,4,0.687,1.83,0.55456027,0.38806244,72.70481099999998,31.8682117462,12.582504,8.94218,9.639367,11.904765,16.203381
I06.png,I06_24_05.png,24,5,0.423,1.23,1.16902242,0.57959844,113.931549,42.5796165466,18.026716,13.259642,14.196162,17.237059,22.646927
I06.png,I06_25_01.png,25,1,0.966,3.0,0.07220187,0.08330452,23.893744,33.2394485474,20.697086,16.642975,17.99706,20.80789,23.286309
I06.png,I06_25_02.png,25,2,0.637,3.83,0.03742309,0.04565603,16.963318,23.6246147156,15.021744,12.00087,13.015158,15.107784,16.94229
I06.png,I06_25_03.png,25,3,0.67,4.13,0.01337867,0.01742864,9.897523,13.4584445953,8.889206,7.085221,7.693048,8.941631,10.03294
I06.png,I06_25_04.png,25,4,1.023,3.23,0.01720687,0.01660498,10.129002,13.7125873566,9.373685,7.487516,8.126307,9.430255,10.564492
I06.png,I06_25_05.png,25,5,0.989,2.43,0.08022007,0.07780222,20.409294,27.3924808502,19.132229,15.490684,16.715144,19.244917,21.436628
I07.png,I07_01_01.png,1,1,0.5,4.5,2.21e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I07.png,I07_01_02.png,1,2,0.6629999999999999,4.4,0.00117221,0.01068493,1.183531,1.2699700594,0.407889,0.223112,0.270665,0.38321,0.569793
I07.png,I07_01_03.png,1,3,1.025,2.5,0.01069311,0.08389271,6.005761,5.711414814,1.882747,1.00807,1.232505,1.772926,2.642808
I07.png,I07_01_04.png,1,4,0.573,1.73,0.03291421,0.15718209,18.415943,13.1017808914,4.439949,2.395135,2.890394,4.225365,6.204086
I07.png,I07_01_05.png,1,5,0.482,1.37,0.10624073,0.22662201,65.043755,49.7054710388,15.021625,6.344711,8.077407,14.024438,22.963031
I07.png,I07_02_01.png,2,1,0.823,3.7,0.00400393,0.03948514,2.697229,2.9637241364,0.963789,0.523911,0.640151,0.912071,1.339145
I07.png,I07_02_02.png,2,2,0.7020000000000001,2.8,0.01504858,0.11556473,8.133083000000001,7.2349448204,2.432859,1.298723,1.595163,2.294713,3.408701
I07.png,I07_02_03.png,2,3,0.745,1.67,0.04338488,0.18242078,26.298378000000003,20.7306652069,5.904118,2.891669,3.494678,5.329064,8.888611
I07.png,I07_02_04.png,2,4,0.496,1.43,0.07467903,0.212499,48.114994,35.650970459,10.402739,4.529117,5.60672,9.355277,16.246221
I07.png,I07_02_05.png,2,5,0.6709999999999999,1.5,0.10682189,0.23192526,65.835678,50.7239723206,15.013551,6.029488,7.737347,13.776494,23.526812
I07.png,I07_03_01.png,3,1,0.471,4.67,2.21e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I07.png,I07_03_02.png,3,2,0.6990000000000001,4.33,0.00283653,0.02561733,3.64552,3.8275632858,1.05318,0.431593,0.549892,0.921578,1.68807
I07.png,I07_03_03.png,3,3,0.92,2.77,0.01260765,0.08270956,8.590713000000001,8.0259475708,2.34282,1.079992,1.333313,2.120099,3.575048
I07.png,I07_03_04.png,3,4,0.727,2.07,0.01753186,0.10796132,9.439087,8.5126571655,2.785926,1.350951,1.657736,2.600365,4.099676
I07.png,I07_03_05.png,3,5,0.499,1.53,0.03824646,0.14996862,21.388311,19.3574829102,5.66698,2.37719,2.968318,5.178998,8.853625
I07.png,I07_04_01.png,4,1,0.499,4.47,0.00156859,0.00665037,7.476380000000002,9.1350727081,2.337567,0.571805,0.945964,2.112846,3.953891
I07.png,I07_04_02.png,4,2,0.727,1.73,0.07279493,0.09367148,33.690861,58.8188896179,24.256364,14.513516,16.367636,22.665035,33.736422
I07.png,I07_04_03.png,4,3,0.5589999999999999,1.43,0.17494701,0.15236776,53.602215,90.3715362549,38.37387,25.747945,29.107732,37.733464,48.280413
I07.png,I07_04_04.png,4,4,0.246,1.06,0.28737764,0.20985015,100.918396,163.2148132324,70.279122,41.02196,48.774931,68.420702,93.641734
I07.png,I07_04_05.png,4,5,0.34,1.13,0.43491459,0.29641527,136.800308,206.4515686035,136.454955,96.056243,111.801573,137.947202,159.616089
I07.png,I07_05_01.png,5,1,0.667,4.43,0.00871181,0.05920674,12.451378,11.3824424744,3.380272,0.934779,1.556431,3.177496,5.406889
I07.png,I07_05_02.png,5,2,1.031,2.97,0.02398955,0.08922297,26.117805,23.3501186371,7.437677,1.962271,3.42532,7.14837,11.739339
I07.png,I07_05_03.png,5,3,0.563,1.5,0.03569502,0.09492689,35.331882,31.9508152008,9.810411,2.704461,4.659643,9.449737,15.321852
I07.png,I07_05_04.png,5,4,0.748,1.8,0.03372076,0.08923358,37.788265,35.485244751,10.211712,2.729308,4.703426,9.66542,16.266289
I07.png,I07_05_05.png,5,5,0.752,1.63,0.05377094,0.1065211,42.375767,47.5094680786,15.978662,4.0636,7.328838,15.592193,25.014954
I07.png,I07_06_01.png,6,1,0.929,3.73,0.01577867,0.11103989,9.483811,8.8470058441,3.846066,3.314425,3.348944,3.545448,4.643806
I07.png,I07_06_02.png,6,2,0.914,4.06,0.01935087,0.12520215,10.446847,13.3457403183,5.107148,3.479571,3.625559,4.653819,7.042066
I07.png,I07_06_03.png,6,3,0.955,3.77,0.02832417,0.16711552,12.011607,13.6104631424,6.337372,5.169208,5.307893,5.990393,7.71383
I07.png,I07_06_04.png,6,4,1.095,3.0,0.04874351,0.20255067,13.435032,15.7100973129,8.14593,6.92239,7.082003,7.79422,9.561568
I07.png,I07_06_05.png,6,5,0.6,1.8,0.10231511,0.27983906,20.211946,28.738986969,13.572563,8.890222,9.804574,13.167666,17.745449
I07.png,I07_07_01.png,7,1,1.005,2.7,0.05043761,0.04632471,45.332493,72.756401062,35.794274,25.026855,28.988473,35.657579,42.736769
I07.png,I07_07_02.png,7,2,0.8540000000000001,1.93,0.1039015,0.08719956,69.994057,100.705291748,50.971281,35.893508,41.528455,50.98687,60.398517
I07.png,I07_07_03.png,7,3,0.998,2.27,0.1416093,0.11639007,81.93402900000002,120.7012481689,59.619011,41.647063,48.217199,59.459196,71.180638
I07.png,I07_07_04.png,7,4,0.6709999999999999,1.5,0.18816365,0.1519703,94.329597,133.0451049805,66.713756,46.759759,54.093133,66.59855,79.449585
I07.png,I07_07_05.png,7,5,0.442,1.27,0.41403611,0.29342941,111.166817,154.1205749512,76.581683,53.935059,60.951734,76.390338,92.402978
I07.png,I07_08_01.png,8,1,0.499,4.53,2.21e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I07.png,I07_08_02.png,8,2,0.936,2.7,0.03659627,0.05369434,32.376656,55.7299385071,21.730944,13.191364,15.179193,20.044029,29.969611
I07.png,I07_08_03.png,8,3,0.948,1.97,0.06863588,0.0866461,32.657822,58.3671150208,23.028755,14.004218,15.704741,21.339752,32.041773
I07.png,I07_08_04.png,8,4,0.586,1.7,0.23869058,0.20276719,41.229584,74.7871856689,35.093623,24.757669,27.616326,34.896741,42.767802
I07.png,I07_08_05.png,8,5,0.563,1.5,0.54276634,0.35757278,136.769775,206.4285888672,125.545413,70.598695,91.516156,128.797292,156.322792
I07.png,I07_09_01.png,9,1,0.442,4.73,0.00170133,0.01028684,1.754652,1.5922005177,0.673758,0.546621,0.573876,0.651657,0.79574
I07.png,I07_09_02.png,9,2,0.482,4.63,0.00669233,0.03307163,3.289506,2.8087685108,1.236583,1.006136,1.051086,1.190043,1.46862
I07.png,I07_09_03.png,9,3,0.482,4.63,0.01161768,0.05279307,4.6940019999999985,4.4852261543,1.68737,1.31489,1.380953,1.597404,2.083752
I07.png,I07_09_04.png,9,4,0.8,3.6,0.0360684,0.12887866,9.010454,8.579867363,3.331457,2.471467,2.662422,3.200031,4.131919
I07.png,I07_09_05.png,9,5,0.69,1.7,0.0928784,0.20778546,25.916788,24.0689067841,7.338346,4.646688,5.105831,6.602374,10.306833
I07.png,I07_10_01.png,10,1,0.6509999999999999,4.1,0.01558675,0.07257541,7.765522,6.7070636749,2.141151,1.503743,1.569011,1.870152,2.984291
I07.png,I07_10_02.png,10,2,0.884,3.87,0.01901015,0.08000083,6.345048,5.1548476219,2.082738,1.682274,1.743248,1.962118,2.54285
I07.png,I07_10_03.png,10,3,0.921,3.87,0.03043483,0.10344938,7.666511999999999,6.4208254814,2.617281,2.150546,2.225242,2.484778,3.141822
I07.png,I07_10_04.png,10,4,0.5539999999999999,1.6,0.13396175,0.23261964,19.920853,19.1720046997,8.047179,6.406185,6.790764,7.827343,9.523429
I07.png,I07_10_05.png,10,5,0.423,1.23,0.3646157,0.32709339,34.327492,46.2700233459,20.071888,11.447934,13.39548,19.68728,27.132905
I07.png,I07_11_01.png,11,1,0.9,3.35,0.03120458,0.19818115,7.361667,3.5020332336,1.954041,1.78651,1.826089,1.930765,2.105268
I07.png,I07_11_02.png,11,2,0.862,2.7,0.0589314,0.2825664,9.651188,4.2052087784,2.381114,2.200118,2.240978,2.353197,2.549168
I07.png,I07_11_03.png,11,3,0.879,2.6,0.08409798,0.33592879,13.269331,4.6342172623,2.657481,2.470537,2.511632,2.626965,2.833847
I07.png,I07_11_04.png,11,4,0.8140000000000001,2.34,0.12834883,0.40489018,16.430618,5.0946817398,3.028646,2.832485,2.874567,2.994848,3.216522
I07.png,I07_11_05.png,11,5,0.667,2.23,0.21983061,0.49743686,19.224491,6.2757253647,3.717491,3.459281,3.513699,3.673108,3.965666
I07.png,I07_12_01.png,12,1,0.955,4.23,0.00834693,0.07672048,4.191169,2.5170350075,1.286626,1.148846,1.183616,1.270228,1.406033
I07.png,I07_12_02.png,12,2,0.957,3.13,0.03916696,0.22871534,8.903011,3.6391086578,2.130927,1.96487,2.00308,2.106367,2.283335
I07.png,I07_12_03.png,12,3,0.989,2.77,0.07322392,0.31856999,12.360741,4.3247361183,2.573674,2.40096,2.439006,2.545577,2.736438
I07.png,I07_12_04.png,12,4,0.7120000000000001,2.4,0.1318945,0.41183137,15.70814,5.2166585922,3.10427,2.918171,2.957572,3.071313,3.283925
I07.png,I07_12_05.png,12,5,0.7879999999999999,2.06,0.18059532,0.46462352,20.057837,5.8815522194,3.47202,3.260305,3.304797,3.434467,3.676797
I07.png,I07_13_01.png,13,1,0.892,3.73,0.01269702,0.03188485,15.711951,9.499830246,2.800359,0.921477,1.432826,2.682642,4.285609
I07.png,I07_13_02.png,13,2,0.856,3.0,0.04363651,0.09850656,21.694839,10.4155454636,3.747004,2.005438,2.487373,3.629828,5.12381
I07.png,I07_13_03.png,13,3,0.929,2.73,0.0731065,0.17382609999999998,22.581852,10.7960939407,4.358728,2.721659,3.16822,4.249816,5.658147
I07.png,I07_13_04.png,13,4,0.67,2.13,0.12174989,0.27620511,27.50128,11.2887601852,4.975394,3.599804,3.9741,4.874883,6.077199
I07.png,I07_13_05.png,13,5,0.5770000000000001,2.0,0.16521748,0.34880823,29.327089,11.9964532852,5.511762,4.189932,4.558941,5.424428,6.551917
I07.png,I07_14_01.png,14,1,0.588,4.1,0.01545372,0.12292542,4.1872690000000015,2.721382618,1.527779,1.402053,1.431432,1.509119,1.642786
I07.png,I07_14_02.png,14,2,0.8029999999999999,2.77,0.06935767,0.30678391,8.681593,4.1435308456,2.468266,2.314882,2.348389,2.442125,2.614285
I07.png,I07_14_03.png,14,3,0.841,2.6,0.12714566,0.40142677,12.021483,4.9564857483,2.958614,2.792599,2.828145,2.929296,3.118402
I07.png,I07_14_04.png,14,4,0.82,2.17,0.2164546,0.49860393,16.481396,5.8618254662,3.463314,3.293094,3.328696,3.431796,3.629451
I07.png,I07_14_05.png,14,5,0.5539999999999999,1.6,0.39765468,0.62295919,23.844038,7.1874628067,4.47193,4.243873,4.290292,4.427939,4.697558
I07.png,I07_15_01.png,15,1,0.909,3.2,0.04863257,0.14726111,11.381676,8.3427972794,3.577897,3.255757,3.309773,3.485239,3.938678
I07.png,I07_15_02.png,15,2,0.8140000000000001,2.27,0.08877662,0.20025262,15.634076,10.3180541992,4.153501,3.519325,3.618556,3.960886,4.881061
I07.png,I07_15_03.png,15,3,0.616,1.77,0.12888548,0.25093939,23.438208,11.2721614838,4.840395,4.098975,4.22035,4.633315,5.66752
I07.png,I07_15_04.png,15,4,0.562,1.47,0.24400034,0.35670782,34.348846,13.9044761658,6.246112,5.215387,5.416239,6.050886,7.27121
I07.png,I07_15_05.png,15,5,0.482,1.37,0.37499612,0.46216131,37.528225,15.2816762924,7.023163,6.257269,6.392187,6.829733,7.84757
I07.png,I07_16_01.png,16,1,0.526,4.7,0.00199686,0.00239132,7.01571,11.0515041351,5.987571,5.038588,5.371761,5.981621,6.609331
I07.png,I07_16_02.png,16,2,0.748,4.2,0.00843773,0.0098904,15.382809,21.4831237793,11.804965,10.002304,10.650504,11.822282,12.942109
I07.png,I07_16_03.png,16,3,0.764,3.5,0.0379469,0.04647136,24.264086,42.948513031,23.784418,20.077571,21.36037,23.763999,26.228885
I07.png,I07_16_04.png,16,4,0.6829999999999999,2.0,0.15496542,0.21065894,42.758434,83.6148223877,44.003841,38.963396,40.393004,43.614159,48.004359
I07.png,I07_16_05.png,16,5,0.373,1.17,0.34042483,0.29772933,125.540146,194.0108642578,112.73336,69.352722,82.582753,113.665766,141.95156
I07.png,I07_17_01.png,17,1,0.458,4.7,0.00071127,0.00130773,3.4926550000000005,6.1510658264,3.419318,2.876496,3.080493,3.433969,3.743492
I07.png,I07_17_02.png,17,2,0.482,4.63,0.00294299,0.00397346,6.9160580000000005,13.6039981842,7.352269,6.098071,6.565016,7.370456,8.121336
I07.png,I07_17_03.png,17,3,0.79,4.1,0.01122319,0.01296402,12.819088,26.1589851379,14.524501,12.175673,13.074533,14.600454,15.898516
I07.png,I07_17_04.png,17,4,0.883,3.43,0.04645515,0.04815451,26.272268,53.9930076599,30.057316,25.257328,27.116448,30.239842,32.815659
I07.png,I07_17_05.png,17,5,1.052,2.6,0.19037709,0.20880837,48.3536,99.9305419922,58.562215,50.069096,53.367232,59.004672,63.314742
I07.png,I07_18_01.png,18,1,1.108,3.2,0.02352731,0.04754253,16.553320000000006,25.1977043152,13.84684,13.37516,13.424759,13.625794,14.489967
I07.png,I07_18_02.png,18,2,0.737,4.3,0.00369802,0.00851191,9.042322,10.8229656219,7.04511,6.939824,6.955114,7.007322,7.172892
I07.png,I07_18_03.png,18,3,0.563,4.5,2.21e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I07.png,I07_18_04.png,18,4,0.496,4.43,0.00264306,0.00399579,6.843392999999999,12.5958185196,6.592049,5.199105,5.760148,6.611353,7.404645
I07.png,I07_18_05.png,18,5,0.894,4.0,0.01038461,0.01313388,14.080867,25.0476799011,13.287824,10.514152,11.637714,13.336857,14.888901
I07.png,I07_19_01.png,19,1,0.667,4.43,0.00081087,0.00275217,1.880071,3.2643837929,2.198247,2.098031,2.122288,2.187435,2.285019
I07.png,I07_19_02.png,19,2,0.619,4.5,0.00235995,0.01042187,2.9025,3.7440285683,2.56965,2.409493,2.453953,2.562202,2.692794
I07.png,I07_19_03.png,19,3,0.922,3.5,0.00917045,0.04541222,5.695804,6.1099939346,4.180672,3.917894,3.991658,4.168888,4.381468
I07.png,I07_19_04.png,19,4,0.772,1.93,0.03103215,0.14565365,13.039558,8.9952945709,4.391624,3.813561,3.930983,4.285181,4.958709
I07.png,I07_19_05.png,19,5,0.605,1.37,0.06473337,0.21802014,18.092445,11.4694719315,5.23494,4.542518,4.642707,5.00622,6.055893
I07.png,I07_20_01.png,20,1,1.1,3.3,0.01314268,0.02988611,32.687252,27.5797328949,6.924733,1.16506,2.400482,6.33433,12.039386
I07.png,I07_20_02.png,20,2,0.875,2.97,0.01852891,0.03214843,26.459457,19.1512241364,5.45963,1.293911,2.250062,5.057883,9.070943
I07.png,I07_20_03.png,20,3,0.983,2.97,0.02638042,0.05182294,32.424824,22.391078949,6.387352,1.592182,2.747409,6.01211,10.402536
I07.png,I07_20_04.png,20,4,1.151,2.65,0.04312825,0.06063294,33.617306,24.8621482849,7.625502,2.205506,3.578814,7.288393,12.009299
I07.png,I07_20_05.png,20,5,0.969,2.83,0.04338674,0.06659061,46.212708,40.5294876099,10.434709,2.076347,3.601504,9.38135,18.321274
I07.png,I07_21_01.png,21,1,0.929,3.73,0.02576176,0.12045066,19.210022,12.4475870132,3.753888,1.668298,2.088114,3.507913,5.665636
I07.png,I07_21_02.png,21,2,0.929,2.93,0.03221956,0.13569007,16.463435999999998,12.1749629974,3.779333,1.894331,2.258961,3.498114,5.580924
I07.png,I07_21_03.png,21,3,1.086,3.43,0.02890238,0.12060069,14.890164000000002,12.541352272,3.614966,1.756472,2.07536,3.21725,5.55229
I07.png,I07_21_04.png,21,4,1.088,3.1,0.03119247,0.12930036,20.047106,14.6090192795,4.09386,1.860453,2.237548,3.672327,6.371705
I07.png,I07_21_05.png,21,5,0.499,1.53,0.08737143,0.23230976,38.016041,23.3445205688,7.451167,3.445493,4.234709,6.930259,11.188532
I07.png,I07_22_01.png,22,1,0.795,3.97,0.01376986,0.04636553,8.15448,11.9107303619,5.116627,3.424966,3.760529,4.844503,6.74485
I07.png,I07_22_02.png,22,2,0.992,3.5,0.02265392,0.06428441,11.388909,18.0497589111,6.976998,4.282482,4.703482,6.44204,9.785473
I07.png,I07_22_03.png,22,3,1.114,3.6,0.02995352,0.08035657,16.208899,25.2327537537,10.390425,5.521061,6.487017,10.105442,14.578815
I07.png,I07_22_04.png,22,4,1.241,2.83,0.05736542,0.11571753,15.743118,20.1950283051,9.535939,6.686946,7.294145,9.190163,12.12351
I07.png,I07_22_05.png,22,5,0.727,2.07,0.14617081,0.21548133,24.513361,34.9251441956,15.828343,10.896744,11.642842,15.043096,20.799091
I07.png,I07_23_01.png,23,1,1.194,2.8,0.04234131,0.04883779,152.47083999999995,189.7496337891,55.49955,9.865336,21.572006,53.369954,91.556691
I07.png,I07_23_02.png,23,2,0.8140000000000001,2.27,0.06976052,0.05692264,55.617725,109.3666381836,31.12779,7.174531,13.70797,29.673158,50.002243
I07.png,I07_23_03.png,23,3,0.894,2.0,0.13903862,0.08984364,147.580856,162.8818664551,53.873486,12.953719,24.126571,52.492496,85.001391
I07.png,I07_23_04.png,23,4,0.6829999999999999,2.0,0.12153857,0.09870214,108.027328,150.6427612305,47.632212,12.046968,21.704756,46.257244,74.934637
I07.png,I07_23_05.png,23,5,0.5539999999999999,1.6,0.17084995,0.09440815,92.365524,119.7270736694,41.493469,12.254651,20.611509,40.398041,63.470858
I07.png,I07_24_01.png,24,1,0.7020000000000001,3.8,0.03209133,0.05760496,16.862267000000006,9.992890358,3.552265,2.107945,2.410933,3.366484,4.879378
I07.png,I07_24_02.png,24,2,0.898,2.83,0.09650273,0.13062226,27.468439,16.8913288116,5.957767,3.622671,4.123884,5.650322,8.099095
I07.png,I07_24_03.png,24,3,0.6509999999999999,2.1,0.17219281,0.19193818,35.914101,22.7768135071,7.832301,4.812865,5.464297,7.411323,10.621283
I07.png,I07_24_04.png,24,4,0.476,1.8,0.4224729999999999,0.33056792,69.51825699999999,28.6386032104,11.536421,7.490125,8.441283,11.115513,15.052468
I07.png,I07_24_05.png,24,5,0.512,1.27,0.92078343,0.51653601,113.153503,40.395450592,16.936839,11.311754,12.624921,16.296766,21.888831
I07.png,I07_25_01.png,25,1,0.884,2.87,0.0455212,0.05231769,17.903133,21.6651744843,12.738669,12.047341,12.167301,12.540531,13.508175
I07.png,I07_25_02.png,25,2,0.875,4.03,0.02213023,0.02409334,13.663134,15.1922340393,9.053271,8.600466,8.678929,8.920549,9.560334
I07.png,I07_25_03.png,25,3,0.547,4.63,0.00779465,0.00913352,7.51802,8.9287567139,5.292807,5.023007,5.068782,5.210927,5.598712
I07.png,I07_25_04.png,25,4,0.7609999999999999,4.43,0.00951295,0.01136183,7.402369,10.9089946747,5.760028,5.390423,5.447871,5.628972,6.203242
I07.png,I07_25_05.png,25,5,1.055,3.57,0.04234964,0.04653816,16.129641,23.9680538177,12.346032,11.361326,11.500911,11.976243,13.560941
I08.png,I08_01_01.png,1,1,0.4,4.8,1.39e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I08.png,I08_01_02.png,1,2,0.7120000000000001,4.4,0.00072016,0.00343248,1.431806,1.0609487295,0.397016,0.227446,0.283667,0.385897,0.521482
I08.png,I08_01_03.png,1,3,0.73,3.0,0.00726142,0.02770652,4.74407,4.0016698837,1.642836,1.040896,1.228871,1.627583,2.072056
I08.png,I08_01_04.png,1,4,0.6829999999999999,2.0,0.02873313,0.07316345,17.945429,12.6445808411,5.201739,3.197752,3.753885,5.114645,6.736687
I08.png,I08_01_05.png,1,5,0.562,1.47,0.11109143,0.15783543,89.705299,60.8815803528,21.169179,11.467136,13.979629,20.529106,28.998803
I08.png,I08_02_01.png,2,1,0.727,4.27,0.00244691,0.01169603,2.759205,2.2833907604,0.829997,0.498792,0.603044,0.812903,1.074044
I08.png,I08_02_02.png,2,2,1.013,3.2,0.01036605,0.0386699,6.301094,5.6195206642,2.110846,1.31143,1.560923,2.085928,2.685686
I08.png,I08_02_03.png,2,3,0.7340000000000001,1.83,0.04009185,0.09557314,24.904428,19.814081192,7.010699,3.994082,4.825289,6.846042,9.360767
I08.png,I08_02_04.png,2,4,0.499,1.53,0.07710972,0.13776664,59.46566,43.4965324402,14.069882,7.312667,9.101512,13.567211,19.540924
I08.png,I08_02_05.png,2,5,0.471,1.33,0.1151514,0.16597351,87.292023,57.5144119263,20.698288,10.427808,13.2274,20.084607,28.782857
I08.png,I08_03_01.png,3,1,0.3,4.9,1.39e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I08.png,I08_03_02.png,3,2,0.537,4.33,0.00151069,0.00736171,2.231328,2.2194297314,0.729834,0.373036,0.475512,0.699943,1.014047
I08.png,I08_03_03.png,3,3,0.92,3.23,0.00778943,0.02867873,6.091496,5.5839629173,1.996047,1.00679,1.271002,1.915136,2.802004
I08.png,I08_03_04.png,3,4,0.65,2.33,0.01787583,0.05182218,12.879068,11.7420444489,3.866541,1.754896,2.309204,3.683572,5.606848
I08.png,I08_03_05.png,3,5,0.5820000000000001,1.83,0.04215592,0.08565467,31.150991,26.6051692963,8.690239,3.496619,4.837387,8.265606,12.967724
I08.png,I08_04_01.png,4,1,0.563,4.5,0.0036762,0.00905967,5.64246,6.0702610016,1.885327,0.674704,0.951129,1.774586,2.930268
I08.png,I08_04_02.png,4,2,1.258,2.87,0.07284546,0.04512699,36.228901,32.5456428528,18.013357,14.638946,15.439425,17.698023,20.902624
I08.png,I08_04_03.png,4,3,0.737,1.7,0.13540095,0.07763159,44.526253,46.909160614,24.407736,20.144817,20.83637,23.487994,28.898844
I08.png,I08_04_04.png,4,4,0.6990000000000001,1.67,0.16691705,0.09857892,49.329159,56.2944717407,27.698041,23.044128,23.691343,26.440344,32.962436
I08.png,I08_04_05.png,4,5,0.68,1.73,0.22664204,0.14254594,66.395393,66.3064117432,34.818877,28.944535,29.717269,33.06679,41.672572
I08.png,I08_05_01.png,5,1,0.49,4.4,0.0133855,0.03040824,18.283779,15.2455377579,4.433881,1.485896,2.226363,4.140953,6.934327
I08.png,I08_05_02.png,5,2,1.123,2.93,0.04229621,0.06265447,34.664703,29.0949764252,9.015721,2.938813,4.494791,8.545072,14.007301
I08.png,I08_05_03.png,5,3,0.605,1.97,0.08061387,0.08141608,57.28413000000001,49.1927604675,14.1992,4.352147,6.698417,13.28562,22.613562
I08.png,I08_05_04.png,5,4,0.573,1.73,0.09912443,0.09059017,61.667965,59.3410949707,16.745948,5.051567,7.804338,15.588497,26.84501
I08.png,I08_05_05.png,5,5,0.616,1.57,0.11213453,0.09367518,61.751499,62.7433242798,18.292464,5.661084,8.662785,17.081021,29.133585
I08.png,I08_06_01.png,6,1,0.716,3.77,0.04203597,0.23741428,14.623895999999998,21.9781417847,7.961293,5.774515,5.912543,6.967954,11.003383
I08.png,I08_06_02.png,6,2,0.748,3.8,0.04878948,0.25446697,15.885995,21.8516769409,8.081299,5.980544,6.133561,7.138358,10.971979
I08.png,I08_06_03.png,6,3,1.181,3.27,0.06326384,0.27264587,27.039795,39.1376876831,14.046735,7.488428,8.273844,13.07229,20.79407
I08.png,I08_06_04.png,6,4,0.909,2.8,0.10803505,0.34509079,45.629101,74.5098648071,30.601492,14.805219,18.495588,30.083445,43.225442
I08.png,I08_06_05.png,6,5,0.772,2.07,0.14181528,0.35532006,44.176003,71.2632369995,30.010926,15.420637,18.832332,29.434578,41.765868
I08.png,I08_07_01.png,7,1,0.7929999999999999,2.87,0.05111447,0.03493727,28.421436,32.2188644409,16.928537,11.520115,12.886394,16.787942,21.111276
I08.png,I08_07_02.png,7,2,1.08,2.63,0.10218718,0.06369456,38.133026,44.2596206665,23.01958,15.843205,17.671275,22.810549,28.576916
I08.png,I08_07_03.png,7,3,0.948,2.03,0.13598391,0.08158512,42.462215,50.0888557434,26.027497,18.026758,20.073516,25.778,32.230974
I08.png,I08_07_04.png,7,4,0.962,1.9,0.17544483,0.10186833,46.553467,54.4531364441,28.969051,20.173998,22.448262,28.695192,35.763699
I08.png,I08_07_05.png,7,5,1.011,2.33,0.35150825,0.17119576,62.836491,70.4126663208,39.124374,32.394052,33.969226,38.172321,45.231575
I08.png,I08_08_01.png,8,1,0.537,4.67,1.39e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I08.png,I08_08_02.png,8,2,1.016,3.37,0.03479466,0.02466936,25.186218,25.431552887,14.056366,11.341526,12.034546,13.811405,16.323147
I08.png,I08_08_03.png,8,3,0.964,3.07,0.06705247,0.04934461,35.225628,35.298576355,18.12289,14.59907,15.356779,17.59563,21.416262
I08.png,I08_08_04.png,8,4,0.957,2.13,0.14028371,0.10260905,45.25185,57.517578125,25.454633,19.768153,20.505052,24.004451,31.854397
I08.png,I08_08_05.png,8,5,0.841,1.6,0.22224365,0.16194591,63.138367,65.1593017578,30.659894,24.436626,25.139163,28.656926,38.183594
I08.png,I08_09_01.png,9,1,0.563,4.5,0.00137549,0.00646819,1.856855,1.7845840454,0.819448,0.657423,0.695657,0.794847,0.967839
